Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Begin File	Begin Path	File Offset (s)	Keep for detector? Y/X	Call type	AR comment	Annotator	Species	WH comment	WH	KZ Keep? (Y/X/M)	Barks (KZ)	Yelps (KZ)	Overlap (Y/X) (KZ)	Call Type (KZ)	Split From (KZ)	KZ Comment	Bill Check (KZ)
1299	Spectrogram 1	2	12805.99381	12806.18285	89.8	1190.6	2017-ULU01_0+1_20180122_043602.wav	D:\ringed-seal-data\Ulu_2017_2018\2017-ULU01_0+1_20180122_043602.wav	205.9938	Y	bark	faint	AR				Y	1	0	X	B	-	FAINT	
1300	Spectrogram 1	2	777.981	779.00922	141.7	935.4	2017-ULU01_0+1_20180122_120602.wav	D:\ringed-seal-data\Ulu_2017_2018\2017-ULU01_0+1_20180122_120602.wav	177.981	Y	bark		AR				X	2	0	Y	B	-	Too noisy	
1301	Spectrogram 1	2	780.642	782.29926	99.2	1081.9	2017-ULU01_0+1_20180122_120602.wav	D:\ringed-seal-data\Ulu_2017_2018\2017-ULU01_0+1_20180122_120602.wav	180.642	Y	bark		AR				X	-	-	-	-	S		
1303	Spectrogram 1	2	13198.69	13199.59994	75.6	1256.7	2017-ULU01_0+1_20180122_220602.wav	D:\ringed-seal-data\Ulu_2017_2018\2017-ULU01_0+1_20180122_220602.wav	298.69	Y	bark	at the end of the file	AR			Y	X	1	2	X	BY	-	Too faint	
1304	Spectrogram 1	2	13487.18	13488.09936	103.9	1200	2017-ULU01_0+1_20180124_013602.wav	D:\ringed-seal-data\Ulu_2017_2018\2017-ULU01_0+1_20180124_013602.wav	287.18	Y	bark		AR				X	-	-	-	-	S		
1305	Spectrogram 1	2	13542.969	13545.79965	108.7	524.4	2017-ULU01_0+1_20180124_090602.wav	D:\ringed-seal-data\Ulu_2017_2018\2017-ULU01_0+1_20180124_090602.wav	42.969	Y	bark		AR				X	-	-	-	-	S		
1306	Spectrogram 1	2	13549.14001	13549.44029	132.3	590.6	2017-ULU01_0+1_20180124_090602.wav	D:\ringed-seal-data\Ulu_2017_2018\2017-ULU01_0+1_20180124_090602.wav	49.14	Y	bark		AR				Y	1	0	X	B	-		
1307	Spectrogram 1	2	13555.72	13556.56678	113.4	581.1	2017-ULU01_0+1_20180124_090602.wav	D:\ringed-seal-data\Ulu_2017_2018\2017-ULU01_0+1_20180124_090602.wav	55.72	Y	bark		AR				Y	2	0	X	B	-		
1308	Spectrogram 1	2	13566.941	13567.27971	127.6	633.1	2017-ULU01_0+1_20180124_090602.wav	D:\ringed-seal-data\Ulu_2017_2018\2017-ULU01_0+1_20180124_090602.wav	66.941	Y	bark		AR				Y	1	0	X	B	-		
1309	Spectrogram 1	2	13737.025	13738.54919	155.9	822	2017-ULU01_0+1_20180124_090602.wav	D:\ringed-seal-data\Ulu_2017_2018\2017-ULU01_0+1_20180124_090602.wav	237.025	Y	bark		AR				X	-	-	-	-	S		
1310	Spectrogram 1	2	13753.972	13754.58893	52	576.4	2017-ULU01_0+1_20180124_090602.wav	D:\ringed-seal-data\Ulu_2017_2018\2017-ULU01_0+1_20180124_090602.wav	253.972	Y	bark		AR			Y	X	1	0	X	B	-	Too messy	
1311	Spectrogram 1	2	13769.735	13772.36	203.1	1058.3	2017-ULU01_0+1_20180124_090602.wav	D:\ringed-seal-data\Ulu_2017_2018\2017-ULU01_0+1_20180124_090602.wav	269.735	Y	"bark, yelp"		AR				X	-	-	-	-	S		
1312	Spectrogram 1	2	13806.98682	13807.23887	70.9	982.7	2017-ULU01_0+1_20180125_170602.wav	D:\ringed-seal-data\Ulu_2017_2018\2017-ULU01_0+1_20180125_170602.wav	6.9868	Y	bark		AR				Y	1	0	X	B	-		
1313	Spectrogram 1	2	13844.844	13846.21094	94.5	1110.2	2017-ULU01_0+1_20180125_170602.wav	D:\ringed-seal-data\Ulu_2017_2018\2017-ULU01_0+1_20180125_170602.wav	44.844	Y	bark		AR				X	-	-	-	-	S		
1314	Spectrogram 1	2	13854.899	13857.79013	94.5	850.4	2017-ULU01_0+1_20180125_170602.wav	D:\ringed-seal-data\Ulu_2017_2018\2017-ULU01_0+1_20180125_170602.wav	54.899	Y	bark	with BS above	AR			Y	X	-	-	-	-	S		
1315	Spectrogram 1	2	13905.82284	13906.08118	80.3	1115	2017-ULU01_0+1_20180125_170602.wav	D:\ringed-seal-data\Ulu_2017_2018\2017-ULU01_0+1_20180125_170602.wav	105.8228	Y	bark	with BS above	AR				X	1	0	Y	B	-	BS <1KHZ	
1316	Spectrogram 1	2	13918.129	13918.56449	99.2	703.9	2017-ULU01_0+1_20180125_170602.wav	D:\ringed-seal-data\Ulu_2017_2018\2017-ULU01_0+1_20180125_170602.wav	118.129	Y	bark		AR				Y	1	0	X	B	-		
1317	Spectrogram 1	2	13924.26575	13925.01559	118.1	892.9	2017-ULU01_0+1_20180125_170602.wav	D:\ringed-seal-data\Ulu_2017_2018\2017-ULU01_0+1_20180125_170602.wav	124.2657	Y	"bark, yelp"		AR				Y	1	3	X	BY	-		
1318	Spectrogram 1	2	13928.525	13928.98468	118.1	751.2	2017-ULU01_0+1_20180125_170602.wav	D:\ringed-seal-data\Ulu_2017_2018\2017-ULU01_0+1_20180125_170602.wav	128.525	Y	bark		AR				X	1	0	Y	B	-	BS <1KHZ	
1319	Spectrogram 1	2	13950.43935	13950.7229	118.1	774.8	2017-ULU01_0+1_20180125_170602.wav	D:\ringed-seal-data\Ulu_2017_2018\2017-ULU01_0+1_20180125_170602.wav	150.4394	Y	bark		AR				Y	1	0	X	B	-		
1320	Spectrogram 1	2	13953.068	13954.70106	89.8	1138.6	2017-ULU01_0+1_20180125_170602.wav	D:\ringed-seal-data\Ulu_2017_2018\2017-ULU01_0+1_20180125_170602.wav	153.068	Y	"bark, yelp"		AR				X	-	-	-	-	S		
1321	Spectrogram 1	2	13966.47817	13966.80568	113.4	576.4	2017-ULU01_0+1_20180125_170602.wav	D:\ringed-seal-data\Ulu_2017_2018\2017-ULU01_0+1_20180125_170602.wav	166.4782	Y	bark		AR				Y	1	0	X	B	-		
1322	Spectrogram 1	2	13971.16	13971.57129	118.1	685	2017-ULU01_0+1_20180125_170602.wav	D:\ringed-seal-data\Ulu_2017_2018\2017-ULU01_0+1_20180125_170602.wav	171.16	Y	bark		AR				X	1	0	X	B	-	Too faint	
1324	Spectrogram 1	2	14008.56842	14008.77006	85	614.2	2017-ULU01_0+1_20180125_170602.wav	D:\ringed-seal-data\Ulu_2017_2018\2017-ULU01_0+1_20180125_170602.wav	208.5684	Y	bark		AR				Y	1	0	X	B	-		
1325	Spectrogram 1	2	14052.552	14055.44313	94.5	1195.3	2017-ULU01_0+1_20180125_170602.wav	D:\ringed-seal-data\Ulu_2017_2018\2017-ULU01_0+1_20180125_170602.wav	252.552	Y	bark		AR				X	-	-	-	-	S		
1326	Spectrogram 1	2	14100.036	14104.98358	61.4	1941.7	2017-ULU01_0+1_20180126_210602.wav	D:\ringed-seal-data\Ulu_2017_2018\2017-ULU01_0+1_20180126_210602.wav	0.036	Y	"bark, yelp"	from the beginning of the file. There is a BS above	AR				X	-	-	-	-	S		
1327	Spectrogram 1	2	14190.64511	14190.93496	122.8	1034.6	2017-ULU01_0+1_20180126_210602.wav	D:\ringed-seal-data\Ulu_2017_2018\2017-ULU01_0+1_20180126_210602.wav	90.6451	Y	bark		AR				Y	1	0	X	B	-		
1331	Spectrogram 1	2	14514.22049	14514.40953	75.6	1053.5	2017-ULU01_0+1_20180127_033602.wav	D:\ringed-seal-data\Ulu_2017_2018\2017-ULU01_0+1_20180127_033602.wav	114.2205	Y	bark		AR				Y	1	0	X	B	-		
1334	Spectrogram 1	2	14650.54	14651.84645	80.3	1247.2	2017-ULU01_0+1_20180127_033602.wav	D:\ringed-seal-data\Ulu_2017_2018\2017-ULU01_0+1_20180127_033602.wav	250.54	Y	"bark, yelp"		AR				X	2	0	Y	B	-	Noise way too loud	
1335	Spectrogram 1	2	14662.79918	14663.18356	75.6	1020.5	2017-ULU01_0+1_20180127_033602.wav	D:\ringed-seal-data\Ulu_2017_2018\2017-ULU01_0+1_20180127_033602.wav	262.7992	Y	bark		AR				Y	1	0	X	B	-		
1336	Spectrogram 1	2	14737.83427	14738.67863	75.6	633.1	2017-ULU01_0+1_20180218_020602.wav	D:\ringed-seal-data\Ulu_2017_2018\2017-ULU01_0+1_20180218_020602.wav	37.8343	Y	bark		AR				Y	2	0	X	B	-		
1337	Spectrogram 1	2	14859.711	14860.8239	85	1426.8	2017-ULU01_0+1_20180218_020602.wav	D:\ringed-seal-data\Ulu_2017_2018\2017-ULU01_0+1_20180218_020602.wav	159.711	Y	"bark, yelp"		AR				X	0	3	X	Y	-		
1339	Spectrogram 1	2	35494.565	35495.58113	100.2	548.5	2017-ULU01_0+1_20171224_193602.wav	D:\ringed-seal-data\Ulu_2017_2018\2017-ULU01_0+1_20171224_193602.wav	94.565	Y	bark		WH			Y	Y	3	0	X	B	-		
1341	Spectrogram 1	2	314.4239	314.9721042	86.614	992.126	2017-ULU01_0+1_20171227_043602.wav	D:\ringed-seal-data\Ulu_2017_2018\2017-ULU01_0+1_20171227_043602.wav	14.4239								Y	1	2	X	BY	-	Not prev annotated	
1342	Spectrogram 1	2	316.0696	316.3594551	102.362	1228.346	2017-ULU01_0+1_20171227_043602.wav	D:\ringed-seal-data\Ulu_2017_2018\2017-ULU01_0+1_20171227_043602.wav	16.0696								Y	1	1	X	BY	43		
1343	Spectrogram 1	2	316.4729	317.4495856	62.992	1244.094	2017-ULU01_0+1_20171227_043602.wav	D:\ringed-seal-data\Ulu_2017_2018\2017-ULU01_0+1_20171227_043602.wav	16.4729								Y	3	2	X	BY	43		
1344	Spectrogram 1	2	317.7436	318.4871413	55.118	1362.205	2017-ULU01_0+1_20171227_043602.wav	D:\ringed-seal-data\Ulu_2017_2018\2017-ULU01_0+1_20171227_043602.wav	17.7436								Y	2	1	X	BY	43		
1345	Spectrogram 1	2	318.6729	322.2645824	94.488	1425.197	2017-ULU01_0+1_20171227_043602.wav	D:\ringed-seal-data\Ulu_2017_2018\2017-ULU01_0+1_20171227_043602.wav	18.6729								Y	8	5	X	BY	43		
1346	Spectrogram 1	2	323.369	324.9821065	102.362	1251.969	2017-ULU01_0+1_20171227_043602.wav	D:\ringed-seal-data\Ulu_2017_2018\2017-ULU01_0+1_20171227_043602.wav	23.369								Y	2	3	X	BY	43		
1347	Spectrogram 1	2	790.5296	790.8383587	86.614	1228.346	2017-ULU01_0+1_20180122_120602.wav	D:\ringed-seal-data\Ulu_2017_2018\2017-ULU01_0+1_20180122_120602.wav	190.5296								Y	1	0	Y	B	45	Overlap above 1kHz	
1348	Spectrogram 1	2	791.0841	791.3739551	86.614	1307.087	2017-ULU01_0+1_20180122_120602.wav	D:\ringed-seal-data\Ulu_2017_2018\2017-ULU01_0+1_20180122_120602.wav	191.0841								Y	1	0	Y	B	45	Overlap above 1kHz	
1349	Spectrogram 1	2	791.7646	792.0040455	62.992	1314.961	2017-ULU01_0+1_20180122_120602.wav	D:\ringed-seal-data\Ulu_2017_2018\2017-ULU01_0+1_20180122_120602.wav	191.7646								Y	1	0	Y	B	45	Overlap above 1kHz	
1350	Spectrogram 1	2	792.7476	793.0437563	39.37	1047.244	2017-ULU01_0+1_20180122_120602.wav	D:\ringed-seal-data\Ulu_2017_2018\2017-ULU01_0+1_20180122_120602.wav	192.7476								Y	1	0	Y	B	45	Overlap above 1kHz	
1351	Spectrogram 1	2	792.3884	792.6278455	39.37	826.772	2017-ULU01_0+1_20180122_120602.wav	D:\ringed-seal-data\Ulu_2017_2018\2017-ULU01_0+1_20180122_120602.wav	192.3884								X	1	0	Y	B	45	Too faint	
1352	Spectrogram 1	2	1525.4823	1525.759553	86.614	1188.976	2017-ULU01_0+1_20171230_130602.wav	D:\ringed-seal-data\Ulu_2017_2018\2017-ULU01_0+1_20171230_130602.wav	25.4823								Y	1	0	X	B	93		
1353	Spectrogram 1	2	1526.396	1526.629144	47.244	1582.677	2017-ULU01_0+1_20171230_130602.wav	D:\ringed-seal-data\Ulu_2017_2018\2017-ULU01_0+1_20171230_130602.wav	26.396								Y	1	0	X	B	93		
1354	Spectrogram 1	2	1527.0954	1527.328544	47.244	1141.732	2017-ULU01_0+1_20171230_130602.wav	D:\ringed-seal-data\Ulu_2017_2018\2017-ULU01_0+1_20171230_130602.wav	27.0954								Y	1	0	X	B	93		
1355	Spectrogram 1	2	1527.8137	1528.084651	70.866	1330.709	2017-ULU01_0+1_20171230_130602.wav	D:\ringed-seal-data\Ulu_2017_2018\2017-ULU01_0+1_20171230_130602.wav	27.8137								Y	1	0	X	B	93		
1356	Spectrogram 1	2	1529.0299	1529.34496	55.118	1244.094	2017-ULU01_0+1_20171230_130602.wav	D:\ringed-seal-data\Ulu_2017_2018\2017-ULU01_0+1_20171230_130602.wav	29.0299								Y	1	0	X	B	93		
1357	Spectrogram 1	2	1530.0885	1530.302741	86.614	1417.323	2017-ULU01_0+1_20171230_130602.wav	D:\ringed-seal-data\Ulu_2017_2018\2017-ULU01_0+1_20171230_130602.wav	30.0885								Y	1	0	X	B	93		
1358	Spectrogram 1	2	2180.5626	2180.802045	393.701	834.646	2017-ULU01_0+1_20170827_140602.wav	D:\ringed-seal-data\Ulu_2017_2018\2017-ULU01_0+1_20170827_140602.wav	80.5626								Y	1	0	X	B	-	Not prev annotated - similar to a bark Bill said was a bark in this area	Y
1359	Spectrogram 1	2	2182.6657	2182.961856	433.071	826.772	2017-ULU01_0+1_20170827_140602.wav	D:\ringed-seal-data\Ulu_2017_2018\2017-ULU01_0+1_20170827_140602.wav	82.6657								Y	1	0	X	B	-	Not prev annotated - similar to a bark Bill said was a bark in this area	Y
1360	Spectrogram 1	2	2184.3607	2184.593844	417.323	834.646	2017-ULU01_0+1_20170827_140602.wav	D:\ringed-seal-data\Ulu_2017_2018\2017-ULU01_0+1_20170827_140602.wav	84.3607								Y	1	0	X	B	-	Not prev annotated - similar to a bark Bill said was a bark in this area	Y
1361	Spectrogram 1	2	2189.2424	2189.904026	236.22	803.15	2017-ULU01_0+1_20170827_140602.wav	D:\ringed-seal-data\Ulu_2017_2018\2017-ULU01_0+1_20170827_140602.wav	89.2424								Y	1	0	X	B	-	Not prev annotated - similar to a bark Bill said was a bark in this area	Y
1365	Spectrogram 1	2	2932.6352	2932.969163	102.362	826.772	2017-ULU01_0+1_20180101_033602.wav	D:\ringed-seal-data\Ulu_2017_2018\2017-ULU01_0+1_20180101_033602.wav	232.6352								Y	1	1	X	BY	513		
1366	Spectrogram 1	2	2933.6434	2933.832436	86.614	724.409	2017-ULU01_0+1_20180101_033602.wav	D:\ringed-seal-data\Ulu_2017_2018\2017-ULU01_0+1_20180101_033602.wav	233.6434								Y	1	1	X	BY	513		
1367	Spectrogram 1	2	2935.4833	2935.792059	125.984	897.638	2017-ULU01_0+1_20180101_033602.wav	D:\ringed-seal-data\Ulu_2017_2018\2017-ULU01_0+1_20180101_033602.wav	235.4833								Y	1	1	X	BY	513		
1368	Spectrogram 1	2	2936.3718	2936.655354	125.984	929.134	2017-ULU01_0+1_20180101_033602.wav	D:\ringed-seal-data\Ulu_2017_2018\2017-ULU01_0+1_20180101_033602.wav	236.3718								Y	1	1	X	BY	513		
1369	Spectrogram 1	2	2936.8822	2937.172055	157.48	929.134	2017-ULU01_0+1_20180101_033602.wav	D:\ringed-seal-data\Ulu_2017_2018\2017-ULU01_0+1_20180101_033602.wav	236.8822								Y	1	1	X	BY	513		
1370	Spectrogram 1	2	2937.506	2937.764349	110.236	858.268	2017-ULU01_0+1_20180101_033602.wav	D:\ringed-seal-data\Ulu_2017_2018\2017-ULU01_0+1_20180101_033602.wav	237.506								Y	1	1	X	BY	513		
1371	Spectrogram 1	2	2937.8526	2938.110949	141.732	897.638	2017-ULU01_0+1_20180101_033602.wav	D:\ringed-seal-data\Ulu_2017_2018\2017-ULU01_0+1_20180101_033602.wav	237.8526								Y	1	1	X	BY	513		
1372	Spectrogram 1	2	2938.2874	2938.55205	125.984	897.638	2017-ULU01_0+1_20180101_033602.wav	D:\ringed-seal-data\Ulu_2017_2018\2017-ULU01_0+1_20180101_033602.wav	238.2874								Y	1	1	X	BY	513		
1373	Spectrogram 1	2	2938.7474	2938.999448	141.732	921.26	2017-ULU01_0+1_20180101_033602.wav	D:\ringed-seal-data\Ulu_2017_2018\2017-ULU01_0+1_20180101_033602.wav	238.7474								Y	1	1	X	BY	513		
1374	Spectrogram 1	2	2939.1884	2939.471954	133.858	1000	2017-ULU01_0+1_20180101_033602.wav	D:\ringed-seal-data\Ulu_2017_2018\2017-ULU01_0+1_20180101_033602.wav	239.1884								Y	1	1	X	BY	513		
1375	Spectrogram 1	2	2939.7177	2940.007555	118.11	1118.11	2017-ULU01_0+1_20180101_033602.wav	D:\ringed-seal-data\Ulu_2017_2018\2017-ULU01_0+1_20180101_033602.wav	239.7177								Y	1	1	X	BY	513		
1376	Spectrogram 1	2	2940.9414	2941.508508	62.992	1062.992	2017-ULU01_0+1_20180101_033602.wav	D:\ringed-seal-data\Ulu_2017_2018\2017-ULU01_0+1_20180101_033602.wav	240.9414								Y	1	1	X	BY	513		
1377	Spectrogram 1	2	2941.6283	2941.987468	86.614	1055.118	2017-ULU01_0+1_20180101_033602.wav	D:\ringed-seal-data\Ulu_2017_2018\2017-ULU01_0+1_20180101_033602.wav	241.6283								Y	1	1	X	BY	513		
1378	Spectrogram 1	2	2934.6381	2934.877545	157.48	826.772	2017-ULU01_0+1_20180101_033602.wav	D:\ringed-seal-data\Ulu_2017_2018\2017-ULU01_0+1_20180101_033602.wav	234.6381								Y	1	0	X	B	513		
1379	Spectrogram 1	2	2940.1324	2940.44746	102.362	1055.118	2017-ULU01_0+1_20180101_033602.wav	D:\ringed-seal-data\Ulu_2017_2018\2017-ULU01_0+1_20180101_033602.wav	240.1324								Y	1	0	X	B	513		
1380	Spectrogram 1	2	3017.9255	3018.461102	86.614	1157.48	2017-ULU01_0+1_20180101_210602.wav	D:\ringed-seal-data\Ulu_2017_2018\2017-ULU01_0+1_20180101_210602.wav	17.9255								Y	1	1	X	BY	518	Good	
1381	Spectrogram 1	2	3018.6123	3019.387347	55.118	1370.079	2017-ULU01_0+1_20180101_210602.wav	D:\ringed-seal-data\Ulu_2017_2018\2017-ULU01_0+1_20180101_210602.wav	18.6123								Y	1	1	X	BY	518	Good	
1382	Spectrogram 1	2	3019.4504	3019.948195	102.362	2732.283	2017-ULU01_0+1_20180101_210602.wav	D:\ringed-seal-data\Ulu_2017_2018\2017-ULU01_0+1_20180101_210602.wav	19.4504								Y	1	1	X	BY	518	Good	
1383	Spectrogram 1	2	3022.4749	3022.972695	102.362	1393.701	2017-ULU01_0+1_20180101_210602.wav	D:\ringed-seal-data\Ulu_2017_2018\2017-ULU01_0+1_20180101_210602.wav	22.4749								Y	1	0	X	B	518	Good	
1384	Spectrogram 1	2	3021.5424	3022.235532	204.724	1377.953	2017-ULU01_0+1_20180101_210602.wav	D:\ringed-seal-data\Ulu_2017_2018\2017-ULU01_0+1_20180101_210602.wav	21.5424								X	0	3	X	Y	518	Good	
1386	Spectrogram 1	2	3330.3261	3330.546642	39.37	566.929	2017-ULU01_0+1_20180102_013602.wav	D:\ringed-seal-data\Ulu_2017_2018\2017-ULU01_0+1_20180102_013602.wav	30.3261								Y	1	0	X	B	521		
1387	Spectrogram 1	2	3330.7042	3330.893236	70.866	622.047	2017-ULU01_0+1_20180102_013602.wav	D:\ringed-seal-data\Ulu_2017_2018\2017-ULU01_0+1_20180102_013602.wav	30.7042								Y	1	0	X	B	521		
1388	Spectrogram 1	2	3672.0489	3672.263141	62.992	543.307	2017-ULU01_0+1_20180105_060602.wav	D:\ringed-seal-data\Ulu_2017_2018\2017-ULU01_0+1_20180105_060602.wav	72.0489								Y	1	0	X	B	526	FAINT	
1389	Spectrogram 1	2	3672.8932	3673.113742	102.362	645.669	2017-ULU01_0+1_20180105_060602.wav	D:\ringed-seal-data\Ulu_2017_2018\2017-ULU01_0+1_20180105_060602.wav	72.8932								Y	1	0	X	B	526	FAINT	
1390	Spectrogram 1	2	3673.8825	3674.071536	125.984	566.929	2017-ULU01_0+1_20180105_060602.wav	D:\ringed-seal-data\Ulu_2017_2018\2017-ULU01_0+1_20180105_060602.wav	73.8825								Y	1	0	X	B	526	FAINT	
1391	Spectrogram 1	2	3815.777	3815.997542	842.52	1228.346	2017-ULU01_0+1_20180105_060602.wav	D:\ringed-seal-data\Ulu_2017_2018\2017-ULU01_0+1_20180105_060602.wav	215.777								X	0	1	X	Y	527		
1392	Spectrogram 1	2	3816.5772	3816.747332	700.787	1173.228	2017-ULU01_0+1_20180105_060602.wav	D:\ringed-seal-data\Ulu_2017_2018\2017-ULU01_0+1_20180105_060602.wav	216.5772								X	0	1	X	Y	527		
1393	Spectrogram 1	2	3816.2181	3816.400835	196.85	858.268	2017-ULU01_0+1_20180105_060602.wav	D:\ringed-seal-data\Ulu_2017_2018\2017-ULU01_0+1_20180105_060602.wav	216.2181								Y	1	0	X	B	527		
1394	Spectrogram 1	2	3817.5224	3817.742942	173.228	1228.346	2017-ULU01_0+1_20180105_060602.wav	D:\ringed-seal-data\Ulu_2017_2018\2017-ULU01_0+1_20180105_060602.wav	217.5224								Y	1	0	X	B	527		
1395	Spectrogram 1	2	3818.1715	3818.354235	149.606	1362.205	2017-ULU01_0+1_20180105_060602.wav	D:\ringed-seal-data\Ulu_2017_2018\2017-ULU01_0+1_20180105_060602.wav	218.1715								Y	1	0	X	B	527		
1396	Spectrogram 1	2	3818.9276	3819.324575	149.606	1346.457	2017-ULU01_0+1_20180105_060602.wav	D:\ringed-seal-data\Ulu_2017_2018\2017-ULU01_0+1_20180105_060602.wav	218.9276								Y	1	1	X	BY	527		
1397	Spectrogram 1	2	3821.0259	3821.435478	157.48	1267.717	2017-ULU01_0+1_20180105_060602.wav	D:\ringed-seal-data\Ulu_2017_2018\2017-ULU01_0+1_20180105_060602.wav	221.0259								Y	1	1	X	BY	527		
1399	Spectrogram 1	2	5150.0763	5150.347251	55.118	661.417	2017-ULU01_0+1_20180108_010602.wav	D:\ringed-seal-data\Ulu_2017_2018\2017-ULU01_0+1_20180108_010602.wav	50.0763								Y	1	0	Y	B	538	Overlap BS JUST above 1kHz	
1400	Spectrogram 1	2	5150.5426	5150.788347	70.866	661.417	2017-ULU01_0+1_20180108_010602.wav	D:\ringed-seal-data\Ulu_2017_2018\2017-ULU01_0+1_20180108_010602.wav	50.5426								Y	1	0	Y	B	538	Overlap BS JUST above 1kHz	
1401	Spectrogram 1	2	5151.9477	5152.237555	62.992	637.795	2017-ULU01_0+1_20180108_010602.wav	D:\ringed-seal-data\Ulu_2017_2018\2017-ULU01_0+1_20180108_010602.wav	51.9477								Y	1	0	Y	B	538	Overlap BS JUST above 1kHz	
1402	Spectrogram 1	2	5153.0513	5153.397866	102.362	480.315	2017-ULU01_0+1_20180108_010602.wav	D:\ringed-seal-data\Ulu_2017_2018\2017-ULU01_0+1_20180108_010602.wav	53.0513								X	1	0	Y	B	538	Overlap BS <1kHz	
1403	Spectrogram 1	2	5155.4016	5155.848985	94.488	740.157	2017-ULU01_0+1_20180108_010602.wav	D:\ringed-seal-data\Ulu_2017_2018\2017-ULU01_0+1_20180108_010602.wav	55.4016								Y	1	0	X	B	-	Not prev annotated	
1404	Spectrogram 1	2	5816.2032	5817.091669	39.37	2952.756	2017-ULU01_0+1_20180108_150602.wav	D:\ringed-seal-data\Ulu_2017_2018\2017-ULU01_0+1_20180108_150602.wav	116.2032								Y	1	2	X	BY	541	Very close	
1405	Spectrogram 1	2	5817.8947	5822.078695	0	5937.008	2017-ULU01_0+1_20180108_150602.wav	D:\ringed-seal-data\Ulu_2017_2018\2017-ULU01_0+1_20180108_150602.wav	117.8947								Y	13	4	X	BY	541	Very close	
1406	Spectrogram 1	2	5831.703	5832.276409	110.236	4503.937	2017-ULU01_0+1_20180108_150602.wav	D:\ringed-seal-data\Ulu_2017_2018\2017-ULU01_0+1_20180108_150602.wav	131.703								Y	1	1	X	BY	542		
1407	Spectrogram 1	2	5832.9002	5833.486211	62.992	4866.142	2017-ULU01_0+1_20180108_150602.wav	D:\ringed-seal-data\Ulu_2017_2018\2017-ULU01_0+1_20180108_150602.wav	132.9002								Y	1	1	X	BY	542		
1408	Spectrogram 1	2	5833.8013	5834.242384	125.984	4362.205	2017-ULU01_0+1_20180108_150602.wav	D:\ringed-seal-data\Ulu_2017_2018\2017-ULU01_0+1_20180108_150602.wav	133.8013								Y	1	1	X	BY	542		
1409	Spectrogram 1	2	5834.7294	5834.99405	62.992	4645.669	2017-ULU01_0+1_20180108_150602.wav	D:\ringed-seal-data\Ulu_2017_2018\2017-ULU01_0+1_20180108_150602.wav	134.7294								Y	1	0	X	B	542		
1410	Spectrogram 1	2	5835.1453	5835.321734	0	4598.425	2017-ULU01_0+1_20180108_150602.wav	D:\ringed-seal-data\Ulu_2017_2018\2017-ULU01_0+1_20180108_150602.wav	135.1453								Y	1	0	X	B	542		
1411	Spectrogram 1	2	5836.4865	5837.06621	47.244	3181.102	2017-ULU01_0+1_20180108_150602.wav	D:\ringed-seal-data\Ulu_2017_2018\2017-ULU01_0+1_20180108_150602.wav	136.4865								Y	1	1	X	BY	542		
1412	Spectrogram 1	2	5837.375	5837.614445	393.701	1905.512	2017-ULU01_0+1_20180108_150602.wav	D:\ringed-seal-data\Ulu_2017_2018\2017-ULU01_0+1_20180108_150602.wav	137.375								X	0	1	X	Y	542		
1413	Spectrogram 1	2	5837.898	5838.168951	31.496	3748.031	2017-ULU01_0+1_20180108_150602.wav	D:\ringed-seal-data\Ulu_2017_2018\2017-ULU01_0+1_20180108_150602.wav	137.898								Y	1	0	X	B	542		
1414	Spectrogram 1	2	5838.4683	5839.47019	47.244	2976.378	2017-ULU01_0+1_20180108_150602.wav	D:\ringed-seal-data\Ulu_2017_2018\2017-ULU01_0+1_20180108_150602.wav	138.4683								Y	4	0	X	B	542		
1415	Spectrogram 1	2	5839.7096	5839.873431	110.236	2173.228	2017-ULU01_0+1_20180108_150602.wav	D:\ringed-seal-data\Ulu_2017_2018\2017-ULU01_0+1_20180108_150602.wav	139.7096								Y	1	0	X	B	542		
1416	Spectrogram 1	2	5840.1595	5841.079475	0	3905.512	2017-ULU01_0+1_20180108_150602.wav	D:\ringed-seal-data\Ulu_2017_2018\2017-ULU01_0+1_20180108_150602.wav	140.1595								Y	4	0	X	B	542		
1417	Spectrogram 1	2	5904.4577	5904.621531	15.748	2472.441	2017-ULU01_0+1_20180108_150602.wav	D:\ringed-seal-data\Ulu_2017_2018\2017-ULU01_0+1_20180108_150602.wav	204.4577								Y	1	0	X	B	543		
1418	Spectrogram 1	2	5904.7476	5904.980744	0	4330.709	2017-ULU01_0+1_20180108_150602.wav	D:\ringed-seal-data\Ulu_2017_2018\2017-ULU01_0+1_20180108_150602.wav	204.7476								Y	1	0	X	B	543		
1419	Spectrogram 1	2	5905.0941	5905.30204	0	1763.78	2017-ULU01_0+1_20180108_150602.wav	D:\ringed-seal-data\Ulu_2017_2018\2017-ULU01_0+1_20180108_150602.wav	205.0941								Y	1	0	X	B	543		
1420	Spectrogram 1	2	5905.4029	5905.598237	31.496	5338.583	2017-ULU01_0+1_20180108_150602.wav	D:\ringed-seal-data\Ulu_2017_2018\2017-ULU01_0+1_20180108_150602.wav	205.4029								Y	1	0	X	B	543		
1421	Spectrogram 1	2	5905.7306	5905.919636	0	1921.26	2017-ULU01_0+1_20180108_150602.wav	D:\ringed-seal-data\Ulu_2017_2018\2017-ULU01_0+1_20180108_150602.wav	205.7306								Y	1	0	X	B	543		
