Selection	View	Channel	Begin Time (s)	End Time (s)	Delta Time (s)	File Offset (s)	Low Freq (Hz)	High Freq (Hz)	Begin File	Begin Path	Keep for detector? Y/X	Call type	AR comment	Species_ID	Validation#	No.of_Calls	Ship_Noise	Ship_Size	Comments	WH ID	WH Comment	WH ID_NEW	WH Comment_NEW	KZ Keep? (Y/X/M)	Barks (KZ)	Yelps (KZ)	Overlap (Y/X) (KZ)	Call Type (KZ)	Split From (KZ)	KZ Comment
1080	Spectrogram 1	1	21822.712351508	21823.792753518	1.0804	76.7124	48.518	2433.962	DS3B__0__20181127_020355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181127_020355.wav														Y	2	1	X	BY	535	
1081	Spectrogram 1	1	21824.113105276	21824.458582663	0.3455	78.1131	80.863	2013.477	DS3B__0__20181127_020355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181127_020355.wav														Y	1	0	X	B	535	
1082	Spectrogram 1	1	22509.576395055	22509.865339779	0.2889	239.5764	727.763	1164.420	DS3B__0__20181127_180355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181127_180355.wav														X	0	1	X	Y	549	
1083	Spectrogram 1	1	22510.380415156	22510.562575960	0.1822	240.3804	889.488	1447.439	DS3B__0__20181127_180355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181127_180355.wav														X	0	1	X	Y	549	
1084	Spectrogram 1	1	22512.107802091	22512.710817166	0.6030	242.1078	323.450	1487.871	DS3B__0__20181127_180355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181127_180355.wav														Y	1	1	X	BY	549	
1085	Spectrogram 1	1	22514.362068408	22514.544229212	0.1822	244.3621	339.623	1528.302	DS3B__0__20181127_180355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181127_180355.wav														Y	1	0	X	B	549	
1086	Spectrogram 1	1	22517.561956174	22517.919996375	0.3580	247.5620	695.418	1536.388	DS3B__0__20181127_180355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181127_180355.wav														X	0	1	X	Y	549	
1087	Spectrogram 1	1	22521.243697369	22521.582893349	0.3392	251.2437	185.984	832.884	DS3B__0__20181127_180355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181127_180355.wav														Y	1	0	X	B	549	Growl
1088	Spectrogram 1	1	22525.408110734	22525.866653447	0.4585	255.4081	113.208	1043.127	DS3B__0__20181127_180355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181127_180355.wav														Y	1	0	X	B	549	Growl
1089	Spectrogram 1	1	22527.832733849	22528.592784101	0.7601	257.8327	121.294	946.092	DS3B__0__20181127_180355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181127_180355.wav														Y	2	0	X	B	549	Growl
1090	Spectrogram 1	1	22531.118894576	22531.470653370	0.3518	261.1189	80.863	1439.353	DS3B__0__20181127_180355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181127_180355.wav														X	1	0	Y	B	549	Overlap w ice 
1091	Spectrogram 1	1	22540.655937186	22540.869505025	0.2136	8.6559	40.431	1309.973	DS3B__0__20181127_220355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181127_220355.wav														Y	1	0	X	B	552	
1092	Spectrogram 1	1	22882.505614196	22882.662649372	0.1570	88.5056	80.863	695.418	DS3B__0__20181128_100355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181128_100355.wav														Y	1	0	X	B	553	
1093	Spectrogram 1	1	22883.366166960	22883.661393090	0.2952	89.3662	88.949	1059.299	DS3B__0__20181128_100355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181128_100355.wav														Y	1	0	X	B	553	
1094	Spectrogram 1	1	22884.641292588	22884.955362940	0.3141	90.6413	40.431	1212.938	DS3B__0__20181128_100355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181128_100355.wav														Y	1	1	X	BY	553	
1095	Spectrogram 1	1	22885.432749874	22885.640036306	0.2073	91.4327	331.536	1778.976	DS3B__0__20181128_100355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181128_100355.wav														X	1	0	X	Y	553	
1097	Spectrogram 1	1	22887.825965955	22888.089785050	0.2638	93.8260	315.364	792.453	DS3B__0__20181128_100355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181128_100355.wav														X	1	0	X	Y	553	
1098	Spectrogram 1	1	22889.413721238	22889.658696112	0.2450	95.4137	291.105	1148.248	DS3B__0__20181128_100355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181128_100355.wav														X	0	1	X	Y	553	
1099	Spectrogram 1	1	22891.359142507	22891.516177683	0.1570	97.3591	444.744	1067.385	DS3B__0__20181128_100355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181128_100355.wav														X	0	1	X	Y	553	
1100	Spectrogram 1	1	22892.770567260	22893.028104949	0.2575	98.7706	48.518	954.178	DS3B__0__20181128_100355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181128_100355.wav														Y	1	0	X	B	553	
1101	Spectrogram 1	1	22893.185140125	22893.417552185	0.2324	99.1851	48.518	905.660	DS3B__0__20181128_100355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181128_100355.wav														Y	1	0	X	B	553	
1102	Spectrogram 1	1	22893.712778315	22893.970316004	0.2575	99.7128	40.431	1140.162	DS3B__0__20181128_100355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181128_100355.wav														Y	1	0	X	B	553	
1103	Spectrogram 1	1	22894.196446657	22894.435140125	0.2387	100.1964	24.259	1099.730	DS3B__0__20181128_100355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181128_100355.wav														Y	1	0	X	B	553	
1104	Spectrogram 1	1	22894.680114999	22894.912527059	0.2324	100.6801	64.690	1148.248	DS3B__0__20181128_100355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181128_100355.wav														Y	1	0	X	B	553	
1105	Spectrogram 1	1	22895.521823542	22896.118557210	0.5967	101.5218	24.259	1285.714	DS3B__0__20181128_100355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181128_100355.wav														Y	1	1	X	BY	553	
1106	Spectrogram 1	1	22841.173742211	22841.399872864	0.2261	47.1737	80.863	881.402	DS3B__0__20181128_100355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181128_100355.wav														Y	1	0	X	B	554	
1107	Spectrogram 1	1	22846.180023618	22846.437561307	0.2575	52.1800	32.345	938.005	DS3B__0__20181128_100355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181128_100355.wav														Y	1	0	X	B	554	
1108	Spectrogram 1	1	22847.618465829	22847.857159296	0.2387	53.6185	88.949	889.488	DS3B__0__20181128_100355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181128_100355.wav														Y	1	0	X	B	554	Borderline too faint
1109	Spectrogram 1	1	22861.329328113	22861.637117058	0.3078	67.3293	64.690	1277.628	DS3B__0__20181128_100355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181128_100355.wav														Y	1	0	X	B	555	
1110	Spectrogram 1	1	22863.471287912	22863.722544193	0.2513	69.4713	56.604	1018.868	DS3B__0__20181128_100355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181128_100355.wav														Y	1	0	X	B	555	
1111	Spectrogram 1	1	22864.583096957	22865.079328113	0.4962	70.5831	32.345	913.747	DS3B__0__20181128_100355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181128_100355.wav														Y	2	0	X	B	555	
1112	Spectrogram 1	1	22866.107510118	22866.402736249	0.2952	72.1075	88.949	1576.819	DS3B__0__20181128_100355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181128_100355.wav														Y	1	1	X	BY	555	
1113	Spectrogram 1	1	22866.716806601	22866.955500068	0.2387	72.7168	80.863	1075.472	DS3B__0__20181128_100355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181128_100355.wav														Y	1	0	X	B	555	
1114	Spectrogram 1	1	22867.219319163	22867.439168410	0.2198	73.2193	48.518	1172.507	DS3B__0__20181128_100355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181128_100355.wav														Y	1	0	X	B	555	
1115	Spectrogram 1	1	22867.671580470	22867.910273937	0.2387	73.6716	40.431	1180.593	DS3B__0__20181128_100355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181128_100355.wav														Y	1	0	X	B	555	
1116	Spectrogram 1	1	22868.035902078	22868.280876952	0.2450	74.0359	40.431	1172.507	DS3B__0__20181128_100355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181128_100355.wav														Y	1	0	X	B	555	
1117	Spectrogram 1	1	22868.475600570	22868.745701073	0.2701	74.4756	72.776	1156.334	DS3B__0__20181128_100355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181128_100355.wav														Y	1	0	X	B	555	
1118	Spectrogram 1	1	22868.858766400	22869.084897053	0.2261	74.8588	8.086	1172.507	DS3B__0__20181128_100355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181128_100355.wav														Y	1	0	X	B	555	
1119	Spectrogram 1	1	22869.738163384	22870.240675947	0.5025	75.7382	72.776	719.677	DS3B__0__20181128_100355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181128_100355.wav														Y	2	0	X	B	555	
1120	Spectrogram 1	1	23151.829313122	23152.212478951	0.3832	95.8293	56.604	646.900	DS3B__0__20181128_180355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181128_180355.wav														Y	2	0	X	B	556	Borderline too faint
1121	Spectrogram 1	1	23152.784086992	23153.060468901	0.2764	96.7841	161.725	711.590	DS3B__0__20181128_180355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181128_180355.wav														Y	1	0	X	B	556	Borderline too faint
1122	Spectrogram 1	1	23153.638358348	23153.889614630	0.2513	97.6384	105.121	776.280	DS3B__0__20181128_180355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181128_180355.wav														Y	1	0	X	B	556	Borderline too faint
1123	Spectrogram 1	1	23156.788522909	23156.970683713	0.1822	100.7885	129.380	816.712	DS3B__0__20181128_180355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181128_180355.wav														Y	1	0	X	B	556	Borderline too faint
1124	Spectrogram 1	1	23158.044804316	23158.252090748	0.2073	102.0448	161.725	776.280	DS3B__0__20181128_180355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181128_180355.wav														Y	1	0	X	B	556	Borderline too faint
1125	Spectrogram 1	1	23161.361156475	23161.574724314	0.2136	105.3612	88.949	840.970	DS3B__0__20181128_180355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181128_180355.wav														Y	1	0	X	B	556	Borderline too faint
1126	Spectrogram 1	1	23160.287035872	23160.481759490	0.1947	104.2870	121.294	630.728	DS3B__0__20181128_180355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181128_180355.wav														X	1	0	X	B	556	Too faint
1127	Spectrogram 1	1	23258.500332412	23258.720181658	0.2198	202.5003	137.466	857.143	DS3B__0__20181128_180355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181128_180355.wav														X	1	0	X	B	557	Too faint
1128	Spectrogram 1	1	23259.417417839	23259.630985678	0.2136	203.4174	194.070	905.660	DS3B__0__20181128_180355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181128_180355.wav														X	1	0	X	B	557	Too faint
1129	Spectrogram 1	1	23108.057697148	23108.484832826	0.4271	52.0577	129.380	1083.558	DS3B__0__20181128_180355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181128_180355.wav														X	1	1	X	BY	558	Too faint
1130	Spectrogram 1	1	23108.911968504	23109.288852927	0.3769	52.9120	121.294	1018.868	DS3B__0__20181128_180355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181128_180355.wav														X	1	1	X	BY	558	Too faint
1131	Spectrogram 1	1	23109.540109208	23109.935837851	0.3957	53.5401	137.466	1188.679	DS3B__0__20181128_180355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181128_180355.wav														X	1	1	X	BY	558	Too faint
1132	Spectrogram 1	1	23110.878048906	23111.217244886	0.3392	54.8781	97.035	929.919	DS3B__0__20181128_180355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181128_180355.wav														X	1	1	X	BY	558	Too faint
1133	Spectrogram 1	1	23111.531315238	23111.958450917	0.4271	55.5313	121.294	1002.695	DS3B__0__20181128_180355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181128_180355.wav														Y	1	1	X	BY	558	
1134	Spectrogram 1	1	23112.819840353	23112.989438343	0.1696	56.8198	105.121	776.280	DS3B__0__20181128_180355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181128_180355.wav														Y	1	0	X	B	558	
1135	Spectrogram 1	1	23113.228131810	23113.441699650	0.2136	57.2281	137.466	768.194	DS3B__0__20181128_180355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181128_180355.wav														Y	1	0	X	B	558	
1136	Spectrogram 1	1	23113.586172011	23113.881398142	0.2952	57.5862	32.345	865.229	DS3B__0__20181128_180355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181128_180355.wav														Y	1	0	X	B	558	
1137	Spectrogram 1	1	23114.126373016	23114.396473519	0.2701	58.1264	129.380	938.005	DS3B__0__20181128_180355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181128_180355.wav														Y	1	0	X	B	558	
1138	Spectrogram 1	1	23114.566071509	23114.767076534	0.2010	58.5661	153.639	897.574	DS3B__0__20181128_180355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181128_180355.wav														Y	1	0	X	B	558	
1139	Spectrogram 1	1	23115.012051408	23115.238182062	0.2261	59.0121	161.725	970.350	DS3B__0__20181128_180355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181128_180355.wav														Y	1	0	X	B	558	
1140	Spectrogram 1	1	23115.432905680	23115.916574021	0.4837	59.4329	105.121	1018.868	DS3B__0__20181128_180355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181128_180355.wav														Y	1	2	X	BY	558	
1141	Spectrogram 1	1	23116.203093201	23116.429223854	0.2261	60.2031	137.466	840.970	DS3B__0__20181128_180355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181128_180355.wav														Y	1	0	X	B	558	
1142	Spectrogram 1	1	23116.667917321	23117.013394708	0.3455	60.6679	64.690	1026.954	DS3B__0__20181128_180355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181128_180355.wav														Y	1	1	X	BY	558	
1143	Spectrogram 1	1	23117.176711291	23117.471937422	0.2952	61.1767	129.380	986.523	DS3B__0__20181128_180355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181128_180355.wav														Y	1	0	X	B	558	
1144	Spectrogram 1	1	23117.691786668	23117.924198728	0.2324	61.6918	153.639	946.092	DS3B__0__20181128_180355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181128_180355.wav														Y	1	0	X	B	558	
1145	Spectrogram 1	1	23118.162892196	23118.822439934	0.6595	62.1629	113.208	962.264	DS3B__0__20181128_180355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181128_180355.wav														Y	1	2	X	BY	558	
1146	Spectrogram 1	1	23119.032454869	23119.195771452	0.1633	63.0325	105.121	800.539	DS3B__0__20181128_180355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181128_180355.wav														Y	1	0	X	B	558	
1147	Spectrogram 1	1	23119.597781503	23119.830193563	0.2324	63.5978	185.984	800.539	DS3B__0__20181128_180355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181128_180355.wav														Y	1	0	X	B	558	
1148	Spectrogram 1	1	23120.119138287	23120.389238789	0.2701	64.1191	88.949	816.712	DS3B__0__20181128_180355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181128_180355.wav														Y	1	0	X	B	558	
1149	Spectrogram 1	1	23120.816374467	23121.457077985	0.6407	64.8164	64.690	1010.782	DS3B__0__20181128_180355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181128_180355.wav														Y	2	1	X	BY	558	
1150	Spectrogram 1	1	23122.034967432	23122.279942307	0.2450	66.0350	105.121	840.970	DS3B__0__20181128_180355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181128_180355.wav														Y	1	0	X	B	558	
1151	Spectrogram 1	1	23122.644263915	23122.851550347	0.2073	66.6443	64.690	816.712	DS3B__0__20181128_180355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181128_180355.wav														Y	1	0	X	B	558	
1152	Spectrogram 1	1	23123.228434769	23123.410595573	0.1822	67.2284	153.639	792.453	DS3B__0__20181128_180355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181128_180355.wav														Y	1	0	X	B	558	
1153	Spectrogram 1	1	23521.043867348	23521.514972875	0.4711	203.0439	145.553	1107.817	DS3B__0__20181129_120355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181129_120355.wav														Y	1	0	X	B	561	
1154	Spectrogram 1	1	23524.341606041	23524.818992976	0.4774	206.3416	64.690	1099.730	DS3B__0__20181129_120355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181129_120355.wav														Y	1	0	X	B	561	
1155	Spectrogram 1	1	23531.198862519	23531.519214277	0.3204	213.1989	40.431	1156.334	DS3B__0__20181129_120355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181129_120355.wav														Y	1	0	X	B	561	
1156	Spectrogram 1	1	23868.906135656	23869.125984903	0.2198	26.9061	105.121	1026.954	DS3B__0__20181201_200355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181201_200355.wav														X	1	0	X	B	566	Too faint
1157	Spectrogram 1	1	23869.641060279	23869.917442189	0.2764	27.6411	137.466	1148.248	DS3B__0__20181201_200355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181201_200355.wav														X	1	0	X	B	566	Too faint
1158	Spectrogram 1	1	23870.765355220	23871.330681853	0.5653	28.7654	153.639	1609.164	DS3B__0__20181201_200355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181201_200355.wav														X	1	1	X	BY	566	Too faint
1159	Spectrogram 1	1	23872.682768521	23872.871210733	0.1884	30.6828	1067.385	1544.474	DS3B__0__20181201_200355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181201_200355.wav														X	0	1	X	Y	566	
1160	Spectrogram 1	1	23873.788296160	23873.976738371	0.1884	31.7883	1156.334	1617.251	DS3B__0__20181201_200355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181201_200355.wav														X	0	1	X	Y	566	
1161	Spectrogram 1	1	23876.631881717	23876.858012370	0.2261	34.6319	1067.385	1536.388	DS3B__0__20181201_200355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181201_200355.wav														X	0	1	X	Y	566	
1162	Spectrogram 1	1	23877.850474681	23878.170826440	0.3204	35.8505	1123.989	1544.474	DS3B__0__20181201_200355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181201_200355.wav														X	0	1	X	Y	566	
1163	Spectrogram 1	1	23878.981127948	23879.320323928	0.3392	36.9811	1188.679	1592.992	DS3B__0__20181201_200355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181201_200355.wav														X	0	1	X	Y	566	
1164	Spectrogram 1	1	24115.373057537	24115.636876633	0.2638	11.3731	113.208	938.005	DS3B__0__20181202_120355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181202_120355.wav														Y	1	0	X	B	578	
1165	Spectrogram 1	1	24118.099188191	24118.331600251	0.2324	14.0992	105.121	743.935	DS3B__0__20181202_120355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181202_120355.wav														Y	1	0	X	B	578	
1166	Spectrogram 1	1	24119.587881658	24119.889389196	0.3015	15.5879	307.278	873.315	DS3B__0__20181202_120355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181202_120355.wav														X	0	1	X	Y	578	
1167	Spectrogram 1	1	24123.019575372	24123.452992457	0.4334	19.0196	274.933	1350.404	DS3B__0__20181202_120355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181202_120355.wav														X	0	1	X	Y	578	
1168	Spectrogram 1	1	24124.589927130	24124.991937181	0.4020	20.5899	161.725	1277.628	DS3B__0__20181202_120355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181202_120355.wav														X	0	1	X	Y	578	
1169	Spectrogram 1	1	24125.569826628	24125.959273864	0.3894	21.5698	169.811	946.092	DS3B__0__20181202_120355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181202_120355.wav														X	0	1	X	Y	578	
1171	Spectrogram 1	1	24104.777993216	24105.016686683	0.2387	0.7780	137.466	752.022	DS3B__0__20181202_120355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181202_120355.wav														Y	1	0	X	B	579	
1172	Spectrogram 1	1	24105.267942965	24105.468947990	0.2010	1.2679	202.156	913.747	DS3B__0__20181202_120355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181202_120355.wav														Y	1	0	X	B	579	
1173	Spectrogram 1	1	24106.078244472	24106.247842462	0.1696	2.0782	646.900	1245.283	DS3B__0__20181202_120355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181202_120355.wav														X	0	1	X	Y	579	
1177	Spectrogram 1	1	25326.319157035	25326.645790201	0.3266	174.3192	121.294	1002.695	DS3B__0__20181204_140355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181204_140355.wav														Y	1	0	X	B	595	
1178	Spectrogram 1	1	25328.165890704	25328.354332915	0.1884	176.1659	169.811	849.057	DS3B__0__20181204_140355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181204_140355.wav														Y	1	0	X	B	595	
1179	Spectrogram 1	1	26022.640944221	26022.848230653	0.2073	84.6409	743.935	1156.334	DS3B__0__20181205_060355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181205_060355.wav														X	0	1	X	Y	599	
1180	Spectrogram 1	1	26026.346974372	26026.661044724	0.3141	88.3470	646.900	1326.146	DS3B__0__20181205_060355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181205_060355.wav														X	0	1	X	Y	599	
1181	Spectrogram 1	1	26027.289185427	26027.465064824	0.1759	89.2892	679.245	1229.111	DS3B__0__20181205_060355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181205_060355.wav														X	0	1	X	Y	599	
1182	Spectrogram 1	1	26025.310542211	26025.932401508	0.6219	87.3105	824.798	1212.938	DS3B__0__20181205_060355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181205_060355.wav														X	0	1	X	Y	599	
1183	Spectrogram 1	1	26023.331898995	26023.803004523	0.4711	85.3319	97.035	1520.216	DS3B__0__20181205_060355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181205_060355.wav														Y	1	1	X	BY	599	
1184	Spectrogram 1	1	26023.922351256	26024.167326131	0.2450	85.9224	105.121	1293.801	DS3B__0__20181205_060355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181205_060355.wav														Y	1	0	X	B	599	
1185	Spectrogram 1	1	26024.462552261	26025.279135176	0.8166	86.4626	105.121	1309.973	DS3B__0__20181205_060355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181205_060355.wav														Y	1	1	X	BY	599	
1186	Spectrogram 1	1	26396.684160570	26397.035919364	0.3518	196.6842	202.156	1204.852	DS3B__0__20181205_100355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181205_100355.wav														Y	1	0	X	B	600	
1187	Spectrogram 1	1	26401.250743485	26401.646472128	0.3957	201.2507	234.501	1504.043	DS3B__0__20181205_100355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181205_100355.wav														Y	1	0	X	B	600	
1190	Spectrogram 1	1	26408.452102246	26408.759891191	0.3078	208.4521	194.070	921.833	DS3B__0__20181205_100355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181205_100355.wav														Y	1	0	X	B	600	
1191	Spectrogram 1	1	26409.921951493	26410.223459030	0.3015	209.9219	291.105	905.660	DS3B__0__20181205_100355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181205_100355.wav														Y	1	0	X	B	600	
1192	Spectrogram 1	1	26407.371700236	26407.679489181	0.3078	207.3717	299.191	929.919	DS3B__0__20181205_100355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181205_100355.wav														Y	1	0	X	B	600	
1193	Spectrogram 1	1	26410.606624859	26411.153107271	0.5465	210.6066	80.863	784.367	DS3B__0__20181205_100355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181205_100355.wav														Y	1	0	X	B	600	
1194	Spectrogram 1	1	26411.435770588	26411.730996719	0.2952	211.4358	185.984	849.057	DS3B__0__20181205_100355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181205_100355.wav														Y	1	0	X	B	600	
1195	Spectrogram 1	1	26411.875469080	26412.076474106	0.2010	211.8755	210.243	905.660	DS3B__0__20181205_100355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181205_100355.wav														Y	1	0	X	B	600	
1197	Spectrogram 1	1	27956.502792714	27956.810581658	0.3078	184.5028	121.294	1091.644	DS3B__0__20181207_220355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181207_220355.wav														Y	1	0	X	B	618	
1198	Spectrogram 1	1	27957.847013819	27958.016611809	0.1696	185.8470	97.035	1261.456	DS3B__0__20181207_220355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181207_220355.wav														Y	1	0	X	B	618	
1199	Spectrogram 1	1	28164.858248747	28165.417293973	0.5590	130.8582	72.776	929.919	DS3B__0__20181208_020355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181208_020355.wav														Y	1	1	X	BY	620	
1200	Spectrogram 1	1	28167.387230238	28168.009089534	0.6219	133.3872	56.604	1641.509	DS3B__0__20181208_020355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181208_020355.wav														Y	1	1	X	BY	620	
