Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Inband Power (dB FS)	Begin Hour	Species	Call type	Comments	Quantity	WH
829	Spectrogram 1	1	43156.069332038	43162.967212577	103.261	525.000	-81.76	11	?				?
830	Spectrogram 1	1	43290.072658587	43290.072658587	310.714	310.714	-97.01	12	BS				
831	Spectrogram 1	1	43342.926051971	43342.926051971	975.000	975.000	-113.46	12	BS				
832	Spectrogram 1	1	43381.375850943	43381.375850943	1125.000	1125.000	-103.10	12	BS				
833	Spectrogram 1	1	43415.185628746	43415.185628746	514.286	514.286	-119.50	12	BS				
834	Spectrogram 1	1	43495.720762473	43495.720762473	289.286	289.286	-116.85	12	BS				
835	Spectrogram 1	1	43559.854590766	43559.854590766	1435.714	1435.714	-108.79	12	BS				
836	Spectrogram 1	1	43725.626168054	43725.626168054	428.571	428.571	-140.81	12	BS				
837	Spectrogram 1	1	43749.713586338	43749.713586338	739.286	739.286	-105.90	12	BS				
838	Spectrogram 1	1	43800.130464655	43800.130464655	1960.714	1960.714	-103.10	12	BS				
839	Spectrogram 1	1	43822.989991057	43822.989991057	1082.143	1082.143	-120.89	12	RS	YELP			
840	Spectrogram 1	1	43851.053575156	43851.053575156	1382.143	1382.143	-105.11	12	BS				
841	Spectrogram 1	1	43874.302829294	43874.302829294	1639.286	1639.286	-103.64	12	BS				
842	Spectrogram 1	1	43884.399158539	43884.399158539	825.000	825.000	-103.16	12	BS				
843	Spectrogram 1	1	43901.699921809	43901.699921809	1028.571	1028.571	-121.68	12	BS				
844	Spectrogram 1	1	43926.584310325	43926.584310325	1971.429	1971.429	-114.43	12	BS				
845	Spectrogram 1	1	43946.769102909	43946.769102909	385.714	385.714	-116.68	12	BS				
846	Spectrogram 1	1	43960.579739902	43960.579739902	1392.857	1392.857	-108.70	12	BS				
847	Spectrogram 1	1	44044.220492143	44044.220492143	2196.429	2196.429	-119.29	12	BS				
848	Spectrogram 1	1	44069.209104157	44069.209104157	2550.000	2550.000	-111.86	12	BS				
849	Spectrogram 1	1	44081.504603028	44081.504603028	267.857	267.857	-92.99	12	RS	BARK			
850	Spectrogram 1	1	44081.976664685	44081.976664685	300.000	300.000	-115.87	12	RS	BARK			
851	Spectrogram 1	1	44083.046028847	44083.046028847	225.000	225.000	-97.43	12	RS	BARK			
852	Spectrogram 1	1	44082.372530623	44082.372530623	164.179	164.179	-79.19	12	RS	GROWL			Growl
853	Spectrogram 1	1	44183.632833620	44183.632833620	707.143	707.143	-115.63	12	BS				
854	Spectrogram 1	1	44305.120811982	44305.120811982	1392.857	1392.857	-118.45	12	BS				
855	Spectrogram 1	1	44354.742466306	44354.742466306	1328.571	1328.571	-101.62	12	BS				
856	Spectrogram 1	1	44364.876476555	44364.876476555	1553.571	1553.571	-115.77	12	BS				
857	Spectrogram 1	1	44384.047079104	44384.047079104	2689.286	2689.286	-131.42	12	BS				
858	Spectrogram 1	1	44410.842507052	44410.842507052	525.000	525.000	-121.60	12	BS				
859	Spectrogram 1	1	44487.447859233	44487.447859233	332.143	332.143	-103.68	12	BS				
860	Spectrogram 1	1	45015.251334156	45015.251334156	578.571	578.571	-114.23	12	RS	BARK			
861	Spectrogram 1	1	45021.474841250	45021.474841250	825.000	825.000	-120.25	12	RS	YELP			
862	Spectrogram 1	1	45022.322625450	45022.322625450	514.286	514.286	-107.16	12	RS	YELP			
863	Spectrogram 1	1	45021.966170730	45021.966170730	610.714	610.714	-111.80	12	RS	YELP			
864	Spectrogram 1	1	45022.794687108	45022.794687108	375.000	375.000	-104.07	12	RS	BARK			
865	Spectrogram 1	1	45023.064436626	45023.064436626	953.571	953.571	-107.79	12	RS	YELP			
866	Spectrogram 1	1	45024.442085951	45024.442085951	825.000	825.000	-110.40	12	RS	YELP			
867	Spectrogram 1	1	45025.145361481	45025.145361481	310.714	310.714	-103.25	12	RS	BARK			
868	Spectrogram 1	1	45025.839003100	45025.839003100	707.143	707.143	-119.72	12	RS	YELP			
869	Spectrogram 1	1	45025.983511770	45025.983511770	321.429	321.429	-104.86	12	RS	BARK			
870	Spectrogram 1	1	45288.156374045	45288.156374045	932.143	932.143	-123.00	12	RS	YELP			
871	Spectrogram 1	1	45288.589900057	45288.589900057	717.857	717.857	-118.37	12	RS	YELP			
872	Spectrogram 1	1	45288.724774816	45288.724774816	332.143	332.143	-100.79	12	RS	BARK			
873	Spectrogram 1	1	45293.763310461	45293.763310461	717.857	717.857	-117.84	12	RS	YELP			
874	Spectrogram 1	1	45416.776118723	45416.776118723	1157.143	1157.143	-125.78	12	RS	YELP			
875	Spectrogram 1	1	45916.513376545	45916.513376545	546.429	546.429	-99.60	12	RS	YELP			Yelp
876	Spectrogram 1	1	45937.506543586	45937.612516611	460.714	803.571	-85.24	12	RS	YELP			
877	Spectrogram 1	1	45940.859144742	45941.013287324	342.857	867.857	-82.40	12	RS	YELP			
878	Spectrogram 1	1	45969.368517146	45969.368517146	675.000	675.000	-89.17	12	RS	YELP			
879	Spectrogram 1	1	45975.380077840	45975.495684776	396.429	857.143	-77.19	12	RS	YELP			
880	Spectrogram 1	1	45983.957757382	45983.957757382	632.143	632.143	-100.42	12	RS	YELP			
881	Spectrogram 1	1	45987.898027132	45987.898027132	642.857	642.857	-128.35	12	RS	YELP			
882	Spectrogram 1	1	45991.754220274	45991.754220274	717.857	717.857	-124.36	12	RS	YELP			
883	Spectrogram 1	1	45992.996994840	45992.996994840	179.104	179.104	-102.21	12	?				?
884	Spectrogram 1	1	45998.921850332	45998.921850332	675.000	675.000	-121.38	12	RS	YELP			
885	Spectrogram 1	1	46002.308607752	46002.308607752	1103.571	1103.571	-127.15	12	BS				
886	Spectrogram 1	1	46074.027827561	46074.027827561	792.857	792.857	-117.97	12	BS				
887	Spectrogram 1	1	46080.007850717	46080.007850717	803.571	803.571	-93.59	12	RS	YELP			
888	Spectrogram 1	1	46088.215943202	46088.215943202	332.143	332.143	-125.71	12	BS				
889	Spectrogram 1	1	46090.542084725	46090.725129041	417.857	739.286	-76.25	12	RS	YELP			
890	Spectrogram 1	1	46091.043048117	46091.043048117	417.857	417.857	-109.49	12	RS	BARK			Bark
891	Spectrogram 1	1	46185.932699914	46185.932699914	1307.143	1307.143	-113.80	12	BS				
892	Spectrogram 1	1	46214.517405055	46214.517405055	482.143	482.143	-107.41	12	BS				
893	Spectrogram 1	1	46271.918874434	46271.918874434	300.000	300.000	-103.61	12	BS				
895	Spectrogram 1	1	46369.076861627	46369.076861627	1671.429	1671.429	-118.31	12	BS				
896	Spectrogram 1	1	47255.397575283	47255.397575283	332.143	332.143	-103.90	13	BS				
897	Spectrogram 1	1	47275.140964050	47275.140964050	1275.000	1275.000	-120.08	13	BS				
898	Spectrogram 1	1	47295.142730796	47295.142730796	471.429	471.429	-108.18	13	BS				
899	Spectrogram 1	1	47350.938827421	47350.938827421	1960.714	1960.714	-114.56	13	BS				
900	Spectrogram 1	1	47457.995245872	47457.995245872	385.714	385.714	-113.72	13	BS				
901	Spectrogram 1	1	47484.089133087	47484.089133087	1253.571	1253.571	-121.84	13	BS				
902	Spectrogram 1	1	47579.588340657	47579.588340657	1617.857	1617.857	-136.72	13	BS				
903	Spectrogram 1	1	47646.149027233	47646.149027233	1178.571	1178.571	-120.19	13	BS				
904	Spectrogram 1	1	47731.725323296	47731.725323296	385.714	385.714	-103.21	13	BS				
905	Spectrogram 1	1	47752.045869357	47752.045869357	835.714	835.714	-105.56	13	BS				
906	Spectrogram 1	1	47774.259914897	47774.259914897	1414.286	1414.286	-120.89	13	BS				
907	Spectrogram 1	1	47784.612866645	47784.612866645	1092.857	1092.857	-110.74	13	BS				
908	Spectrogram 1	1	48198.406870644	48198.406870644	1403.571	1403.571	-129.46	13	RS	YELP			
909	Spectrogram 1	1	50065.000834416	50065.000834416	278.571	278.571	-113.97	13	RS	GROWL			Growl
910	Spectrogram 1	1	52533.447165536	52533.447165536	1333.333	1333.333	-115.70	14	?				?
911	Spectrogram 1	1	52702.111529291	52702.111529291	419.355	419.355	-111.00	14	BS				
912	Spectrogram 1	1	52743.645089975	52743.645089975	1279.570	1279.570	-119.87	14	BS				
913	Spectrogram 1	1	53140.734780302	53140.734780302	1526.882	1526.882	-114.74	14	BS				
914	Spectrogram 1	1	53221.499361228	53221.499361228	344.086	344.086	-121.24	14	BS				
915	Spectrogram 1	1	53249.294064095	53249.294064095	795.699	795.699	-122.22	14	BS				
916	Spectrogram 1	1	53294.529662812	53294.529662812	440.860	440.860	-116.59	14	BS				
917	Spectrogram 1	1	53396.278634447	53396.278634447	903.226	903.226	-119.68	14	BS				
918	Spectrogram 1	1	53583.614435912	53583.614435912	1967.742	1967.742	-120.89	14	BS				
919	Spectrogram 1	1	53693.309640219	53693.309640219	494.624	494.624	-121.20	14	BS				
920	Spectrogram 1	1	53792.337504167	53792.337504167	591.398	591.398	-125.34	14	BS				
921	Spectrogram 1	1	53814.314213504	53814.314213504	1161.290	1161.290	-118.87	14	BS				
922	Spectrogram 1	1	53821.669266000	53821.669266000	1720.430	1720.430	-132.18	14	BS				
923	Spectrogram 1	1	53829.516518435	53829.516518435	354.839	354.839	-120.98	14	BS				
924	Spectrogram 1	1	53838.750192886	53838.750192886	806.452	806.452	-105.07	14	BS				
925	Spectrogram 1	1	53846.023795969	53846.023795969	1795.699	1795.699	-108.66	14	BS				
926	Spectrogram 1	1	53875.713740283	53875.713740283	290.323	290.323	-120.84	14	BS				
927	Spectrogram 1	1	53934.273908251	53934.273908251	365.591	365.591	-101.60	14	BS				
928	Spectrogram 1	1	54282.371658341	54282.371658341	2763.441	2763.441	-120.43	15	BS				
929	Spectrogram 1	1	54678.458547437	54678.458547437	1129.032	1129.032	-121.88	15	BS				
930	Spectrogram 1	1	54688.544372312	54688.544372312	1548.387	1548.387	-115.01	15	BS				
931	Spectrogram 1	1	54707.591499475	54707.591499475	956.989	956.989	-115.67	15	BS				
932	Spectrogram 1	1	54718.687129567	54718.687129567	1172.043	1172.043	-117.92	15	BS				
933	Spectrogram 1	1	54731.713932584	54731.713932584	354.839	354.839	-121.94	15	BS				
934	Spectrogram 1	1	54793.237845570	54793.237845570	2698.925	2698.925	-130.97	15	BS				
935	Spectrogram 1	1	54934.400045023	54934.400045023	548.387	548.387	-103.18	15	BS				
936	Spectrogram 1	1	55020.200526771	55020.200526771	430.108	430.108	-114.71	15	BS				
937	Spectrogram 1	1	55087.210510787	55087.210510787	709.677	709.677	-114.02	15	BS				
938	Spectrogram 1	1	55179.988564701	55179.988564701	1075.269	1075.269	-122.06	15	BS				
939	Spectrogram 1	1	55216.113132174	55216.113132174	494.624	494.624	-114.28	15	BS				
940	Spectrogram 1	1	55262.562597598	55262.562597598	806.452	806.452	-119.99	15	BS				
941	Spectrogram 1	1	55405.463269227	55405.463269227	978.495	978.495	-137.53	15	BS				
942	Spectrogram 1	1	55426.020285301	55426.020285301	1268.817	1268.817	-105.36	15	BS				
943	Spectrogram 1	1	55447.754384799	55447.754384799	376.344	376.344	-114.65	15	BS				
944	Spectrogram 1	1	55458.772937022	55458.772937022	978.495	978.495	-132.92	15	BS				
945	Spectrogram 1	1	55474.923778313	55474.923778313	1043.011	1043.011	-122.02	15	BS				
946	Spectrogram 1	1	55488.952486345	55488.952486345	344.086	344.086	-104.84	15	BS				
947	Spectrogram 1	1	55504.267800397	55504.267800397	1150.538	1150.538	-115.24	15	BS				
948	Spectrogram 1	1	55512.287593757	55512.287593757	1032.258	1032.258	-110.88	15	BS				
949	Spectrogram 1	1	55520.446639473	55520.446639473	1559.140	1559.140	-124.23	15	BS				
950	Spectrogram 1	1	55531.664892913	55531.664892913	462.366	462.366	-115.05	15	BS				
951	Spectrogram 1	1	55592.726368914	55592.726368914	494.624	494.624	-108.78	15	BS				
952	Spectrogram 1	1	55642.767533926	55642.767533926	1849.462	1849.462	-115.74	15	BS				
953	Spectrogram 1	1	56099.248498505	56099.633854960	795.699	1150.538	-80.89	15	RS	YELP			
954	Spectrogram 1	1	56390.531574691	56390.531574691	784.946	784.946	-117.79	15	BS				
955	Spectrogram 1	1	56543.130990045	56543.130990045	967.742	967.742	-126.35	15	BS				
956	Spectrogram 1	1	56648.930595105	56648.930595105	1075.269	1075.269	-122.33	15	BS				
957	Spectrogram 1	1	56699.513872561	56699.513872561	903.226	903.226	-125.38	15	BS				
958	Spectrogram 1	1	56775.304757406	56775.304757406	376.344	376.344	-105.87	15	BS				
959	Spectrogram 1	1	56810.398466737	56810.398466737	698.925	698.925	-112.11	15	BS				
960	Spectrogram 1	1	56824.798534378	56824.798534378	1376.344	1376.344	-123.59	15	BS				
961	Spectrogram 1	1	56859.420177433	56859.420177433	473.118	473.118	-111.27	15	BS				
962	Spectrogram 1	1	56940.462396880	56940.462396880	1311.828	1311.828	-121.10	15	BS				
963	Spectrogram 1	1	57049.783648383	57049.783648383	978.495	978.495	-124.28	15	BS				
964	Spectrogram 1	1	57090.105951601	57090.105951601	1010.753	1010.753	-129.25	15	BS				
965	Spectrogram 1	1	57114.632132579	57114.632132579	698.925	698.925	-113.49	15	BS				
966	Spectrogram 1	1	57148.729165668	57148.729165668	1032.258	1032.258	-131.74	15	BS				
967	Spectrogram 1	1	57168.667858598	57168.667858598	1505.376	1505.376	-111.52	15	BS				
968	Spectrogram 1	1	57183.916574319	57183.916574319	1118.280	1118.280	-119.89	15	BS				
969	Spectrogram 1	1	57286.213829581	57286.213829581	1268.817	1268.817	-117.31	15	BS				
970	Spectrogram 1	1	57799.537543907	57799.537543907	2182.796	2182.796	-131.18	16	BS				
971	Spectrogram 1	1	57816.819906523	57816.819906523	860.215	860.215	-112.62	16	BS				
972	Spectrogram 1	1	58015.846875241	58015.846875241	451.613	451.613	-112.54	16	BS				
973	Spectrogram 1	1	58050.324016204	58050.324016204	1247.312	1247.312	-122.90	16	BS				
974	Spectrogram 1	1	59623.006623859	59623.006623859	860.215	860.215	-104.14	16	BS				
975	Spectrogram 1	1	59652.106298701	59652.106298701	290.323	290.323	-116.75	16	BS				
976	Spectrogram 1	1	59726.967047138	59726.967047138	1892.473	1892.473	-120.61	16	BS				
977	Spectrogram 1	1	59871.142897411	59871.142897411	1989.247	1989.247	-121.23	16	BS				
978	Spectrogram 1	1	60022.288468381	60022.288468381	376.344	376.344	-114.48	16	BS				
979	Spectrogram 1	1	60137.679946367	60137.679946367	1172.043	1172.043	-125.65	16	BS				
980	Spectrogram 1	1	60300.227676888	60300.227676888	387.097	387.097	-121.89	16	BS				
981	Spectrogram 1	1	60349.431577033	60349.431577033	892.473	892.473	-120.96	16	BS				
982	Spectrogram 1	1	60382.802563096	60382.802563096	440.860	440.860	-107.30	16	BS				
983	Spectrogram 1	1	60455.212784729	60455.212784729	2236.559	2236.559	-118.27	16	BS				
984	Spectrogram 1	1	60600.939691443	60600.939691443	1225.806	1225.806	-122.60	16	BS				
985	Spectrogram 1	1	60719.409678869	60719.409678869	333.333	333.333	-99.81	16	BS				
986	Spectrogram 1	1	60785.129585932	60785.129585932	688.172	688.172	-104.82	16	BS				
987	Spectrogram 1	1	60889.603216856	60889.603216856	2032.258	2032.258	-110.34	16	BS				
988	Spectrogram 1	1	61017.975969653	61017.975969653	752.688	752.688	-108.11	16	BS				
989	Spectrogram 1	1	61063.719537077	61063.719537077	978.495	978.495	-123.27	16	BS				
990	Spectrogram 1	1	61111.350455613	61111.350455613	225.806	225.806	-108.70	16	BS				
991	Spectrogram 1	1	61197.785921850	61197.785921850	2172.043	2172.043	-123.53	16	BS				
992	Spectrogram 1	1	61312.725485298	61312.725485298	365.591	365.591	-115.31	17	BS				
993	Spectrogram 1	1	61410.535958477	61410.535958477	1612.903	1612.903	-111.43	17	BS				
994	Spectrogram 1	1	61772.119418509	61772.119418509	1569.892	1569.892	-110.43	17	BS				
995	Spectrogram 1	1	61879.449088821	61879.449088821	924.731	924.731	-140.31	17	BS				
996	Spectrogram 1	1	62014.119766928	62014.119766928	354.839	354.839	-118.59	17	BS				
997	Spectrogram 1	1	62076.187566940	62076.187566940	838.710	838.710	-102.82	17	BS				
998	Spectrogram 1	1	62157.223656554	62157.223656554	2559.140	2559.140	-113.08	17	BS				
999	Spectrogram 1	1	62344.197718688	62344.197718688	139.785	139.785	-89.94	17	BH				BH
1000	Spectrogram 1	1	62442.605509965	62442.605509965	451.613	451.613	-134.49	17	BS				
1001	Spectrogram 1	1	62488.686255047	62488.686255047	2086.022	2086.022	-116.49	17	BS				
1002	Spectrogram 1	1	62510.923070753	62510.923070753	1322.581	1322.581	-116.84	17	BS				
1003	Spectrogram 1	1	62599.336104887	62599.336104887	344.086	344.086	-120.10	17	BS				
1004	Spectrogram 1	1	62632.064240204	62632.064240204	924.731	924.731	-120.31	17	BS				
1005	Spectrogram 1	1	62661.831268967	62661.831268967	2064.516	2064.516	-126.53	17	BS				
1006	Spectrogram 1	1	62665.788189213	62665.788189213	741.935	741.935	-115.95	17	BS				
1007	Spectrogram 1	1	62723.162527401	62723.162527401	1010.753	1010.753	-114.73	17	BS				
1008	Spectrogram 1	1	62808.139746776	62808.139746776	473.118	473.118	-124.34	17	BS				
1009	Spectrogram 1	1	62952.466240577	62952.466240577	1430.108	1430.108	-104.08	17	BS				
1010	Spectrogram 1	1	62992.230642145	62992.230642145	1419.355	1419.355	-119.05	17	BS				
1011	Spectrogram 1	1	63073.710781949	63073.710781949	2139.785	2139.785	-107.65	17	BS				
1012	Spectrogram 1	1	63076.822535321	63076.822535321	1430.108	1430.108	-114.08	17	BS				
1013	Spectrogram 1	1	63111.199828247	63111.199828247	2172.043	2172.043	-122.35	17	BS				
1014	Spectrogram 1	1	63220.316133363	63220.316133363	344.086	344.086	-105.88	17	BS				
1015	Spectrogram 1	1	63234.375505813	63234.375505813	1516.129	1516.129	-109.46	17	BS				
1016	Spectrogram 1	1	63246.098228452	63246.098228452	2655.914	2655.914	-111.58	17	BS				
1017	Spectrogram 1	1	63253.970895465	63253.970895465	827.957	827.957	-115.59	17	BS				
1018	Spectrogram 1	1	63273.585537752	63273.585537752	290.323	290.323	-111.40	17	BS				
1019	Spectrogram 1	1	63320.882792575	63320.882792575	1419.355	1419.355	-99.31	17	BS				
1020	Spectrogram 1	1	63490.563981773	63490.563981773	440.860	440.860	-115.04	17	BS				
1021	Spectrogram 1	1	63520.441374211	63520.441374211	677.419	677.419	-104.08	17	RS	YELP			Yelp
1022	Spectrogram 1	1	63532.766642615	63532.766642615	2225.806	2225.806	-117.02	17	BS				
1023	Spectrogram 1	1	63561.527362554	63561.527362554	1000.000	1000.000	-115.22	17	BS				
1024	Spectrogram 1	1	63574.096996274	63574.096996274	1548.387	1548.387	-113.23	17	BS				
1025	Spectrogram 1	1	63606.473966101	63606.473966101	322.581	322.581	-101.98	17	BS				
1026	Spectrogram 1	1	63661.465202161	63661.465202161	2064.516	2064.516	-102.36	17	BS				
1027	Spectrogram 1	1	63778.442781613	63778.442781613	559.140	559.140	-138.43	17	BS				
1028	Spectrogram 1	1	63847.070392280	63847.070392280	1688.172	1688.172	-130.52	17	RS	YELP			
1029	Spectrogram 1	1	63893.346426337	63893.346426337	408.602	408.602	-109.27	17	BS				
1030	Spectrogram 1	1	63916.713061594	63916.713061594	1688.172	1688.172	-124.65	17	BS				
1031	Spectrogram 1	1	63913.827266935	63916.775243814	64.516	451.613	-90.09	17	?				RS - unknown call
1032	Spectrogram 1	1	63972.746509784	63972.746509784	1118.280	1118.280	-123.27	17	BS				
1033	Spectrogram 1	1	64056.146403673	64056.146403673	365.591	365.591	-113.17	17	BS				
1034	Spectrogram 1	1	64100.211917702	64100.211917702	903.226	903.226	-117.33	17	BS				
1035	Spectrogram 1	1	64114.343991302	64114.343991302	333.333	333.333	-121.55	17	BS				
1036	Spectrogram 1	1	64126.304047482	64126.304047482	1612.903	1612.903	-114.92	17	BS				
1037	Spectrogram 1	1	64148.079308561	64148.079308561	419.355	419.355	-105.68	17	BS				
1038	Spectrogram 1	1	64170.300362077	64170.300362077	1903.226	1903.226	-108.88	17	BS				
1039	Spectrogram 1	1	64188.554873333	64188.554873333	1268.817	1268.817	-125.62	17	BS				
1040	Spectrogram 1	1	64207.658937199	64207.658937199	2462.366	2462.366	-118.76	17	BS				
1041	Spectrogram 1	1	64333.168653201	64333.168653201	1440.860	1440.860	-116.41	17	BS				
1042	Spectrogram 1	1	64347.625653851	64347.625653851	1258.065	1258.065	-113.75	17	BS				
1043	Spectrogram 1	1	64372.989099472	64372.989099472	462.366	462.366	-118.19	17	BS				
1044	Spectrogram 1	1	64442.647541945	64442.647541945	860.215	860.215	-106.46	17	BS				
1045	Spectrogram 1	1	64474.052329061	64474.052329061	1225.806	1225.806	-119.34	17	BS				
1046	Spectrogram 1	1	64578.418260305	64578.418260305	473.118	473.118	-112.69	17	BS				
1047	Spectrogram 1	1	64598.219447921	64598.219447921	2225.806	2225.806	-119.80	17	BS				
1048	Spectrogram 1	1	64608.453287099	64608.453287099	870.968	870.968	-117.87	17	BS				
1049	Spectrogram 1	1	64627.738632822	64627.738632822	301.075	301.075	-113.76	17	BS				
1050	Spectrogram 1	1	64672.303342238	64672.303342238	1860.215	1860.215	-114.20	17	BS				
1051	Spectrogram 1	1	64685.070909345	64685.070909345	1344.086	1344.086	-114.61	17	BS				
1052	Spectrogram 1	1	64714.396521133	64714.396521133	333.333	333.333	-105.70	17	BS				
1053	Spectrogram 1	1	64776.459945683	64776.459945683	408.602	408.602	-123.97	17	BS				
1054	Spectrogram 1	1	64789.979815808	64789.979815808	1537.634	1537.634	-101.74	17	BS				
1055	Spectrogram 1	1	64812.381304801	64812.381304801	935.484	935.484	-104.11	18	BS				
1056	Spectrogram 1	1	64825.923955486	64825.923955486	1462.366	1462.366	-114.93	18	BS				
1057	Spectrogram 1	1	64842.409328064	64842.409328064	1559.140	1559.140	-117.37	18	BS				
1058	Spectrogram 1	1	64855.667340334	64855.667340334	1494.624	1494.624	-117.65	18	BS				
1059	Spectrogram 1	1	64866.532638911	64866.532638911	1860.215	1860.215	-125.32	18	BS				
