Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Begin File	Begin Hour	Begin Date	Species	Call type	Comments	Quantity	WH
2553	Spectrogram 1	1	112620.370417489	112620.370417489	2462.366	2462.366	67145740.220519012341.wav	31		BS				
2554	Spectrogram 1	1	112750.267090337	112750.267090337	365.591	365.591	67145740.220519012341.wav	31		BS				
2555	Spectrogram 1	1	112783.620567343	112783.620567343	2021.505	2021.505	67145740.220519012341.wav	31		BS				
2556	Spectrogram 1	1	112831.308424138	112831.308424138	1559.140	1559.140	67145740.220519012841.wav	31		BS				
2557	Spectrogram 1	1	112849.981572335	112849.981572335	2548.387	2548.387	67145740.220519012841.wav	31		BS				
2558	Spectrogram 1	1	112896.712176840	112896.712176840	709.677	709.677	67145740.220519012841.wav	31		RS	YELP			
2559	Spectrogram 1	1	112904.692551218	112904.692551218	172.043	172.043	67145740.220519012841.wav	31		RS	GROWL			
2560	Spectrogram 1	1	112943.342912802	112943.342912802	795.699	795.699	67145740.220519012841.wav	31		BS				
2561	Spectrogram 1	1	112970.942341883	112970.942341883	1118.280	1118.280	67145740.220519012841.wav	31		BS				
2562	Spectrogram 1	1	112998.409476575	112998.409476575	2086.022	2086.022	67145740.220519012841.wav	31		BS				
2563	Spectrogram 1	1	113119.317707458	113119.317707458	451.613	451.613	67145740.220519013341.wav	31		BS				
2564	Spectrogram 1	1	113160.281969196	113160.281969196	946.237	946.237	67145740.220519013341.wav	31		RS	YELP			
2565	Spectrogram 1	1	113215.815333517	113215.815333517	483.871	483.871	67145740.220519013341.wav	31		BS				
2566	Spectrogram 1	1	113257.755264716	113257.755264716	1333.333	1333.333	67145740.220519013341.wav	31		BS				
2567	Spectrogram 1	1	113258.699388030	113258.699388030	720.430	720.430	67145740.220519013341.wav	31		BS				
2568	Spectrogram 1	1	113337.738628416	113337.738628416	2258.065	2258.065	67145740.220519013341.wav	31		BS				
2569	Spectrogram 1	1	113456.991553549	113456.991553549	365.591	365.591	67145740.220519013841.wav	31		BS				
2570	Spectrogram 1	1	113481.797127196	113481.797127196	172.043	172.043	67145740.220519013841.wav	31		RS	GROWL			
2571	Spectrogram 1	1	113485.217165731	113485.217165731	559.140	559.140	67145740.220519013841.wav	31		BS				
2572	Spectrogram 1	1	113522.349759969	113522.349759969	118.280	118.280	67145740.220519013841.wav	31		?				?
2573	Spectrogram 1	1	113530.606022012	113530.606022012	2709.677	2709.677	67145740.220519013841.wav	31		BS				
2574	Spectrogram 1	1	113536.906586889	113536.906586889	1096.774	1096.774	67145740.220519013841.wav	31		BS				
2575	Spectrogram 1	1	113595.628781823	113595.628781823	1505.376	1505.376	67145740.220519013841.wav	31		BS				
2576	Spectrogram 1	1	113623.242208379	113623.242208379	2107.527	2107.527	67145740.220519013841.wav	31		BS				
2577	Spectrogram 1	1	113651.810269323	113651.810269323	784.946	784.946	67145740.220519013841.wav	31		BS				
2578	Spectrogram 1	1	113674.158314193	113674.158314193	1559.140	1559.140	67145740.220519013841.wav	31		BS				
2579	Spectrogram 1	1	113691.358345739	113691.358345739	1483.871	1483.871	67145740.220519013841.wav	31		BS				
2580	Spectrogram 1	1	113705.061275368	113705.061275368	1225.806	1225.806	67145740.220519013841.wav	31		BS				
2581	Spectrogram 1	1	113716.431039680	113716.431039680	494.624	494.624	67145740.220519014341.wav	31		BS				
2582	Spectrogram 1	1	113733.552251739	113738.128359638	602.151	1494.624	67145740.220519014341.wav	31		RS	YELP		4	
2583	Spectrogram 1	1	113791.384615244	113791.384615244	1645.161	1645.161	67145740.220519014341.wav	31		BS				
2584	Spectrogram 1	1	113919.857181131	113919.857181131	967.742	967.742	67145740.220519014341.wav	31		RS	YELP			
2585	Spectrogram 1	1	113966.381119124	113966.381119124	376.344	376.344	67145740.220519014341.wav	31		BS				
2586	Spectrogram 1	1	113994.375514144	113994.375514144	344.086	344.086	67145740.220519014341.wav	31		BS				
2587	Spectrogram 1	1	114021.662259502	114021.662259502	1645.161	1645.161	67145740.220519014841.wav	31		BS				
2588	Spectrogram 1	1	114044.217867402	114044.217867402	1150.538	1150.538	67145740.220519014841.wav	31		BS				
2589	Spectrogram 1	1	114053.793092315	114053.793092315	258.065	258.065	67145740.220519014841.wav	31		BS				
2590	Spectrogram 1	1	114108.547868581	114108.547868581	2204.301	2204.301	67145740.220519014841.wav	31		BS				
2591	Spectrogram 1	1	114254.594469708	114254.594469708	720.430	720.430	67145740.220519014841.wav	31		BS				
2592	Spectrogram 1	1	114373.035517691	114373.035517691	1655.914	1655.914	67145740.220519015341.wav	31		BS				
2593	Spectrogram 1	1	114405.264454332	114410.052508282	236.559	989.247	67145740.220519015341.wav	31		RS	YELP		3	
2594	Spectrogram 1	1	114425.413343784	114425.413343784	655.914	655.914	67145740.220519015341.wav	31		BS				
2595	Spectrogram 1	1	114442.989960424	114442.989960424	236.559	236.559	67145740.220519015341.wav	31		BS				
2596	Spectrogram 1	1	114511.378479413	114511.378479413	1924.731	1924.731	67145740.220519015341.wav	31		BS				
2597	Spectrogram 1	1	114605.419470377	114605.419470377	1096.774	1096.774	67145740.220519015341.wav	31		RS	YELP			
2598	Spectrogram 1	1	114640.979994114	114640.979994114	397.849	397.849	67145740.220519015841.wav	31		BS				
2599	Spectrogram 1	1	114663.826378120	114663.826378120	946.237	946.237	67145740.220519015841.wav	31		BS				
2600	Spectrogram 1	1	114761.607934378	114761.607934378	1591.398	1591.398	67145740.220519015841.wav	31		BS				
2601	Spectrogram 1	1	114770.232934785	114777.419832665	505.376	1666.667	67145740.220519015841.wav	31		RS	YELP		3	
2602	Spectrogram 1	1	114781.671868155	114781.671868155	2623.656	2623.656	67145740.220519015841.wav	31		BS				
2603	Spectrogram 1	1	114805.112937970	114805.112937970	1204.301	1204.301	67145740.220519015841.wav	31		BS				
2604	Spectrogram 1	1	114930.155857117	114930.155857117	344.086	344.086	67145740.220519020341.wav	31		BS				
2605	Spectrogram 1	1	114932.826207247	114939.637382584	731.183	1634.409	67145740.220519020341.wav	31		RS	YELP		10	
2606	Spectrogram 1	1	114934.242392218	114934.242392218	322.581	322.581	67145740.220519020341.wav	31		RS	GROWL			
2607	Spectrogram 1	1	114938.632804921	114940.222400296	107.527	569.892	67145740.220519020341.wav	31		RS	GROWL		6	RS growl
2608	Spectrogram 1	1	114940.715497781	114940.715497781	182.796	182.796	67145740.220519020341.wav	31		RS	GROWL			RS growl
2609	Spectrogram 1	1	114961.870692767	114961.870692767	1365.591	1365.591	67145740.220519020341.wav	31		BS				
2610	Spectrogram 1	1	115024.832671954	115028.917450374	75.269	559.140	67145740.220519020341.wav	31		FISH			3	Fish
2611	Spectrogram 1	1	115051.539622534	115051.539622534	1333.333	1333.333	67145740.220519020341.wav	31		BS				
2612	Spectrogram 1	1	115067.338359511	115067.338359511	849.462	849.462	67145740.220519020341.wav	31		RS	YELP			
2613	Spectrogram 1	1	115069.033927911	115069.033927911	806.452	806.452	67145740.220519020341.wav	31		RS	YELP			
2614	Spectrogram 1	1	115077.171968981	115077.171968981	451.613	451.613	67145740.220519020341.wav	31		BS				
2615	Spectrogram 1	1	115078.077556649	115078.077556649	978.495	978.495	67145740.220519020341.wav	31		RS	YELP			
2616	Spectrogram 1	1	115078.626689597	115078.626689597	860.215	860.215	67145740.220519020341.wav	31		RS	BARK			
2617	Spectrogram 1	1	115079.387768596	115079.387768596	1053.763	1053.763	67145740.220519020341.wav	31		RS	YELP			
2618	Spectrogram 1	1	115080.926577493	115080.926577493	956.989	956.989	67145740.220519020341.wav	31		RS	YELP			
2619	Spectrogram 1	1	115098.939363227	115098.939363227	1430.108	1430.108	67145740.220519020341.wav	31		BS				
2620	Spectrogram 1	1	115123.603047085	115123.603047085	235.294	235.294	67145740.220519020341.wav	31		RS	GROWL			RS growl
2621	Spectrogram 1	1	115140.733017751	115140.733017751	365.591	365.591	67145740.220519020341.wav	31		BS				
2622	Spectrogram 1	1	115189.254646083	115189.254646083	2559.140	2559.140	67145740.220519020341.wav	31		BS				
2623	Spectrogram 1	1	115316.112242507	115316.112242507	483.871	483.871	67145740.220519020841.wav	32		BS				
2624	Spectrogram 1	1	115378.408596791	115378.408596791	1397.849	1397.849	67145740.220519020841.wav	32		BS				
2625	Spectrogram 1	1	115384.839697056	115396.284783761	96.774	688.172	67145740.220519020841.wav	32		?				?
2626	Spectrogram 1	1	115400.533337354	115400.533337354	2150.538	2150.538	67145740.220519020841.wav	32		BS				
2627	Spectrogram 1	1	115430.077040618	115430.077040618	827.957	827.957	67145740.220519020841.wav	32		BS				
2628	Spectrogram 1	1	115466.735826962	115466.735826962	946.237	946.237	67145740.220519020841.wav	32		BS				
2629	Spectrogram 1	1	115491.565037944	115491.565037944	322.581	322.581	67145740.220519020841.wav	32		BS				
2630	Spectrogram 1	1	115540.848604535	115540.848604535	1483.871	1483.871	67145740.220519021341.wav	32		BS				
2631	Spectrogram 1	1	115589.541024616	115590.822334828	774.194	1344.086	67145740.220519021341.wav	32		RS	YELP		2	
2632	Spectrogram 1	1	115605.091042582	115605.091042582	1440.860	1440.860	67145740.220519021341.wav	32		BS				
2633	Spectrogram 1	1	115732.441724366	115732.441724366	956.989	956.989	67145740.220519021341.wav	32		RS	YELP			
2634	Spectrogram 1	1	115737.200876582	115737.200876582	1354.839	1354.839	67145740.220519021341.wav	32		BS				
2635	Spectrogram 1	1	115754.058466070	115754.058466070	215.054	215.054	67145740.220519021341.wav	32		BS				
2636	Spectrogram 1	1	115851.199831183	115851.199831183	741.935	741.935	67145740.220519021841.wav	32		BS				
2637	Spectrogram 1	1	115878.635453394	115878.635453394	440.860	440.860	67145740.220519021841.wav	32		BS				
2638	Spectrogram 1	1	115893.745788724	115893.745788724	2591.398	2591.398	67145740.220519021841.wav	32		BS				
2639	Spectrogram 1	1	115916.542266175	115916.542266175	1344.086	1344.086	67145740.220519021841.wav	32		BS				
2640	Spectrogram 1	1	115922.841961223	115922.841961223	408.602	408.602	67145740.220519021841.wav	32		BS				
2641	Spectrogram 1	1	115934.373761739	115934.373761739	1322.581	1322.581	67145740.220519021841.wav	32		BS				
2642	Spectrogram 1	1	115947.658912358	115947.658912358	1559.140	1559.140	67145740.220519021841.wav	32		BS				
2643	Spectrogram 1	1	115969.484095810	115969.484095810	1150.538	1150.538	67145740.220519021841.wav	32		BS				
2644	Spectrogram 1	1	115995.724264725	115995.724264725	1473.118	1473.118	67145740.220519021841.wav	32		BS				
2645	Spectrogram 1	1	116048.109967294	116048.109967294	1086.022	1086.022	67145740.220519021841.wav	32		BS				
2646	Spectrogram 1	1	116086.065821420	116086.065821420	290.323	290.323	67145740.220519021841.wav	32		BS				
2647	Spectrogram 1	1	116111.614082651	116111.614082651	817.204	817.204	67145740.220519022341.wav	32		BS				
2648	Spectrogram 1	1	116176.883815864	116176.883815864	2010.753	2010.753	67145740.220519022341.wav	32		BS				
2649	Spectrogram 1	1	116192.324351883	116192.324351883	1720.430	1720.430	67145740.220519022341.wav	32		BS				
2650	Spectrogram 1	1	116258.391079754	116258.391079754	1903.226	1903.226	67145740.220519022341.wav	32		BS				
2651	Spectrogram 1	1	116332.588860931	116332.588860931	1311.828	1311.828	67145740.220519022341.wav	32		BS				
2652	Spectrogram 1	1	116345.690977803	116345.690977803	1731.183	1731.183	67145740.220519022341.wav	32		BS				
2653	Spectrogram 1	1	116374.763494488	116374.763494488	516.129	516.129	67145740.220519022341.wav	32		BS				
2654	Spectrogram 1	1	116434.476235426	116434.476235426	784.946	784.946	67145740.220519022841.wav	32		BS				
2655	Spectrogram 1	1	116443.278114915	116449.915879848	430.108	1107.527	67145740.220519022841.wav	32		RS	YELP		5	
2656	Spectrogram 1	1	116450.869637073	116450.869637073	2053.763	2053.763	67145740.220519022841.wav	32		BS				
2657	Spectrogram 1	1	116454.130286476	116454.130286476	860.215	860.215	67145740.220519022841.wav	32		RS	YELP			
2658	Spectrogram 1	1	116474.216117301	116474.216117301	236.559	236.559	67145740.220519022841.wav	32		BS				
2659	Spectrogram 1	1	116488.732652469	116494.917623568	537.634	1225.806	67145740.220519022841.wav	32		RS	YELP		7	
2660	Spectrogram 1	1	116490.042864416	116490.042864416	892.473	892.473	67145740.220519022841.wav	32		RS	BARK			
2661	Spectrogram 1	1	116495.040250379	116495.040250379	731.183	731.183	67145740.220519022841.wav	32		RS	BARK			
2662	Spectrogram 1	1	116495.271464252	116495.271464252	440.860	440.860	67145740.220519022841.wav	32		RS	BARK			
2663	Spectrogram 1	1	116542.136916429	116542.136916429	494.624	494.624	67145740.220519022841.wav	32		BS				
2664	Spectrogram 1	1	116674.486740283	116674.486740283	1043.011	1043.011	67145740.220519022841.wav	32		BS				
2665	Spectrogram 1	1	116710.084034321	116710.084034321	376.344	376.344	67145740.220519023341.wav	32		BS				
2666	Spectrogram 1	1	116726.680639703	116726.680639703	1903.226	1903.226	67145740.220519023341.wav	32		BS				
2667	Spectrogram 1	1	116794.074236596	116794.074236596	1827.957	1827.957	67145740.220519023341.wav	32		BS				
2668	Spectrogram 1	1	116901.709551124	116901.709551124	1043.011	1043.011	67145740.220519023341.wav	32		BS				
2669	Spectrogram 1	1	116962.446104519	116962.446104519	2139.785	2139.785	67145740.220519023341.wav	32		BS				
2670	Spectrogram 1	1	117058.637204180	117058.637204180	752.688	752.688	67145740.220519023841.wav	32		BS				
2671	Spectrogram 1	1	117139.974556720	117139.974556720	161.290	161.290	67145740.220519023841.wav	32		RS	GROWL			
2672	Spectrogram 1	1	117142.219258068	117142.219258068	967.742	967.742	67145740.220519023841.wav	32		RS	YELP			
2673	Spectrogram 1	1	117142.970703155	117142.970703155	537.634	537.634	67145740.220519023841.wav	32		RS	YELP			
2674	Spectrogram 1	1	117186.343462947	117186.343462947	365.591	365.591	67145740.220519023841.wav	32		BS				
2675	Spectrogram 1	1	117189.127662930	117189.127662930	451.613	451.613	67145740.220519023841.wav	32		RS	BARK			
2676	Spectrogram 1	1	117191.256757342	117191.256757342	1086.022	1086.022	67145740.220519023841.wav	32		RS	YELP			
2677	Spectrogram 1	1	117208.017136331	117208.017136331	1000.000	1000.000	67145740.220519023841.wav	32		RS	YELP			
2678	Spectrogram 1	1	117209.038330936	117209.038330936	2645.161	2645.161	67145740.220519023841.wav	32		BS				
2679	Spectrogram 1	1	117229.340483273	117229.340483273	1494.624	1494.624	67145740.220519023841.wav	32		BS				
2680	Spectrogram 1	1	117242.453986872	117242.453986872	333.333	333.333	67145740.220519023841.wav	32		BS				
2681	Spectrogram 1	1	117258.109962045	117258.109962045	1989.247	1989.247	67145740.220519023841.wav	32		BS				
2682	Spectrogram 1	1	117267.348009299	117267.348009299	698.925	698.925	67145740.220519023841.wav	32		BS				
2683	Spectrogram 1	1	117276.779607899	117276.779607899	1419.355	1419.355	67145740.220519023841.wav	32		BS				
2684	Spectrogram 1	1	117290.075287315	117290.075287315	505.376	505.376	67145740.220519023841.wav	32		BS				
2685	Spectrogram 1	1	117349.539296084	117349.539296084	559.140	559.140	67145740.220519024341.wav	32		BS				
2686	Spectrogram 1	1	117400.692727127	117400.692727127	2333.333	2333.333	67145740.220519024341.wav	32		BS				
2687	Spectrogram 1	1	117465.422970543	117465.422970543	1021.505	1021.505	67145740.220519024341.wav	32		BS				
2688	Spectrogram 1	1	117478.334169913	117478.334169913	247.312	247.312	67145740.220519024341.wav	32		BS				
2689	Spectrogram 1	1	117545.794324892	117545.794324892	2311.828	2311.828	67145740.220519024341.wav	32		BS				
2690	Spectrogram 1	1	117542.364652445	117542.364652445	1150.538	1150.538	67145740.220519024341.wav	32		RS	YELP			
2691	Spectrogram 1	1	117695.306482366	117695.306482366	1569.892	1569.892	67145740.220519024841.wav	32		BS				
2692	Spectrogram 1	1	117753.270236136	117753.270236136	1161.290	1161.290	67145740.220519024841.wav	32		RS	YELP			
2693	Spectrogram 1	1	117756.940756367	117756.940756367	1021.505	1021.505	67145740.220519024841.wav	32		RS	YELP			
2694	Spectrogram 1	1	117757.258675442	117757.258675442	344.086	344.086	67145740.220519024841.wav	32		RS	BARK			
2695	Spectrogram 1	1	117759.166189893	117759.166189893	1032.258	1032.258	67145740.220519024841.wav	32		RS	YELP			
2696	Spectrogram 1	1	117829.823051960	117829.823051960	913.978	913.978	67145740.220519024841.wav	32		BS				
2697	Spectrogram 1	1	117865.254821308	117865.254821308	247.312	247.312	67145740.220519024841.wav	32		BS				
2698	Spectrogram 1	1	117875.984381246	117875.984381246	473.118	473.118	67145740.220519024841.wav	32		BS				
2699	Spectrogram 1	1	117908.417370943	117908.417370943	1290.323	1290.323	67145740.220519025341.wav	32		BS				
2700	Spectrogram 1	1	117992.432969320	117992.432969320	333.333	333.333	67145740.220519025341.wav	32		BS				
2701	Spectrogram 1	1	118061.887328361	118061.887328361	2032.258	2032.258	67145740.220519025341.wav	32		BS				
2702	Spectrogram 1	1	118260.207531733	118260.207531733	956.989	956.989	67145740.220519025841.wav	32		BS				
2703	Spectrogram 1	1	118355.586738427	118355.586738427	430.108	430.108	67145740.220519025841.wav	32		BS				
2704	Spectrogram 1	1	118383.013632902	118383.013632902	817.204	817.204	67145740.220519025841.wav	32		RS	BARK			
2705	Spectrogram 1	1	118383.707274521	118383.707274521	709.677	709.677	67145740.220519025841.wav	32		RS	BARK			
2706	Spectrogram 1	1	118484.168820578	118484.168820578	1956.989	1956.989	67145740.220519025841.wav	32		BS				
2707	Spectrogram 1	1	118591.462551730	118591.867176007	1021.505	1258.065	67145740.220519030341.wav	32		RS	YELP			
2708	Spectrogram 1	1	118647.196484613	118647.196484613	2086.022	2086.022	67145740.220519030341.wav	32		BS				
2709	Spectrogram 1	1	118646.707796256	118646.707796256	881.720	881.720	67145740.220519030341.wav	32		RS	YELP			
2710	Spectrogram 1	1	118655.089292568	118655.233801238	913.978	1032.258	67145740.220519030341.wav	32		RS	YELP			
2711	Spectrogram 1	1	118666.813768023	118673.441899044	505.376	1741.935	67145740.220519030341.wav	32		RS	YELP		6	
2712	Spectrogram 1	1	118671.621089795	118671.621089795	268.817	268.817	67145740.220519030341.wav	32		RS	GROWL			
2713	Spectrogram 1	1	118749.257279155	118749.257279155	333.333	333.333	67145740.220519030341.wav	32		BS				
2714	Spectrogram 1	1	118767.601989836	118767.601989836	1075.269	1075.269	67145740.220519030341.wav	32		RS	YELP			
2715	Spectrogram 1	1	118772.862105443	118772.862105443	1075.269	1075.269	67145740.220519030341.wav	32		RS	YELP			
