Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Begin File	Species	Call type	Comments	WH	Quantity
798	Spectrogram 1	1	85231.562340016	85231.562340016	1356.890	1356.890	67653638.220520091010.wav	BS				
799	Spectrogram 1	1	85256.106066606	85256.106066606	1070.671	1070.671	67653638.220520091010.wav	BS				
800	Spectrogram 1	1	85304.978016936	85304.978016936	498.233	498.233	67653638.220520091010.wav	BS				
801	Spectrogram 1	1	85334.896565005	85334.896565005	1293.286	1293.286	67653638.220520091010.wav	BS				
802	Spectrogram 1	1	85408.532047528	85408.532047528	1696.113	1696.113	67653638.220520091010.wav	BS				
803	Spectrogram 1	1	85435.521022662	85435.521022662	890.459	890.459	67653638.220520091010.wav	BS				
804	Spectrogram 1	1	85448.934934949	85448.934934949	731.449	731.449	67653638.220520091010.wav	BS				
805	Spectrogram 1	1	85471.995008583	85471.995008583	848.057	848.057	67653638.220520091010.wav	BS				
806	Spectrogram 1	1	85499.286995243	85499.286995243	328.622	328.622	67653638.220520091010.wav	BS				
807	Spectrogram 1	1	85553.178233783	85553.178233783	1982.332	1982.332	67653638.220520091510.wav	BS				
808	Spectrogram 1	1	85601.034248132	85601.034248132	869.258	869.258	67653638.220520091510.wav	BS				
809	Spectrogram 1	1	85656.191886621	85656.191886621	1144.876	1144.876	67653638.220520091510.wav	BS				
810	Spectrogram 1	1	85782.226215877	85782.226215877	1749.117	1749.117	67653638.220520091510.wav	BS				
811	Spectrogram 1	1	85827.671119520	85827.671119520	1282.686	1282.686	67653638.220520092010.wav	BS				
812	Spectrogram 1	1	85879.037401493	85879.037401493	1367.491	1367.491	67653638.220520092010.wav	BS				
813	Spectrogram 1	1	85894.793223722	85894.793223722	1462.898	1462.898	67653638.220520092010.wav	BS				
814	Spectrogram 1	1	85921.714748948	85921.714748948	1219.081	1219.081	67653638.220520092010.wav	BS				
815	Spectrogram 1	1	85942.404886964	85942.404886964	1325.088	1325.088	67653638.220520092010.wav	BS				
816	Spectrogram 1	1	85964.188041666	85964.188041666	848.057	848.057	67653638.220520092010.wav	BS				
817	Spectrogram 1	1	85981.476526612	85981.476526612	413.428	413.428	67653638.220520092010.wav	BS				
818	Spectrogram 1	1	86032.826138226	86032.826138226	1325.088	1325.088	67653638.220520092010.wav	BS				
819	Spectrogram 1	1	86034.569876183	86034.569876183	413.428	413.428	67653638.220520092010.wav	BS				
820	Spectrogram 1	1	86070.477232628	86070.477232628	985.866	985.866	67653638.220520092010.wav	BS				
821	Spectrogram 1	1	86119.878168211	86119.878168211	1134.276	1134.276	67653638.220520092510.wav	BS				
822	Spectrogram 1	1	86161.567618118	86161.567618118	551.237	551.237	67653638.220520092510.wav	BS				
823	Spectrogram 1	1	86291.892536987	86291.892536987	1399.293	1399.293	67653638.220520092510.wav	BS				
824	Spectrogram 1	1	86391.023738382	86391.023738382	1611.307	1611.307	67653638.220520092510.wav	BS				
825	Spectrogram 1	1	86525.815289558	86525.815289558	413.428	413.428	67653638.220520093010.wav	BS				
826	Spectrogram 1	1	86574.738041154	86574.738041154	890.459	890.459	67653638.220520093010.wav	BS				
827	Spectrogram 1	1	86591.111313758	86591.111313758	1261.484	1261.484	67653638.220520093010.wav	BS				
828	Spectrogram 1	1	86602.102729592	86602.102729592	826.855	826.855	67653638.220520093010.wav	BS				
829	Spectrogram 1	1	86616.001821314	86616.001821314	349.823	349.823	67653638.220520093010.wav	BS				
830	Spectrogram 1	1	86627.659757564	86627.659757564	1696.113	1696.113	67653638.220520093010.wav	BS				
831	Spectrogram 1	1	86675.495620753	86675.495620753	742.049	742.049	67653638.220520093010.wav	BS				
832	Spectrogram 1	1	86704.030378690	86704.030378690	349.823	349.823	67653638.220520093010.wav	BS				
833	Spectrogram 1	1	86718.654661467	86718.654661467	1388.693	1388.693	67653638.220520093510.wav	BS				
834	Spectrogram 1	1	86724.470911419	86724.470911419	477.032	477.032	67653638.220520093510.wav	BS				
835	Spectrogram 1	1	86758.384925023	86758.384925023	1632.509	1632.509	67653638.220520093510.wav	BS				
836	Spectrogram 1	1	86828.455854391	86828.455854391	1261.484	1261.484	67653638.220520093510.wav	BS				
837	Spectrogram 1	1	86895.523651114	86895.523651114	1749.117	1749.117	67653638.220520093510.wav	BS				
838	Spectrogram 1	1	86952.784114166	86952.784114166	731.449	731.449	67653638.220520093510.wav	BS				
839	Spectrogram 1	1	86977.748199908	86977.748199908	413.428	413.428	67653638.220520093510.wav	BS				
840	Spectrogram 1	1	87004.528716146	87004.528716146	1643.110	1643.110	67653638.220520093510.wav	BS				
841	Spectrogram 1	1	87077.460945661	87077.460945661	1579.505	1579.505	67653638.220520094010.wav	BS				
842	Spectrogram 1	1	87156.708612202	87156.708612202	1208.481	1208.481	67653638.220520094010.wav	BS				
843	Spectrogram 1	1	87186.839991968	87186.839991968	1187.279	1187.279	67653638.220520094010.wav	BS				
844	Spectrogram 1	1	87201.099034805	87201.099034805	318.021	318.021	67653638.220520094010.wav	BS				
845	Spectrogram 1	1	87226.451997822	87226.451997822	477.032	477.032	67653638.220520094010.wav	BS				
846	Spectrogram 1	1	87250.017435366	87250.017435366	2077.739	2077.739	67653638.220520094010.wav	BS				
847	Spectrogram 1	1	87279.886928231	87279.886928231	1176.678	1176.678	67653638.220520094010.wav	BS				
848	Spectrogram 1	1	87325.168931789	87325.168931789	1664.311	1664.311	67653638.220520094510.wav	BS				
849	Spectrogram 1	1	87385.223249349	87385.223249349	508.834	508.834	67653638.220520094510.wav	BS				
850	Spectrogram 1	1	87432.417150729	87432.417150729	1346.290	1346.290	67653638.220520094510.wav	BS				
851	Spectrogram 1	1	87520.837183600	87520.837183600	360.424	360.424	67653638.220520094510.wav	BS				
852	Spectrogram 1	1	87560.634868944	87560.634868944	805.654	805.654	67653638.220520094510.wav	BS				
853	Spectrogram 1	1	87580.948408009	87580.948408009	2416.961	2416.961	67653638.220520094510.wav	BS				
854	Spectrogram 1	1	87598.574089091	87598.574089091	1568.905	1568.905	67653638.220520094510.wav	BS				
855	Spectrogram 1	1	87608.036333003	87608.036333003	434.629	434.629	67653638.220520095010.wav	BS				
856	Spectrogram 1	1	87628.781641974	87628.781641974	943.463	943.463	67653638.220520095010.wav	BS				
857	Spectrogram 1	1	87647.881334594	87647.881334594	328.622	328.622	67653638.220520095010.wav	BS				
858	Spectrogram 1	1	87659.674992738	87659.674992738	1197.880	1197.880	67653638.220520095010.wav	BS				
859	Spectrogram 1	1	87672.477583909	87672.477583909	1685.512	1685.512	67653638.220520095010.wav	BS				
860	Spectrogram 1	1	87682.009023966	87682.009023966	487.633	487.633	67653638.220520095010.wav	BS				
861	Spectrogram 1	1	87702.604572396	87702.604572396	805.654	805.654	67653638.220520095010.wav	BS				
862	Spectrogram 1	1	87721.638554065	87721.638554065	1240.283	1240.283	67653638.220520095010.wav	BS				
863	Spectrogram 1	1	87761.178753026	87761.178753026	1155.477	1155.477	67653638.220520095010.wav	BS				
864	Spectrogram 1	1	87774.105705347	87774.105705347	964.664	964.664	67653638.220520095010.wav	BS				
865	Spectrogram 1	1	87782.072952708	87782.072952708	254.417	254.417	67653638.220520095010.wav	BS				
866	Spectrogram 1	1	87829.839628991	87829.839628991	1770.318	1770.318	67653638.220520095010.wav	BS				
867	Spectrogram 1	1	87919.399974986	87919.399974986	1060.071	1060.071	67653638.220520095510.wav	BS				
868	Spectrogram 1	1	87935.951913155	87935.951913155	1176.678	1176.678	67653638.220520095510.wav	BS				
869	Spectrogram 1	1	87974.741552101	87974.741552101	530.035	530.035	67653638.220520095510.wav	BS				
870	Spectrogram 1	1	88019.129361647	88019.129361647	1367.491	1367.491	67653638.220520095510.wav	BS				
871	Spectrogram 1	1	88104.283495904	88104.283495904	2098.940	2098.940	67653638.220520095510.wav	BS				
872	Spectrogram 1	1	88131.984500781	88131.984500781	402.827	402.827	67653638.220520095510.wav	BS				
873	Spectrogram 1	1	88182.867324376	88182.867324376	625.442	625.442	67653638.220520095510.wav	BS				
874	Spectrogram 1	1	88320.189965016	88320.189965016	328.622	328.622	67653638.220520100010.wav	BS				
875	Spectrogram 1	1	88366.971356404	88366.971356404	1727.915	1727.915	67653638.220520100010.wav	BS				
876	Spectrogram 1	1	88509.902701061	88509.902701061	1325.088	1325.088	67653638.220520100510.wav	BS				
877	Spectrogram 1	1	88579.017259571	88579.017259571	1017.668	1017.668	67653638.220520100510.wav	BS				
878	Spectrogram 1	1	88601.783940402	88601.783940402	1282.686	1282.686	67653638.220520100510.wav	BS				
879	Spectrogram 1	1	88628.910410281	88628.910410281	286.219	286.219	67653638.220520100510.wav	BS				
880	Spectrogram 1	1	88678.208884420	88678.208884420	1770.318	1770.318	67653638.220520100510.wav	BS				
881	Spectrogram 1	1	88781.092040271	88781.092040271	466.431	466.431	67653638.220520100510.wav	BS				
882	Spectrogram 1	1	88839.246723145	88839.246723145	2501.767	2501.767	67653638.220520101010.wav	BS				
883	Spectrogram 1	1	88943.645917953	88943.645917953	477.032	477.032	67653638.220520101010.wav	BS				
884	Spectrogram 1	1	89079.273860247	89079.273860247	307.420	307.420	67653638.220520101010.wav	BS				
885	Spectrogram 1	1	89117.967151416	89117.967151416	805.654	805.654	67653638.220520101510.wav	BS				
886	Spectrogram 1	1	89147.369861286	89147.369861286	1664.311	1664.311	67653638.220520101510.wav	BS				
887	Spectrogram 1	1	89188.745756607	89188.745756607	275.618	275.618	67653638.220520101510.wav	BS				
888	Spectrogram 1	1	89251.556229015	89251.556229015	1738.516	1738.516	67653638.220520101510.wav	BS				
889	Spectrogram 1	1	89384.928083233	89384.928083233	402.827	402.827	67653638.220520101510.wav	BS				
890	Spectrogram 1	1	89421.061368015	89421.061368015	816.254	816.254	67653638.220520102010.wav	BS				
891	Spectrogram 1	1	89477.771856760	89477.771856760	1155.477	1155.477	67653638.220520102010.wav	BS				
892	Spectrogram 1	1	89495.362502231	89495.362502231	2173.145	2173.145	67653638.220520102010.wav	BS				
893	Spectrogram 1	1	89510.007797738	89510.007797738	773.852	773.852	67653638.220520102010.wav	BS				
894	Spectrogram 1	1	89573.383161994	89573.383161994	360.424	360.424	67653638.220520102010.wav	BS				
895	Spectrogram 1	1	89594.445510972	89594.445510972	699.647	699.647	67653638.220520102010.wav	BS				
896	Spectrogram 1	1	89619.274721954	89619.274721954	954.064	954.064	67653638.220520102010.wav	BS				
897	Spectrogram 1	1	89637.298037816	89637.298037816	1219.081	1219.081	67653638.220520102010.wav	BS				
898	Spectrogram 1	1	89648.941044750	89648.941044750	212.014	212.014	67653638.220520102010.wav	BS				
899	Spectrogram 1	1	89664.511200368	89664.511200368	689.046	689.046	67653638.220520102010.wav	BS				
900	Spectrogram 1	1	89674.296636992	89674.296636992	1070.671	1070.671	67653638.220520102010.wav	BS				
901	Spectrogram 1	1	89681.105179815	89681.105179815	1558.304	1558.304	67653638.220520102010.wav	BS				
902	Spectrogram 1	1	89686.505418762	89686.505418762	445.230	445.230	67653638.220520102010.wav	BS				
903	Spectrogram 1	1	89695.555157302	89695.555157302	1579.505	1579.505	67653638.220520102010.wav	BS				
904	Spectrogram 1	1	89733.627499392	89733.627499392	318.021	318.021	67653638.220520102510.wav	BS				
905	Spectrogram 1	1	89786.829483323	89786.829483323	1738.516	1738.516	67653638.220520102510.wav	BS				
906	Spectrogram 1	1	89912.215715913	89912.215715913	975.265	975.265	67653638.220520102510.wav	RS	BARK?		RS - short bark?	
907	Spectrogram 1	1	89913.294713986	89913.294713986	593.640	593.640	67653638.220520102510.wav	RS?			RS?	
908	Spectrogram 1	1	89916.974868129	89916.974868129	678.445	678.445	67653638.220520102510.wav	RS?			RS?	
909	Spectrogram 1	1	89925.966796621	89925.966796621	572.438	572.438	67653638.220520102510.wav	RS?			RS?	
910	Spectrogram 1	1	89926.882018201	89926.882018201	922.261	922.261	67653638.220520102510.wav	RS?			RS?	
911	Spectrogram 1	1	89927.161401631	89927.161401631	1134.276	1134.276	67653638.220520102510.wav	RS?			RS?	
912	Spectrogram 1	1	89939.078555313	89939.078555313	1208.481	1208.481	67653638.220520102510.wav	BS				
913	Spectrogram 1	1	90085.400162097	90085.400162097	455.830	455.830	67653638.220520103010.wav	BS				
914	Spectrogram 1	1	90135.674285890	90135.674285890	2024.735	2024.735	67653638.220520103010.wav	BS				
915	Spectrogram 1	1	90163.382298744	90163.382298744	996.466	996.466	67653638.220520103010.wav	BS				
916	Spectrogram 1	1	90181.669204839	90181.669204839	1070.671	1070.671	67653638.220520103010.wav	BS				
917	Spectrogram 1	1	90196.392452664	90196.392452664	869.258	869.258	67653638.220520103010.wav	BS				
918	Spectrogram 1	1	90215.334473972	90215.334473972	339.223	339.223	67653638.220520103010.wav	BS				
919	Spectrogram 1	1	90214.159136785	90214.159136785	2204.947	2204.947	67653638.220520103010.wav	BS				
920	Spectrogram 1	1	90267.872559027	90267.872559027	540.636	540.636	67653638.220520103010.wav	BS				
921	Spectrogram 1	1	90321.089408529	90321.089408529	646.643	646.643	67653638.220520103510.wav	BS				
922	Spectrogram 1	1	90353.225527911	90353.225527911	1802.120	1802.120	67653638.220520103510.wav	BS				
923	Spectrogram 1	1	90432.321684734	90432.321684734	1070.671	1070.671	67653638.220520103510.wav	BS				
924	Spectrogram 1	1	90561.597383673	90561.597383673	1494.700	1494.700	67653638.220520103510.wav	BS				
925	Spectrogram 1	1	90589.182784903	90589.182784903	1166.078	1166.078	67653638.220520103510.wav	BS				
926	Spectrogram 1	1	90616.265436260	90616.265436260	720.848	720.848	67653638.220520104010.wav	BS				
927	Spectrogram 1	1	90760.201349226	90760.201349226	731.449	731.449	67653638.220520104010.wav	BS				
928	Spectrogram 1	1	90762.532755777	90762.532755777	1219.081	1219.081	67653638.220520104010.wav	BS				
929	Spectrogram 1	1	90814.786217432	90814.786217432	2088.339	2088.339	67653638.220520104010.wav	BS				
930	Spectrogram 1	1	90883.317473797	90883.317473797	1929.329	1929.329	67653638.220520104010.wav	BS				
931	Spectrogram 1	1	90933.581097839	90933.581097839	413.428	413.428	67653638.220520104510.wav	BS				
932	Spectrogram 1	1	90981.784818069	90981.784818069	763.251	763.251	67653638.220520104510.wav	BS				
933	Spectrogram 1	1	91024.034778010	91024.034778010	1113.074	1113.074	67653638.220520104510.wav	BS				
934	Spectrogram 1	1	91041.848749329	91041.848749329	932.862	932.862	67653638.220520104510.wav	BS				
935	Spectrogram 1	1	91088.149318268	91088.149318268	1431.095	1431.095	67653638.220520104510.wav	BS				
936	Spectrogram 1	1	91100.781115730	91100.781115730	1600.707	1600.707	67653638.220520104510.wav	BS				
937	Spectrogram 1	1	91156.030720530	91156.030720530	371.025	371.025	67653638.220520104510.wav	BS				
938	Spectrogram 1	1	91181.005338358	91181.005338358	1494.700	1494.700	67653638.220520104510.wav	BS				
939	Spectrogram 1	1	91220.138283818	91220.138283818	816.254	816.254	67653638.220520105010.wav	BS				
940	Spectrogram 1	1	91229.936838219	91229.936838219	890.459	890.459	67653638.220520105010.wav	BS				
941	Spectrogram 1	1	91255.484242098	91255.484242098	1144.876	1144.876	67653638.220520105010.wav	BS				
942	Spectrogram 1	1	91339.123228820	91339.123228820	371.025	371.025	67653638.220520105010.wav	BS				
943	Spectrogram 1	1	91371.611402000	91371.611402000	1176.678	1176.678	67653638.220520105010.wav	BS				
944	Spectrogram 1	1	91423.574090837	91423.574090837	1197.880	1197.880	67653638.220520105010.wav	BS				
945	Spectrogram 1	1	91426.245306932	91426.245306932	678.445	678.445	67653638.220520105010.wav	BS				
946	Spectrogram 1	1	91461.261949591	91461.261949591	1855.124	1855.124	67653638.220520105010.wav	BS				
947	Spectrogram 1	1	91478.764139353	91478.764139353	371.025	371.025	67653638.220520105010.wav	BS				
948	Spectrogram 1	1	91489.900073096	91489.900073096	1007.067	1007.067	67653638.220520105010.wav	BS				
949	Spectrogram 1	1	91514.766070196	91514.766070196	275.618	275.618	67653638.220520105510.wav	BS				
950	Spectrogram 1	1	91520.537649646	91520.537649646	1229.682	1229.682	67653638.220520105510.wav	BS				
951	Spectrogram 1	1	91578.135319457	91578.135319457	1971.731	1971.731	67653638.220520105510.wav	BS				
952	Spectrogram 1	1	91668.009192897	91668.009192897	1325.088	1325.088	67653638.220520105510.wav	BS				
953	Spectrogram 1	1	91759.229179105	91759.229179105	1431.095	1431.095	67653638.220520105510.wav	BS				
954	Spectrogram 1	1	91816.775172342	91816.775172342	742.049	742.049	67653638.220520110010.wav	BS				
955	Spectrogram 1	1	91867.480211804	91867.480211804	360.424	360.424	67653638.220520110010.wav	BS				
956	Spectrogram 1	1	91908.707218373	91908.707218373	890.459	890.459	67653638.220520110010.wav	BS				
957	Spectrogram 1	1	91953.165088924	91953.165088924	508.834	508.834	67653638.220520110010.wav	BS				
958	Spectrogram 1	1	91951.903046535	91951.903046535	2247.350	2247.350	67653638.220520110010.wav	BS				
959	Spectrogram 1	1	91966.830350077	91966.830350077	1176.678	1176.678	67653638.220520110010.wav	BS				
960	Spectrogram 1	1	91977.663253816	91977.663253816	2628.975	2628.975	67653638.220520110010.wav	BS				
961	Spectrogram 1	1	91986.555353379	91986.555353379	519.435	519.435	67653638.220520110010.wav	BS				
962	Spectrogram 1	1	91997.947014738	91997.947014738	911.661	911.661	67653638.220520110010.wav	BS				
963	Spectrogram 1	1	92035.412420412	92035.412420412	360.424	360.424	67653638.220520110010.wav	BS				
964	Spectrogram 1	1	92054.834384471	92054.834384471	540.636	540.636	67653638.220520110010.wav	BS				
965	Spectrogram 1	1	92086.945971228	92086.945971228	1685.512	1685.512	67653638.220520110010.wav	BS				
966	Spectrogram 1	1	92107.536246020	92107.536246020	2204.947	2215.548	67653638.220520110510.wav	BS				
967	Spectrogram 1	1	92121.208505910	92121.208505910	964.664	964.664	67653638.220520110510.wav	BS				
968	Spectrogram 1	1	92150.750489098	92150.750489098	1261.484	1261.484	67653638.220520110510.wav	BS				
969	Spectrogram 1	1	92207.694781271	92207.694781271	1102.473	1102.473	67653638.220520110510.wav	BS				
970	Spectrogram 1	1	92244.734549937	92244.734549937	1113.074	1113.074	67653638.220520110510.wav	BS				
971	Spectrogram 1	1	92270.563058477	92270.563058477	954.064	954.064	67653638.220520110510.wav	BS				
