	Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Begin Path	Begin File	Delta Time (s)	File Offset (s)	KZ Keep? (Y/X/M)	Barks (KZ)	Yelps (KZ)	Overlap (Y/X) (KZ)	Call Type (KZ)	KZ Comment	Bill Check (KZ)
430	437	Spectrogram 1	1	33588.268457878	33588.896598581	651.163	1496.124	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220518032338.wav	67145740.220518032338.wav	0.6281	287.0268	X	0	1	X	Y		
431	438	Spectrogram 1	1	33589.583466737	33590.199044626	201.55	1372.093	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220518032338.wav	67145740.220518032338.wav	0.6156	288.3418	Y	3	0	X	B	FAINT	
432	439	Spectrogram 1	1	33590.557084827	33590.99678332	108.527	1356.589	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220518032338.wav	67145740.220518032338.wav	0.4397	289.3154	Y	2	0	X	B	FAINT	
433	440	Spectrogram 1	1	33591.392511963	33592.925175279	317.829	1565.891	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220518032338.wav	67145740.220518032338.wav	1.5327	290.1508	Y	6	0	X	B	FAINT	
434	441	Spectrogram 1	1	33593.446532063	33593.917637591	581.395	1573.643	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220518032338.wav	67145740.220518032338.wav	0.4711	292.2049	Y	2	0	X	B	FAINT	
435	442	Spectrogram 1	1	33601.046353633	33601.454645091	976.744	1589.147	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220518032338.wav	67145740.220518032338.wav	0.4083	299.8047	X	0	1	X	Y		
436	443	Spectrogram 1	1	33602.780021975	33603.21343906	976.744	1341.085	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220518032838.wav	67145740.220518032838.wav	0.4334	1.5102	X	0	1	X	Y		
437	444	Spectrogram 1	1	33605.003640065	33605.474745593	1085.271	1682.171	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220518032838.wav	67145740.220518032838.wav	0.4711	3.7338	X	0	1	X	Y		
438	446	Spectrogram 1	1	33608.76536201	33609.142246432	124.031	782.946	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220518032838.wav	67145740.220518032838.wav	0.3769	7.4955	Y	1	0	X	B		
439	447	Spectrogram 1	1	33759.55190864	33759.828290549	1116.279	1860.465	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220518032838.wav	67145740.220518032838.wav	0.2764	158.2821	X	0	1	X	Y		
440	448	Spectrogram 1	1	33760.657436278	33760.990350851	1108.527	1612.403	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220518032838.wav	67145740.220518032838.wav	0.3329	159.3876	X	0	1	X	Y		
441	449	Spectrogram 1	1	34103.236803246	34103.381275608	658.915	1279.07	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220518033338.wav	67145740.220518033338.wav	0.1445	201.9135	X	0	1	X	Y		
442	450	Spectrogram 1	1	34152.022124673	34152.191722663	38.76	643.411	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220518033338.wav	67145740.220518033338.wav	0.1696	250.6988	Y	1	0	X	B		
443	451	Spectrogram 1	1	34395.553549559	34395.69802192	984.496	1372.093	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220518033838.wav	67145740.220518033838.wav	0.1445	194.2554	X	0	1	X	Y		
444	452	Spectrogram 1	1	34399.875157599	34400.226916393	891.473	1364.341	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220518033838.wav	67145740.220518033838.wav	0.3518	198.577	X	0	1	X	Y		
445	453	Spectrogram 1	1	34405.515027864	34406.162012789	720.93	1658.915	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220518033838.wav	67145740.220518033838.wav	0.647	204.2169	X	0	1	X	Y		
446	454	Spectrogram 1	1	34407.09166103	34407.656987663	782.946	1658.915	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220518033838.wav	67145740.220518033838.wav	0.5653	205.7935	X	0	1	X	Y		
447	455	Spectrogram 1	1	34408.234877111	34408.536384648	992.248	1341.085	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220518033838.wav	67145740.220518033838.wav	0.3015	206.9367	X	0	1	X	Y		
448	456	Spectrogram 1	1	34410.628093191	34411.067791683	782.946	1434.109	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220518033838.wav	67145740.220518033838.wav	0.4397	209.3299	X	0	1	X	Y		
449	457	Spectrogram 1	1	34411.614274095	34412.167037915	813.953	1410.853	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220518033838.wav	67145740.220518033838.wav	0.5528	210.3161	X	0	1	X	Y		
450	458	Spectrogram 1	1	34422.517235	34423.063717412	744.186	1899.225	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220518033838.wav	67145740.220518033838.wav	0.5465	221.2191	X	2	0	X	B	TOO WEIRD	
451	459	Spectrogram 1	1	34424.778541533	34425.042360628	550.388	1620.155	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220518033838.wav	67145740.220518033838.wav	0.2638	223.4804	X	1	0	X	B	TOO WEIRD	
452	460	Spectrogram 1	1	34423.446883241	34423.685576709	620.155	2806.202	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220518033838.wav	67145740.220518033838.wav	0.2387	222.1487	X	1	0	X	B	TOO WEIRD	
453	461	Spectrogram 1	1	34550.419938417	34550.734008769	894.15	1671.309	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220518034338.wav	67145740.220518034338.wav	0.3141	49.0779	X	0	1	X	Y		
454	462	Spectrogram 1	1	34552.857124347	34553.164913291	852.368	1562.674	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220518034338.wav	67145740.220518034338.wav	0.3078	51.5151	X	0	1	X	Y		
455	463	Spectrogram 1	1	34967.641219971	34968.627400875	651.811	2506.964	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220518034838.wav	67145740.220518034838.wav	0.9862	166.2587	X	0	2	X	Y		
456	464	Spectrogram 1	1	34975.646687076	34976.117792604	1052.925	1679.666	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220518034838.wav	67145740.220518034838.wav	0.4711	174.2642	X	0	1	X	Y		
457	465	Spectrogram 1	1	35414.327899189	35414.893225822	919.22	1428.969	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220518035838.wav	67145740.220518035838.wav	0.5653	12.9112	X	0	1	X	Y		
458	466	Spectrogram 1	1	35416.526391651	35416.922120295	584.958	1077.994	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220518035838.wav	67145740.220518035838.wav	0.3957	15.1097	X	0	1	X	Y		
459	467	Spectrogram 1	1	35428.126242574	35428.465438554	543.175	1236.769	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220518035838.wav	67145740.220518035838.wav	0.3392	26.7096	X	0	1	X	Y		
460	468	Spectrogram 1	1	35426.983026494	35427.385036544	1337.047	1896.936	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220518035838.wav	67145740.220518035838.wav	0.402	25.5664	X	0	1	X	Y		
461	469	Spectrogram 1	1	35467.975439419	35468.716645449	710.306	1754.875	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220518035838.wav	67145740.220518035838.wav	0.7412	66.5588	X	0	1	X	Y		
462	470	Spectrogram 1	1	35473.505047305	35474.38444429	802.228	2055.71	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220518035838.wav	67145740.220518035838.wav	0.8794	72.0884	X	0	1	X	Y		
463	471	Spectrogram 1	1	35475.232434239	35475.97364027	1011.142	1863.51	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220518035838.wav	67145740.220518035838.wav	0.7412	73.8158	X	0	1	X	Y		
464	472	Spectrogram 1	1	35481.987818764	35482.327014744	969.359	1905.292	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220518035838.wav	67145740.220518035838.wav	0.3392	80.5712	X	0	1	X	Y		
465	473	Spectrogram 1	1	35483.250381578	35483.633547407	1027.855	1947.075	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220518035838.wav	67145740.220518035838.wav	0.3832	81.8337	X	0	1	X	Y		
466	474	Spectrogram 1	1	35485.159929317	35485.681286101	1103.064	1963.788	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220518035838.wav	67145740.220518035838.wav	0.5214	83.7433	X	0	1	X	Y		
467	475	Spectrogram 1	1	35762.962039955	35763.489678146	710.306	1545.961	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220518040338.wav	67145740.220518040338.wav	0.5276	61.4912	X	0	1	X	Y		
468	476	Spectrogram 1	1	35765.876612819	35766.328874126	601.671	1270.195	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220518040338.wav	67145740.220518040338.wav	0.4523	64.4058	X	0	1	X	Y		
469	477	Spectrogram 1	1	36095.908576533	36096.492747387	1002.786	1888.579	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220518040838.wav	67145740.220518040838.wav	0.5842	94.4151	X	0	1	X	Y		
470	478	Spectrogram 1	1	36506.78622817	36507.351554803	994.429	1504.178	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220518041338.wav	67145740.220518041338.wav	0.5653	205.2946	X	0	1	X	Y		
471	479	Spectrogram 1	1	36508.042509577	36508.588991989	1036.212	1504.178	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220518041338.wav	67145740.220518041338.wav	0.5465	206.5508	X	0	1	X	Y		
472	480	Spectrogram 1	1	36742.129104114	36742.769807631	626.741	1612.813	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220518041838.wav	67145740.220518041838.wav	0.6407	140.6288	X	0	1	X	Y		
473	481	Spectrogram 1	1	37284.801784556	37285.053040837	626.741	1086.351	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220518042838.wav	67145740.220518042838.wav	0.2513	83.2153	X	0	1	X	Y		
474	482	Spectrogram 1	1	37288.963326906	37289.258553036	635.097	1420.613	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220518042838.wav	67145740.220518042838.wav	0.2952	87.3768	X	0	1	X	Y		
475	483	Spectrogram 1	1	37290.332673639	37290.841467609	660.167	1136.49	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220518042838.wav	67145740.220518042838.wav	0.5088	88.7462	X	0	1	X	Y		
476	484	Spectrogram 1	1	37349.986596359	37350.495390328	442.897	1144.847	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220518042838.wav	67145740.220518042838.wav	0.5088	148.4001	X	0	1	X	Y		
477	485	Spectrogram 1	1	37457.400636306	37457.714706658	476.323	1520.891	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220518042838.wav	67145740.220518042838.wav	0.3141	255.8141	X	0	1	X	Y		
478	486	Spectrogram 1	1	37556.16562685	37556.542511272	944.29	2089.136	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220518043338.wav	67145740.220518043338.wav	0.3769	54.5293	X	0	1	X	Y		
479	487	Spectrogram 1	1	37559.167985576	37559.337583566	885.794	1295.265	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220518043338.wav	67145740.220518043338.wav	0.1696	57.5317	X	0	1	X	Y		
480	488	Spectrogram 1	1	37568.80139887	37568.996122488	902.507	1328.691	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220518043338.wav	67145740.220518043338.wav	0.1947	67.1651	X	0	1	X	Y		
481	489	Spectrogram 1	1	37600.484202499	37600.798272851	919.22	1512.535	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220518043338.wav	67145740.220518043338.wav	0.3141	98.8479	X	0	1	X	Y		
482	490	Spectrogram 1	1	37635.863581846	37636.221622047	1027.855	1587.744	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220518043338.wav	67145740.220518043338.wav	0.358	134.2272	X	0	1	X	Y		
483	491	Spectrogram 1	1	37638.63921061	37638.984687997	994.429	1788.301	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220518043338.wav	67145740.220518043338.wav	0.3455	137.0029	X	0	1	X	Y		
484	492	Spectrogram 1	1	38085.865189066	38086.311168965	325.905	2281.337	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220518043838.wav	67145740.220518043838.wav	0.446	284.2199	X	0	1	X	Y		
485	493	Spectrogram 1	1	38087.718204141	38088.164184041	860.724	1830.084	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220518043838.wav	67145740.220518043838.wav	0.446	286.0729	X	0	1	X	Y		
486	494	Spectrogram 1	1	38105.189351709	38105.710708492	727.019	2749.304	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220518044338.wav	67145740.220518044338.wav	0.5214	3.5057	X	0	1	X	Y		
487	495	Spectrogram 1	1	38106.01221603	38106.483321558	543.175	1512.535	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220518044338.wav	67145740.220518044338.wav	0.4711	4.3286	X	0	1	X	Y		
488	496	Spectrogram 1	1	38107.43181402	38107.87779392	660.167	1487.465	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220518044338.wav	67145740.220518044338.wav	0.446	5.7481	X	0	1	X	Y		
489	497	Spectrogram 1	1	38110.007190905	38110.227040151	626.741	1052.925	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220518044338.wav	67145740.220518044338.wav	0.2198	8.3235	X	0	1	X	Y		
490	498	Spectrogram 1	1	38243.213705678	38244.878278543	727.019	2080.78	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220518044338.wav	67145740.220518044338.wav	1.6646	141.53	X	0	1	X	Y		
491	499	Spectrogram 1	1	38262.079478819	38263.467669774	284.123	1027.855	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220518044338.wav	67145740.220518044338.wav	1.3882	160.3958	X	0	3	X	Y		
492	500	Spectrogram 1	1	38276.333034523	38276.879516935	501.393	1529.248	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220518044338.wav	67145740.220518044338.wav	0.5465	174.6494	X	0	1	X	Y		
493	501	Spectrogram 1	1	38386.033948744	38386.624401005	1002.786	1554.318	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220518044338.wav	67145740.220518044338.wav	0.5905	284.3503	X	0	1	X	Y		
494	502	Spectrogram 1	1	38471.313223168	38471.639856334	568.245	2172.702	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220518044838.wav	67145740.220518044838.wav	0.3266	69.5889	X	0	1	X	Y		
495	503	Spectrogram 1	1	38472.205182967	38473.863474425	392.758	2323.12	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220518044838.wav	67145740.220518044838.wav	1.6583	70.4809	X	0	3	X	Y		
496	504	Spectrogram 1	1	38474.35448594	38475.101973377	175.487	1537.604	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220518044838.wav	67145740.220518044838.wav	0.7475	72.6302	X	1	3	X	Y		
497	505	Spectrogram 1	1	38475.465618758	38476.307327301	601.671	2640.669	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220518044838.wav	67145740.220518044838.wav	0.8417	73.7413	X	0	1	X	Y		
498	506	Spectrogram 1	1	38476.904060969	38477.670392628	710.306	1395.543	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220518044838.wav	67145740.220518044838.wav	0.7663	75.1797	X	0	1	X	Y		
499	507	Spectrogram 1	1	34438.947673417	34439.311995025	390.582	1819.945	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220518033838.wav	67145740.220518033838.wav	0.3643	237.6495	X	0	1	X	Y		
500	508	Spectrogram 1	1	34439.902447286	34440.178829196	955.679	1254.848	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220518033838.wav	67145740.220518033838.wav	0.2764	238.6043	X	0	1	X	Y		
501	509	Spectrogram 1	1	34443.138517788	34443.427462512	814.404	1246.537	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220518033838.wav	67145740.220518033838.wav	0.2889	241.8404	X	0	1	X	Y		
502	510	Spectrogram 1	1	34999.848174824	35000.130838141	41.551	307.479	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220518034838.wav	67145740.220518034838.wav	0.2827	198.4657	X	1	0	X	G	Too faint	
503	511	Spectrogram 1	1	35347.346147576	35348.539614913	74.792	1180.055	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220518035338.wav	67145740.220518035338.wav	1.1935	245.976	Y	3	3	X	BY		
504	512	Spectrogram 1	1	35349.104941546	35349.312227978	939.058	1379.501	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220518035338.wav	67145740.220518035338.wav	0.2073	247.7348	X	0	1	X	Y		
505	513	Spectrogram 1	1	35350.1350923	35350.405192802	0.0	1537.396	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220518035338.wav	67145740.220518035338.wav	0.2701	248.7649	Y	1	0	X	B		
506	514	Spectrogram 1	1	35476.92886503	35477.676352467	581.717	2958.449	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220518035838.wav	67145740.220518035838.wav	0.7475	75.5122	Y	1	1	X	BY	FAINT	
507	515	Spectrogram 1	1	35488.635576307	35490.17452103	58.172	1504.155	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220518035838.wav	67145740.220518035838.wav	1.5389	87.2189	Y	3	3	X	BY		
508	516	Spectrogram 1	1	38375.19883608	38376.078233065	33.241	764.543	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220518044338.wav	67145740.220518044338.wav	0.8794	273.5152	Y	1	0	X	G		
509	517	Spectrogram 1	1	35501.137313212	35501.765453916	16.62	1645.429	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220518035838.wav	67145740.220518035838.wav	0.6281	99.7206	X	0	2	X	Y		
510	518	Spectrogram 1	1	35504.474324503	35505.001962694	108.033	1554.017	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220518035838.wav	67145740.220518035838.wav	0.5276	103.0577	Y	1	1	X	BY		
511	519	Spectrogram 1	1	35505.02535033	35505.59695837	224.377	1487.535	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220518035838.wav	67145740.220518035838.wav	0.5716	103.6087	X	0	1	X	Y		
512	520	Spectrogram 1	1	36301.202148454	36302.835314284	689.751	2518.006	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220518040838.wav	67145740.220518040838.wav	1.6332	299.7086	X	0	6	X	Y		
513	521	Spectrogram 1	1	36304.589879123	36305.098673092	606.648	1371.191	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220518041338.wav	67145740.220518041338.wav	0.5088	3.0982	X	0	2	X	Y		
514	522	Spectrogram 1	1	36307.410230881	36307.718019826	556.787	1346.26	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220518041338.wav	67145740.220518041338.wav	0.3078	5.9186	X	0	2	X	Y		
515	523	Spectrogram 1	1	36310.349929374	36310.582341434	606.648	1404.432	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220518041338.wav	67145740.220518041338.wav	0.2324	8.8583	X	0	1	X	Y		
516	524	Spectrogram 1	1	36313.805567487	36314.151044874	664.82	1229.917	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220518041338.wav	67145740.220518041338.wav	0.3455	12.3139	X	0	1	X	Y		
517	525	Spectrogram 1	1	37254.853171658	37255.18608623	714.681	1570.637	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220518042838.wav	67145740.220518042838.wav	0.3329	53.2667	X	0	1	X	Y		
518	526	Spectrogram 1	1	37711.737143417	37712.924329347	141.274	2891.967	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220518043338.wav	67145740.220518043338.wav	1.1872	210.1008	X	0	3	X	Y		
519	527	Spectrogram 1	1	37806.336249296	37808.113887487	33.241	606.648	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220518043838.wav	67145740.220518043838.wav	1.7776	4.6909	X	1	0	X	G		
520	528	Spectrogram 1	1	37825.827679678	37828.070141989	481.994	1620.499	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220518043838.wav	67145740.220518043838.wav	2.2425	24.1823	X	0	5	X	Y		
521	529	Spectrogram 1	1	37868.410492161	37869.245919296	132.964	498.615	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220518043838.wav	67145740.220518043838.wav	0.8354	66.7652	Y	1	0	X	G		
522	530	Spectrogram 1	1	38198.151431392	38199.878818327	91.413	664.82	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220518044338.wav	67145740.220518044338.wav	1.7274	96.4678	Y	1	0	X	G		
523	531	Spectrogram 1	1	38483.226718784	38483.503100694	423.823	2592.798	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220518044838.wav	67145740.220518044838.wav	0.2764	81.5024	X	0	1	X	Y		
524	532	Spectrogram 1	1	38484.721693659	38485.123703709	681.44	2941.828	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220518044838.wav	67145740.220518044838.wav	0.402	82.9974	X	0	1	X	Y		
525	533	Spectrogram 1	1	38488.289532855	38489.420186121	108.033	1686.981	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220518044838.wav	67145740.220518044838.wav	1.1307	86.5652	Y	1	2	Y	BY	BS >1KHZ	
526	534	Spectrogram 1	1	38490.146332536	38491.057136557	91.413	1745.152	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220518044838.wav	67145740.220518044838.wav	0.9108	88.422	Y	1	1	Y	BY	BS >1KHZ	
527	535	Spectrogram 1	1	38505.039233693	38505.460087965	614.958	1595.568	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220518044838.wav	67145740.220518044838.wav	0.4209	103.3149	X	0	1	X	Y		
528	536	Spectrogram 1	1	38507.25028897	38507.526670879	481.994	2667.59	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220518044838.wav	67145740.220518044838.wav	0.2764	105.526	X	0	1	X	Y		
529	537	Spectrogram 1	1	38509.260339221	38509.869635704	440.443	2534.626	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220518044838.wav	67145740.220518044838.wav	0.6093	107.536	X	0	1	X	Y		
530	538	Spectrogram 1	1	38510.315615603	38510.566871884	648.199	2401.662	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220518044838.wav	67145740.220518044838.wav	0.2513	108.5913	X	0	1	X	Y		
531	539	Spectrogram 1	1	38511.251545251	38511.502801533	415.512	2609.418	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220518044838.wav	67145740.220518044838.wav	0.2513	109.5272	X	0	1	X	Y		
532	540	Spectrogram 1	1	38512.934962337	38513.424912085	340.72	1911.357	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220518044838.wav	67145740.220518044838.wav	0.4899	111.2106	X	0	2	X	Y		
533	541	Spectrogram 1	1	38513.774490895	38514.119968282	182.825	797.784	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220518044838.wav	67145740.220518044838.wav	0.3455	112.0502	X	1	0	X	G	FAINT	
534	542	Spectrogram 1	1	38544.023373995	38544.337444347	365.651	1587.258	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220518044838.wav	67145740.220518044838.wav	0.3141	142.299	X	0	1	X	Y		
535	543	Spectrogram 1	1	38547.302268467	38547.559806156	498.615	2434.903	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220518044838.wav	67145740.220518044838.wav	0.2575	145.5779	X	0	1	X	Y		
536	544	Spectrogram 1	1	38553.657263116	38553.952489246	490.305	1080.332	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220518044838.wav	67145740.220518044838.wav	0.2952	151.9329	X	0	1	X	Y		
537	545	Spectrogram 1	1	38559.693887208	38560.001676153	340.426	1638.298	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220518044838.wav	67145740.220518044838.wav	0.3078	157.9696	X	0	1	X	Y		
538	546	Spectrogram 1	1	38561.703937459	38562.025441318	368.794	1574.468	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220518044838.wav	67145740.220518044838.wav	0.3215	159.9796	X	0	1	X	Y		
539	547	Spectrogram 1	1	38567.075692574	38567.29554182	517.73	1382.979	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220518044838.wav	67145740.220518044838.wav	0.2198	165.3514	X	0	1	X	Y		
540	548	Spectrogram 1	1	38576.918887638	38577.496777085	617.021	2184.397	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220518044838.wav	67145740.220518044838.wav	0.5779	175.1946	X	0	1	X	Y		
541	549	Spectrogram 1	1	39127.451588467	39127.872442739	361.702	2148.936	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220518045838.wav	67145740.220518045838.wav	0.4209	125.7011	X	0	1	X	Y		
