Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Begin Path	KZ Keep? (Y/X/M)	Barks (KZ)	Yelps (KZ)	Overlap (Y/X) (KZ)	Call Type (KZ)	KZ Comment	Bill Check (KZ)
794	Spectrogram 1	1	122496.904100000	122497.230700000	1079.137	1395.683	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220519043205.wav	X	0	1	X	Y		
795	Spectrogram 1	1	122556.340300000	122556.679400000	949.640	2143.885	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220519043205.wav	X	0	1	X	Y		
796	Spectrogram 1	1	122932.125400000	122932.527400000	956.835	2086.331	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220519043705.wav	X	0	1	X	Y		
797	Spectrogram 1	1	123039.357400000	123039.658900000	798.561	1223.022	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220519044205.wav	X	0	1	X	Y		
798	Spectrogram 1	1	123040.111200000	123040.425300000	798.561	1187.050	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220519044205.wav	X	0	1	X	Y		
799	Spectrogram 1	1	123223.386700000	123223.908100000	820.144	1345.324	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220519044205.wav	X	0	1	X	Y		
800	Spectrogram 1	1	123322.318300000	123322.896200000	71.942	633.094	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220519044705.wav	Y	2	0	X	B		
801	Spectrogram 1	1	123577.130200000	123577.356300000	892.086	1273.381	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220519044705.wav	X	0	1	X	Y		
802	Spectrogram 1	1	123578.260900000	123578.518400000	1086.331	1438.849	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220519044705.wav	X	0	1	X	Y		
803	Spectrogram 1	1	123579.265900000	123579.454300000	1043.165	1280.576	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220519044705.wav	X	0	1	X	Y		
804	Spectrogram 1	1	123580.252100000	123580.509600000	1064.748	1294.964	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220519044705.wav	X	0	1	X	Y		
805	Spectrogram 1	1	123582.808600000	123583.091300000	1007.194	1302.158	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220519044705.wav	X	0	1	X	Y		
806	Spectrogram 1	1	123604.478500000	123604.723400000	1100.719	1381.295	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220519044705.wav	X	0	1	X	Y		
807	Spectrogram 1	1	123615.437700000	123615.707800000	1000.000	1338.129	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220519045205.wav	X	0	1	X	Y		
808	Spectrogram 1	1	123636.528200000	123636.722900000	1100.719	1438.849	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220519045205.wav	X	0	1	X	Y		
809	Spectrogram 1	1	123638.010600000	123638.261800000	1057.554	1287.770	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220519045205.wav	X	0	1	X	Y		
810	Spectrogram 1	1	123638.808300000	123639.053300000	1057.554	1424.460	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220519045205.wav	X	0	1	X	Y		
811	Spectrogram 1	1	123639.687700000	123639.888700000	1014.388	1266.187	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220519045205.wav	X	0	1	X	Y		
812	Spectrogram 1	1	123640.372400000	123640.604800000	1136.691	1374.101	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220519045205.wav	X	0	1	X	Y		
813	Spectrogram 1	1	123641.157600000	123641.471600000	1107.914	1453.237	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220519045205.wav	X	0	1	X	Y		
815	Spectrogram 1	1	123641.980400000	123642.275600000	971.223	1302.158	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220519045205.wav	X	0	1	X	Y		
816	Spectrogram 1	1	123678.039000000	123678.736300000	1014.388	1431.655	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220519045205.wav	X	0	1	X	Y		
817	Spectrogram 1	1	123699.195500000	123699.754500000	748.201	1532.374	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220519045205.wav	X	0	1	X	Y		
818	Spectrogram 1	1	123700.483200000	123700.960600000	784.173	1215.827	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220519045205.wav	X	0	1	X	Y		
819	Spectrogram 1	1	123707.679200000	123708.005800000	985.612	1460.432	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220519045205.wav	X	0	1	X	Y		
820	Spectrogram 1	1	123708.966900000	123709.362600000	884.892	1172.662	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220519045205.wav	X	0	1	X	Y		
821	Spectrogram 1	1	123710.172900000	123710.474400000	784.173	1352.518	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220519045205.wav	X	0	1	X	Y		
822	Spectrogram 1	1	123711.121400000	123711.460600000	712.230	1395.683	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220519045205.wav	X	0	1	X	Y		
823	Spectrogram 1	1	123712.905300000	123713.125200000	769.784	1165.468	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220519045205.wav	X	0	1	X	Y		
824	Spectrogram 1	1	123713.922900000	123714.262100000	697.842	1071.942	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220519045205.wav	X	0	1	X	Y		
825	Spectrogram 1	1	123932.457600000	123932.639800000	57.554	510.791	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220519045705.wav	Y	1	0	X	B	FAINT	
826	Spectrogram 1	1	123934.926200000	123935.127200000	14.388	489.209	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220519045705.wav	Y	1	0	X	B	FAINT	
827	Spectrogram 1	1	123933.701300000	123933.877200000	1071.942	1453.237	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220519045705.wav	X	0	1	X	Y		
828	Spectrogram 1	1	124109.492500000	124109.806600000	525.180	834.532	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220519045705.wav	X	0	1	X	Y		
829	Spectrogram 1	1	124122.788300000	124123.805900000	71.942	395.683	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220519045705.wav	Y	1	0	X	G		
830	Spectrogram 1	1	124178.825500000	124179.051600000	57.554	568.345	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220519045705.wav	Y	1	0	X	B		
831	Spectrogram 1	1	124180.603100000	124180.797800000	870.504	1287.770	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220519045705.wav	X	0	1	X	Y		
832	Spectrogram 1	1	124179.064100000	124180.578000000	86.331	1633.094	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220519045705.wav	X	5	4	X	BY	TOO FAINT	
833	Spectrogram 1	1	124181.005100000	124182.148300000	14.388	489.209	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220519045705.wav	Y	4	0	X	B	FAINT	
834	Spectrogram 1	1	124182.732500000	124183.429700000	79.137	1366.906	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220519045705.wav	Y	2	1	X	BY		
835	Spectrogram 1	1	124502.252500000	124502.528900000	79.137	546.763	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220519050205.wav	Y	1	0	X	B		
836	Spectrogram 1	1	124809.986800000	124810.351200000	784.173	1920.863	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220519050705.wav	X	0	1	X	Y		
837	Spectrogram 1	1	124927.731900000	124930.583700000	57.554	431.655	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220519051205.wav	Y	1	0	X	G		
838	Spectrogram 1	1	125042.432900000	125042.759600000	1057.554	2057.554	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220519051205.wav	X	0	1	X	Y		
839	Spectrogram 1	1	125042.960600000	125043.224400000	1208.633	1467.626	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220519051205.wav	X	0	1	X	Y		
840	Spectrogram 1	1	125044.763300000	125045.027200000	1093.525	1805.755	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220519051205.wav	X	0	1	X	Y		
841	Spectrogram 1	1	125174.732600000	125175.140900000	0.000	1453.237	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220519051705.wav	Y	1	1	X	BY		
842	Spectrogram 1	1	125602.905100000	125605.329800000	0.000	438.849	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220519052205.wav	Y	1	0	X	G		
843	Spectrogram 1	1	125889.722800000	125889.992900000	848.921	1374.101	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220519052705.wav	X	0	1	X	Y		
844	Spectrogram 1	1	125890.853400000	125890.979100000	28.777	546.763	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220519052705.wav	Y	1	0	X	B		
845	Spectrogram 1	1	125891.412500000	125891.714000000	776.978	1028.777	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220519052705.wav	X	0	1	X	Y		
846	Spectrogram 1	1	125891.852200000	125892.574500000	35.971	1079.137	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220519052705.wav	Y	2	0	X	B		
847	Spectrogram 1	1	125892.809700000	125893.029500000	769.784	1064.748	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220519052705.wav	X	0	1	X	Y		
848	Spectrogram 1	1	125893.770700000	125894.040800000	100.719	1870.504	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220519052705.wav	Y	1	0	X	B		
849	Spectrogram 1	1	125894.549600000	125894.775800000	0.000	1165.468	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220519052705.wav	Y	1	0	X	B		
850	Spectrogram 1	1	125977.600100000	125978.291000000	410.072	2208.633	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220519052705.wav	X	0	1	X	Y		
851	Spectrogram 1	1	126088.916900000	126089.262400000	892.086	1230.216	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220519053205.wav	X	0	1	X	Y		
852	Spectrogram 1	1	126357.531100000	126357.769800000	1035.971	1258.993	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220519053706.wav	X	0	1	X	Y		
853	Spectrogram 1	1	126843.189100000	126843.390100000	985.612	1330.935	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220519054206.wav	X	0	1	X	Y		
854	Spectrogram 1	1	126828.643500000	126828.919900000	35.971	546.763	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220519054206.wav	Y	1	0	X	B		
855	Spectrogram 1	1	126829.089500000	126829.353300000	35.971	1424.460	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220519054206.wav	Y	1	0	X	B		
856	Spectrogram 1	1	126979.478800000	126980.823000000	35.971	388.489	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220519054706.wav	Y	1	0	X	G		
857	Spectrogram 1	1	126982.130200000	126982.463100000	50.360	1136.691	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220519054706.wav	Y	1	0	X	B		
858	Spectrogram 1	1	127235.843900000	127236.497200000	820.144	1517.986	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220519055206.wav	X	0	1	X	Y		
859	Spectrogram 1	1	127240.460800000	127240.862800000	892.086	1359.712	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220519055206.wav	X	0	1	X	Y		
860	Spectrogram 1	1	127241.640600000	127242.155700000	820.144	1726.619	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220519055206.wav	X	0	1	X	Y		
861	Spectrogram 1	1	127242.658200000	127243.066500000	762.590	1410.072	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220519055206.wav	X	0	1	X	Y		
862	Spectrogram 1	1	127243.700900000	127244.046400000	705.036	1179.856	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220519055206.wav	X	0	1	X	Y		
863	Spectrogram 1	1	127244.655700000	127244.994900000	633.094	985.612	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220519055206.wav	X	0	1	X	Y		
864	Spectrogram 1	1	127246.617500000	127248.169000000	7.194	431.655	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220519055206.wav	Y	1	0	X	G		
865	Spectrogram 1	1	127248.294600000	127248.495600000	755.396	1129.496	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220519055206.wav	X	0	1	X	Y		
866	Spectrogram 1	1	127249.067200000	127249.280800000	611.511	971.223	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220519055206.wav	X	0	1	X	Y		
867	Spectrogram 1	1	127748.243300000	127748.525900000	705.036	1258.993	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220519055706.wav	X	0	1	X	Y		
868	Spectrogram 1	1	127756.162500000	127759.001700000	21.583	446.043	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220519055706.wav	Y	1	0	X	G		
869	Spectrogram 1	1	127769.967200000	127770.419500000	647.482	1244.604	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220519055706.wav	X	0	1	X	Y		
870	Spectrogram 1	1	127771.066500000	127771.355400000	776.978	1201.439	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220519055706.wav	X	0	1	X	Y		
871	Spectrogram 1	1	127773.177000000	127773.654400000	805.755	1151.079	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220519055706.wav	X	0	1	X	Y		
872	Spectrogram 1	1	127775.692300000	127776.333000000	625.899	2165.468	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220519055706.wav	X	0	1	X	Y		
873	Spectrogram 1	1	127779.197300000	127780.290200000	741.007	2294.964	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220519055706.wav	X	0	1	X	Y		
874	Spectrogram 1	1	127781.802200000	127782.185400000	71.942	1870.504	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220519055706.wav	Y	1	0	X	B		
875	Spectrogram 1	1	127804.214200000	127805.081000000	71.942	330.935	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220519055706.wav	Y	1	0	X	G		
876	Spectrogram 1	1	127966.783700000	127967.845200000	0.000	489.209	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220519060206.wav	Y	1	0	X	G		
877	Spectrogram 1	1	128009.714300000	128009.990700000	964.029	1323.741	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220519060206.wav	X	0	1	X	Y		
878	Spectrogram 1	1	128077.752800000	128078.211300000	690.647	1172.662	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220519060206.wav	X	0	1	X	Y		
879	Spectrogram 1	1	128080.434900000	128081.006500000	625.899	1187.050	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220519060206.wav	X	0	1	X	Y		
880	Spectrogram 1	1	128082.545500000	128082.953800000	733.813	1050.360	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220519060206.wav	X	0	1	X	Y		
881	Spectrogram 1	1	128086.484500000	128086.943000000	719.424	1517.986	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220519060206.wav	X	0	1	X	Y		
882	Spectrogram 1	1	128091.989100000	128092.334600000	669.065	1330.935	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220519060206.wav	X	0	1	X	Y		
883	Spectrogram 1	1	128173.552100000	128173.972900000	575.540	1165.468	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220519060706.wav	X	0	1	X	Y		
884	Spectrogram 1	1	128346.756600000	128348.207600000	43.165	424.460	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220519060706.wav	Y	1	0	X	G		
885	Spectrogram 1	1	128349.250300000	128349.514100000	14.388	1345.324	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220519060706.wav	Y	1	0	X	B		
886	Spectrogram 1	1	128348.634700000	128349.231400000	35.971	395.683	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220519060706.wav	Y	1	0	X	G		
887	Spectrogram 1	1	128350.004000000	128350.211300000	568.345	1287.770	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220519060706.wav	X	0	1	X	Y		
888	Spectrogram 1	1	128349.570600000	128349.953800000	21.583	294.964	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220519060706.wav	Y	1	0	X	G		
889	Spectrogram 1	1	128418.828300000	128419.085800000	100.719	899.281	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220519061206.wav	Y	1	0	X	B		
890	Spectrogram 1	1	128419.588300000	128419.858400000	14.388	1194.245	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220519061206.wav	Y	1	0	X	B		
891	Spectrogram 1	1	128503.505600000	128503.913900000	589.928	1338.129	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220519061206.wav	X	0	1	X	Y		
892	Spectrogram 1	1	128504.674000000	128505.547100000	410.072	1330.935	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220519061206.wav	X	0	3	X	Y		
893	Spectrogram 1	1	128510.967600000	128511.250200000	669.065	1215.827	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220519061206.wav	X	0	1	X	Y		
894	Spectrogram 1	1	128511.514000000	128511.790400000	489.209	1151.079	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220519061206.wav	X	0	1	X	Y		
895	Spectrogram 1	1	128512.318100000	128512.745200000	244.604	1402.878	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220519061206.wav	X	0	2	X	Y		
896	Spectrogram 1	1	128618.102800000	128619.736000000	14.388	489.209	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220519061206.wav	Y	1	0	X	G		
897	Spectrogram 1	1	128821.950000000	128822.408500000	870.504	1302.158	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220519061706.wav	X	0	1	X	Y		
898	Spectrogram 1	1	128823.727600000	128824.004000000	28.777	633.094	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220519061706.wav	Y	1	0	X	B		
899	Spectrogram 1	1	128824.801700000	128825.034200000	93.525	755.396	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220519061706.wav	Y	1	0	X	B		
900	Spectrogram 1	1	129111.118600000	129111.313300000	1079.137	1496.403	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220519062206.wav	X	0	1	X	Y		
901	Spectrogram 1	1	129407.962900000	129409.451600000	35.971	417.266	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220519062706.wav	Y	1	0	X	G		
902	Spectrogram 1	1	129411.826000000	129412.787100000	28.777	431.655	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220519062706.wav	Y	1	0	X	G		
903	Spectrogram 1	1	129418.599200000	129419.170800000	100.719	582.734	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220519062706.wav	Y	1	0	X	G		
904	Spectrogram 1	1	129536.530200000	129537.516400000	64.748	582.734	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220519062706.wav	Y	1	0	X	G		
905	Spectrogram 1	1	129541.241000000	129541.756100000	50.360	417.266	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220519062706.wav	Y	1	0	X	G		
906	Spectrogram 1	1	129772.125800000	129772.490100000	820.144	1374.101	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220519063206.wav	X	0	1	X	Y		
907	Spectrogram 1	1	129836.489100000	129837.732800000	0.000	460.432	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220519063206.wav	Y	1	0	X	G		
908	Spectrogram 1	1	129976.731000000	129976.944500000	820.144	1158.273	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220519063706.wav	X	0	1	X	Y		
909	Spectrogram 1	1	129977.290000000	129977.522400000	741.007	1122.302	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220519063706.wav	X	0	1	X	Y		
910	Spectrogram 1	1	130007.784000000	130008.142100000	525.180	1438.849	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220519063706.wav	X	0	1	X	Y		
911	Spectrogram 1	1	130322.247000000	130324.062300000	35.971	438.849	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220519064206.wav	Y	1	0	X	G		
912	Spectrogram 1	1	130385.018100000	130385.369900000	654.676	1194.245	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220519064206.wav	X	0	1	X	Y		
913	Spectrogram 1	1	130392.408700000	130394.632300000	0.000	474.820	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220519064206.wav	Y	1	0	X	G		
914	Spectrogram 1	1	130453.477300000	130453.854200000	64.748	366.906	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220519064206.wav	Y	1	0	X	G		
915	Spectrogram 1	1	130687.632400000	130688.744200000	35.971	446.043	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220519064706.wav	Y	1	0	X	G		
916	Spectrogram 1	1	130840.724000000	130841.942600000	35.971	446.043	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220519065206.wav	Y	1	0	X	G		
917	Spectrogram 1	1	130895.960100000	130897.668600000	21.583	410.072	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220519065206.wav	Y	1	0	X	G		
918	Spectrogram 1	1	130908.753400000	130910.229600000	0.000	438.849	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220519065206.wav	Y	1	0	X	G		
919	Spectrogram 1	1	131019.378100000	131020.766300000	14.388	323.741	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220519065206.wav	Y	1	0	X	G		
920	Spectrogram 1	1	131033.487800000	131035.190100000	14.388	582.734	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220519065206.wav	Y	1	0	X	G		
921	Spectrogram 1	1	131037.671200000	131037.897400000	86.331	395.683	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220519065206.wav	Y	1	0	X	G		
922	Spectrogram 1	1	131295.178100000	131296.409200000	50.360	374.101	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220519065706.wav	Y	1	0	X	G		
923	Spectrogram 1	1	131336.143700000	131336.847200000	35.971	345.324	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220519065706.wav	Y	1	0	X	G		
924	Spectrogram 1	1	131970.766700000	131971.941300000	57.554	410.072	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220519070706.wav	Y	1	0	X	G		
925	Spectrogram 1	1	131978.989300000	131980.195400000	35.971	352.518	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220519070706.wav	Y	1	0	X	G		
926	Spectrogram 1	1	132027.875100000	132030.343700000	57.554	388.489	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220519071206.wav	Y	1	0	X	G		
927	Spectrogram 1	1	132044.272800000	132044.618300000	661.871	1158.273	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220519071206.wav	X	0	1	X	Y		
928	Spectrogram 1	1	132047.702500000	132048.047900000	510.791	978.417	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220519071206.wav	X	0	1	X	Y		
929	Spectrogram 1	1	132045.698700000	132046.458700000	93.525	359.712	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220519071206.wav	X	1	0	X	G		
930	Spectrogram 1	1	132046.452500000	132046.596900000	719.424	1115.108	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220519071206.wav	X	0	1	X	Y		
931	Spectrogram 1	1	132046.609500000	132047.344400000	100.719	316.547	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220519071206.wav	X	0	1	X	Y		
932	Spectrogram 1	1	132047.156000000	132047.300500000	676.259	1122.302	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220519071206.wav	X	0	1	X	Y		
933	Spectrogram 1	1	132178.679700000	132179.829200000	0.000	287.770	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220519071206.wav	Y	1	0	X	G		
934	Spectrogram 1	1	132275.892200000	132276.771600000	79.137	438.849	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220519071206.wav	Y	1	0	X	G		
935	Spectrogram 1	1	132280.245200000	132280.578100000	35.971	345.324	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220519071206.wav	Y	1	0	X	G		
936	Spectrogram 1	1	132334.703400000	132335.444600000	14.388	726.619	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220519071706.wav	X	1	0	X	G	TOO FAINT	
937	Spectrogram 1	1	132340.557700000	132341.355400000	0.000	323.741	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220519071706.wav	X	1	0	X	G	TOO FAINT	
938	Spectrogram 1	1	132343.553000000	132343.929900000	21.583	553.957	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220519071706.wav	X	1	0	X	G	TOO FAINT	
939	Spectrogram 1	1	132472.108500000	132472.567000000	93.525	431.655	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220519071706.wav	Y	1	0	X	G		
940	Spectrogram 1	1	132511.255600000	132511.682800000	539.568	1021.583	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220519071706.wav	X	0	1	X	Y		
941	Spectrogram 1	1	132656.396900000	132656.641900000	733.813	1136.691	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220519072206.wav	X	0	1	X	Y		
942	Spectrogram 1	1	132735.546500000	132735.810300000	769.784	1294.964	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220519072206.wav	X	0	1	X	Y		
943	Spectrogram 1	1	132763.661600000	132764.007100000	1093.525	1568.345	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220519072206.wav	X	0	1	X	Y		
944	Spectrogram 1	1	132765.363900000	132765.665400000	856.115	1244.604	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220519072206.wav	X	0	1	X	Y		
945	Spectrogram 1	1	132766.613900000	132766.808600000	920.863	1208.633	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220519072206.wav	X	0	1	X	Y		
946	Spectrogram 1	1	132767.179200000	132767.499600000	856.115	1467.626	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220519072206.wav	X	0	1	X	Y		
947	Spectrogram 1	1	132771.473600000	132772.258700000	762.590	1517.986	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220519072206.wav	X	0	1	X	Y		
948	Spectrogram 1	1	133582.807400000	133583.253400000	93.525	776.978	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220519073706.wav	Y	1	1	X	BY		
949	Spectrogram 1	1	133583.831300000	133584.076300000	338.129	625.899	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220519073706.wav	X	0	1	X	Y		
950	Spectrogram 1	1	133587.091200000	133587.329900000	316.547	676.259	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220519073706.wav	X	0	1	X	Y		
951	Spectrogram 1	1	133585.778400000	133586.243200000	136.691	640.288	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220519073706.wav	X	0	1	X	Y		
