	Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Delta Time (s)	Begin File	Begin Path	File Offset (s)	KZ Keep? (Y/X/M)	Barks (KZ)	Yelps (KZ)	Overlap (Y/X) (KZ)	Call Type (KZ)	KZ Comment	BILL CHECK
371	373	Spectrogram 1	1	48284.023401795	48284.306065112	814.181	1511.002	0.2827	67145740.220516001832.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site15_67145740.220516001832.wav	279.7596	X	0	1	X	Y		
372	374	Spectrogram 1	1	48285.172899282	48285.417874157	850.856	1261.614	0.245	67145740.220516001832.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site15_67145740.220516001832.wav	280.9091	X	0	1	X	Y		
373	375	Spectrogram 1	1	48286.372868404	48286.536184987	887.531	1518.337	0.1633	67145740.220516001832.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site15_67145740.220516001832.wav	282.109	X	0	1	X	Y		
374	376	Spectrogram 1	1	48287.321360866	48287.56633574	755.501	1562.347	0.245	67145740.220516001832.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site15_67145740.220516001832.wav	283.0575	X	0	1	X	Y		
375	377	Spectrogram 1	1	48288.257290514	48288.439451318	953.545	1459.658	0.1822	67145740.220516001832.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site15_67145740.220516001832.wav	283.9935	X	0	1	X	Y		
376	378	Spectrogram 1	1	48289.13987846	48301.577202186	718.826	1569.682	12.4373	67145740.220516001832.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site15_67145740.220516001832.wav	284.876	X	0	16	X	Y		
377	379	Spectrogram 1	1	48451.131632892	48451.464547465	880.196	1518.337	0.3329	67145740.220516002332.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site15_67145740.220516002332.wav	146.8163	X	0	1	X	Y		
378	380	Spectrogram 1	1	48452.840175605	48453.135401736	682.152	1577.017	0.2952	67145740.220516002332.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site15_67145740.220516002332.wav	148.5248	X	0	1	X	Y		
379	381	Spectrogram 1	1	48454.227607753	48454.503989662	821.516	1540.342	0.2764	67145740.220516002332.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site15_67145740.220516002332.wav	149.9123	X	0	1	X	Y		
380	382	Spectrogram 1	1	48455.477607753	48455.722582627	858.191	1518.337	0.245	67145740.220516002332.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site15_67145740.220516002332.wav	151.1623	X	0	1	X	Y		
381	383	Spectrogram 1	1	48456.475075936	48470.313758402	740.831	1694.377	13.8387	67145740.220516002332.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site15_67145740.220516002332.wav	152.1597	X	0	17	X	Y		
382	384	Spectrogram 1	1	49221.371680327	49221.874192889	674.817	2281.174	0.5025	67145740.220516003832.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site15_67145740.220516003832.wav	17.0195	X	0	2	X	Y		
383	385	Spectrogram 1	1	50104.171066784	50104.416041658	183.374	1114.914	0.245	67145740.220516004832.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site15_67145740.220516004832.wav	299.7017	Y	1	0	X	B		
384	386	Spectrogram 1	1	50105.295438643	50105.571820553	58.68	1540.342	0.2764	67145740.220516005332.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site15_67145740.220516005332.wav	0.8669	Y	1	0	X	B		
385	387	Spectrogram 1	1	50106.237649698	50106.482624573	124.694	1577.017	0.245	67145740.220516005332.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site15_67145740.220516005332.wav	1.8091	Y	1	0	X	B		
386	388	Spectrogram 1	1	50106.878353216	50107.117046683	117.359	1650.367	0.2387	67145740.220516005332.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site15_67145740.220516005332.wav	2.4499	Y	1	0	X	B		
387	389	Spectrogram 1	1	50107.343177337	50107.544182362	205.379	1305.623	0.201	67145740.220516005332.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site15_67145740.220516005332.wav	2.9147	Y	1	0	X	B		
388	390	Spectrogram 1	1	50107.623728727	50108.090664774	154.034	1232.274	0.4669	67145740.220516005332.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site15_67145740.220516005332.wav	3.1952	Y	1	1	X	BY		
389	391	Spectrogram 1	1	50108.18905536	50108.396341793	124.694	1320.293	0.2073	67145740.220516005332.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site15_67145740.220516005332.wav	3.7606	Y	1	0	X	B		
390	392	Spectrogram 1	1	50108.63503526	50108.823477471	242.054	1518.337	0.1884	67145740.220516005332.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site15_67145740.220516005332.wav	4.2065	Y	1	0	X	B		
391	393	Spectrogram 1	1	50109.062170938	50109.489306617	66.015	1261.614	0.4271	67145740.220516005332.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site15_67145740.220516005332.wav	4.6337	Y	1	0	X	B		
392	394	Spectrogram 1	1	50109.721718677	50109.94784933	110.024	1173.594	0.2261	67145740.220516005332.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site15_67145740.220516005332.wav	5.2932	Y	1	0	X	B		
393	395	Spectrogram 1	1	50110.155135762	50110.331015159	95.355	1158.924	0.1759	67145740.220516005332.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site15_67145740.220516005332.wav	5.7266	Y	1	0	X	B		
394	396	Spectrogram 1	1	50110.425236265	50110.62624129	462.103	1782.396	0.201	67145740.220516005332.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site15_67145740.220516005332.wav	5.9967	Y	1	0	X	B		
395	398	Spectrogram 1	1	50595.834864873	50596.293407586	344.743	1841.076	0.4585	67145740.220516005832.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site15_67145740.220516005832.wav	191.3509	X	0	1	X	Y		
396	399	Spectrogram 1	1	50600.809739244	50601.368784471	447.433	1665.037	0.559	67145740.220516005832.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site15_67145740.220516005832.wav	196.3257	X	0	1	X	Y		
397	400	Spectrogram 1	1	50625.419684215	50625.903352557	652.812	2178.484	0.4837	67145740.220516005832.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site15_67145740.220516005832.wav	220.9357	X	0	1	X	Y		
398	401	Spectrogram 1	1	50629.483754567	50629.898327431	403.423	1657.702	0.4146	67145740.220516005832.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site15_67145740.220516005832.wav	224.9998	X	0	1	X	Y		
399	402	Spectrogram 1	1	50631.732498285	50632.247573662	381.418	1672.372	0.5151	67145740.220516005832.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site15_67145740.220516005832.wav	227.2485	X	0	1	X	Y		
400	403	Spectrogram 1	1	50627.184759592	50627.800337481	66.015	1518.337	0.6156	67145740.220516005832.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site15_67145740.220516005832.wav	222.7008	Y	1	0	X	G		
401	404	Spectrogram 1	1	50696.173097337	50696.455760653	924.205	1613.692	0.2827	67145740.220516005832.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site15_67145740.220516005832.wav	291.6891	X	0	1	X	Y		
402	405	Spectrogram 1	1	50813.406270583	50813.852250483	491.443	1525.672	0.446	67145740.220516010332.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site15_67145740.220516010332.wav	108.8844	X	0	1	X	Y		
403	406	Spectrogram 1	1	50814.342200231	50815.158783146	58.68	1114.914	0.8166	67145740.220516010332.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site15_67145740.220516010332.wav	109.8204	y	1	0	X	G		
404	407	Spectrogram 1	1	51127.492574521	51127.882021757	80.685	352.078	0.3894	67145740.220516010832.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site15_67145740.220516010832.wav	122.9827	X	1	0	X	G	TOO FAINT	
405	408	Spectrogram 1	1	51129.458654923	51129.772725275	403.423	1488.998	0.3141	67145740.220516010832.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site15_67145740.220516010832.wav	124.9488	Y	1	0	X	B		
406	409	Spectrogram 1	1	51175.269664673	51175.564890804	770.171	1422.983	0.2952	67145740.220516010832.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site15_67145740.220516010832.wav	170.7598	X	0	1	X	Y		
407	410	Spectrogram 1	1	51183.785025825	51184.400603715	403.423	1628.362	0.6156	67145740.220516010832.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site15_67145740.220516010832.wav	179.2752	X	0	1	X	Y		
408	411	Spectrogram 1	1	51184.972211755	51185.782513262	110.024	1789.731	0.8103	67145740.220516010832.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site15_67145740.220516010832.wav	180.4624	Y	1	1	X	BY		
409	412	Spectrogram 1	1	51306.626917027	51306.859329088	770.171	1327.628	0.2324	67145740.220516011332.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site15_67145740.220516011332.wav	2.0583	X	0	1	X	Y		
410	413	Spectrogram 1	1	51308.178424565	51308.511339138	777.506	1466.993	0.3329	67145740.220516011332.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site15_67145740.220516011332.wav	3.6098	X	0	1	X	Y		
411	414	Spectrogram 1	1	51309.579178334	51309.805308987	850.856	1408.313	0.2261	67145740.220516011332.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site15_67145740.220516011332.wav	5.0105	X	0	1	X	Y		
412	415	Spectrogram 1	1	51310.854303962	51311.105560244	858.191	1518.337	0.2513	67145740.220516011332.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site15_67145740.220516011332.wav	6.2856	X	0	1	X	Y		
413	416	Spectrogram 1	1	51312.818267441	51321.216508647	740.831	1584.352	8.3982	67145740.220516011332.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site15_67145740.220516011332.wav	8.2496	X	0	11	X	Y		
414	417	Spectrogram 1	1	51466.615898462	51468.355848211	814.181	1166.259	1.7399	67145740.220516011332.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site15_67145740.220516011332.wav	162.0472	X	0	1	X	Y		
415	418	Spectrogram 1	1	52919.350002754	52919.544726372	1129.584	1826.406	0.1947	67145740.220516013832.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site15_67145740.220516013832.wav	115.62	X	0	1	X	Y		
416	419	Spectrogram 1	1	53056.627152968	53057.34323337	117.359	476.773	0.7161	67145740.220516013832.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site15_67145740.220516013832.wav	252.8972	X	0	1	X	Y		
417	420	Spectrogram 1	1	53595.420718727	53595.829010184	762.836	1254.279	0.4083	67145740.220516014832.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site15_67145740.220516014832.wav	191.6456	X	0	1	X	Y		
418	421	Spectrogram 1	1	53599.453382043	53599.817703651	733.496	1312.958	0.3643	67145740.220516014832.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site15_67145740.220516014832.wav	195.6782	X	0	1	X	Y		
419	422	Spectrogram 1	1	53616.879145737	53619.209547747	132.029	1085.575	2.3304	67145740.220516014832.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site15_67145740.220516014832.wav	213.104	X	4	0	X	B	TOO FAINT	
420	423	Spectrogram 1	1	53791.532479347	53792.116650201	117.359	638.142	0.5842	67145740.220516015332.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site15_67145740.220516015332.wav	87.7263	Y	1	0	X	G		
421	424	Spectrogram 1	1	54345.071147537	54345.655318392	88.02	1276.284	0.5842	67145740.220516020332.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site15_67145740.220516020332.wav	41.2276	Y	1	1	X	BY		
422	425	Spectrogram 1	1	54345.94251946	54346.457594837	44.01	1261.614	0.5151	67145740.220516020332.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site15_67145740.220516020332.wav	42.099	Y	1	1	X	BY	FAINT	
423	426	Spectrogram 1	1	54346.928700365	54347.167393832	73.35	1745.721	0.2387	67145740.220516020332.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site15_67145740.220516020332.wav	43.0852	Y	1	0	X	B		
424	427	Spectrogram 1	1	54347.415174128	54347.773214329	80.685	1584.352	0.358	67145740.220516020332.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site15_67145740.220516020332.wav	43.5717	Y	1	1	X	BY		
425	428	Spectrogram 1	1	54347.892561062	54348.200350007	88.02	1870.416	0.3078	67145740.220516020332.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site15_67145740.220516020332.wav	44.0491	Y	1	1	X	BY		
426	429	Spectrogram 1	1	54348.436095541	54348.938608104	366.748	1885.086	0.5025	67145740.220516020332.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site15_67145740.220516020332.wav	44.5926	Y	1	1	X	BY		
427	430	Spectrogram 1	1	54402.78426426	54403.280495416	51.345	1459.658	0.4962	67145740.220516020332.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site15_67145740.220516020332.wav	98.9408	Y	1	1	X	BY		
428	431	Spectrogram 1	1	54403.594565768	54403.757882351	58.68	1973.105	0.1633	67145740.220516020332.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site15_67145740.220516020332.wav	99.7511	Y	1	0	X	B		
429	432	Spectrogram 1	1	54405.393231643	54406.234940186	88.02	1863.081	0.8417	67145740.220516020332.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site15_67145740.220516020332.wav	101.5497	Y	2	2	X	BY		
430	433	Spectrogram 1	1	55087.017413916	55087.268670198	733.496	1364.303	0.2513	67145740.220516021332.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site15_67145740.220516021332.wav	183.1011	X	0	1	X	Y		
431	434	Spectrogram 1	1	55088.480981756	55088.72595663	652.812	1312.958	0.245	67145740.220516021332.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site15_67145740.220516021332.wav	184.5646	X	0	1	X	Y		
432	435	Spectrogram 1	1	55089.888016931	55090.139273213	630.807	1268.949	0.2513	67145740.220516021332.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site15_67145740.220516021332.wav	185.9717	X	0	1	X	Y		
433	436	Spectrogram 1	1	55091.125454117	55091.382991806	799.511	1437.653	0.2575	67145740.220516021332.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site15_67145740.220516021332.wav	187.2091	X	0	1	X	Y		
434	437	Spectrogram 1	1	55092.2889504	55092.640709194	645.477	1555.012	0.3518	67145740.220516021332.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site15_67145740.220516021332.wav	188.3726	X	0	1	X	Y		
435	438	Spectrogram 1	1	55093.469178696	55104.273347918	652.812	1320.293	10.8042	67145740.220516021332.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site15_67145740.220516021332.wav	189.5528	X	0	13	X	Y		
436	439	Spectrogram 1	1	55229.95239324	55230.266463592	843.521	1356.968	0.3141	67145740.220516021832.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site15_67145740.220516021832.wav	26.0232	X	0	1	X	Y		
437	440	Spectrogram 1	1	55231.591840476	55231.868222386	814.181	1459.658	0.2764	67145740.220516021832.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site15_67145740.220516021832.wav	27.6627	X	0	1	X	Y		
438	441	Spectrogram 1	1	55232.917217361	55233.218724898	872.861	1518.337	0.3015	67145740.220516021832.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site15_67145740.220516021832.wav	28.9881	X	0	1	X	Y		
439	442	Spectrogram 1	1	55233.938518651	55234.290277445	748.166	1488.998	0.3518	67145740.220516021832.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site15_67145740.220516021832.wav	30.0094	X	0	1	X	Y		
440	443	Spectrogram 1	1	55235.031483475	55235.439774932	726.161	1679.707	0.4083	67145740.220516021832.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site15_67145740.220516021832.wav	31.1023	X	0	1	X	Y		
441	444	Spectrogram 1	1	55235.992538751	55236.344297545	894.866	1466.993	0.3518	67145740.220516021832.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site15_67145740.220516021832.wav	32.0634	X	0	1	X	Y		
442	445	Spectrogram 1	1	55237.085872128	55253.855040732	843.521	1503.667	16.7692	67145740.220516021832.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site15_67145740.220516021832.wav	33.1567	X	0	22	X	Y		
443	446	Spectrogram 1	1	55357.663197719	55358.014956513	909.535	1591.687	0.3518	67145740.220516021832.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site15_67145740.220516021832.wav	153.734	X	0	1	X	Y		
444	447	Spectrogram 1	1	55359.239830885	55359.491087167	975.55	1547.677	0.2513	67145740.220516021832.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site15_67145740.220516021832.wav	155.3107	X	0	1	X	Y		
445	448	Spectrogram 1	1	55360.326514302	55360.62802184	990.22	1459.658	0.3015	67145740.220516021832.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site15_67145740.220516021832.wav	156.3973	X	0	1	X	Y		
446	449	Spectrogram 1	1	55361.394353498	55361.714705257	1129.584	1621.027	0.3204	67145740.220516021832.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site15_67145740.220516021832.wav	157.4652	X	0	1	X	Y		
447	450	Spectrogram 1	1	55362.530458108	55362.744025947	1100.244	1393.643	0.2136	67145740.220516021832.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site15_67145740.220516021832.wav	158.6013	X	0	1	X	Y		
448	451	Spectrogram 1	1	55363.485231977	55363.705081223	1078.24	1459.658	0.2198	67145740.220516021832.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site15_67145740.220516021832.wav	159.5561	X	0	1	X	Y		
449	452	Spectrogram 1	1	55365.187493284	55365.4701566	960.88	1621.027	0.2827	67145740.220516021832.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site15_67145740.220516021832.wav	161.2583	X	0	1	X	Y		
450	453	Spectrogram 1	1	55366.041605141	55368.855675492	902.2	1591.687	2.8141	67145740.220516021832.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site15_67145740.220516021832.wav	162.1124	X	0	4	X	Y		
451	454	Spectrogram 1	1	55434.668843316	55446.527843449	924.205	1408.313	11.859	67145740.220516021832.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site15_67145740.220516021832.wav	230.7397	X	0	15	X	Y		
452	455	Spectrogram 1	1	55609.739183072	55609.965313725	757.426	1381.188	0.2261	67145740.220516022332.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site15_67145740.220516022332.wav	105.776	X	0	1	X	Y		
453	456	Spectrogram 1	1	55610.964057444	55611.227876539	809.406	1507.426	0.2638	67145740.220516022332.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site15_67145740.220516022332.wav	107.0009	X	0	1	X	Y		
454	457	Spectrogram 1	1	55612.082147896	55612.377374027	757.426	1559.406	0.2952	67145740.220516022332.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site15_67145740.220516022332.wav	108.119	X	0	1	X	Y		
455	458	Spectrogram 1	1	55613.031025898	55613.426754541	675.743	1544.554	0.3957	67145740.220516022332.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site15_67145740.220516022332.wav	109.0679	X	0	1	X	Y		
456	459	Spectrogram 1	1	55614.092583687	55614.406654039	742.574	1596.535	0.3141	67145740.220516022332.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site15_67145740.220516022332.wav	110.1294	X	0	1	X	Y		
457	460	Spectrogram 1	1	55615.085045999	55615.417960571	660.891	1581.683	0.3329	67145740.220516022332.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site15_67145740.220516022332.wav	111.1219	X	0	1	X	Y		
458	461	Spectrogram 1	1	55616.083789717	55616.441829918	801.98	1730.198	0.358	67145740.220516022332.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site15_67145740.220516022332.wav	112.1206	X	0	1	X	Y		
459	462	Spectrogram 1	1	55617.069970622	55617.340071124	801.98	1500.0	0.2701	67145740.220516022332.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site15_67145740.220516022332.wav	113.1068	X	0	1	X	Y		
460	463	Spectrogram 1	1	55617.95542392	55618.175273167	824.257	1477.723	0.2198	67145740.220516022332.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site15_67145740.220516022332.wav	113.9923	X	0	1	Y	Y	BS	
461	464	Spectrogram 1	1	55618.778288242	55619.086077187	727.723	1514.851	0.3078	67145740.220516022332.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site15_67145740.220516022332.wav	114.8151	X	0	1	Y	Y	BS	
462	465	Spectrogram 1	1	55619.619996785	55619.896378694	750.0	1514.851	0.2764	67145740.220516022332.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site15_67145740.220516022332.wav	115.6568	X	0	1	Y	Y	BS	
463	466	Spectrogram 1	1	55620.480549548	55620.756931458	824.257	1462.871	0.2764	67145740.220516022332.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site15_67145740.220516022332.wav	116.5174	X	0	1	Y	Y	BS	
464	467	Spectrogram 1	1	55622.408787671	55622.672606767	556.931	1225.248	0.2638	67145740.220516022332.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site15_67145740.220516022332.wav	118.4456	X	0	1	Y	Y	BS	
465	468	Spectrogram 1	1	55623.256777621	55623.552003751	839.109	1455.446	0.2952	67145740.220516022332.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site15_67145740.220516022332.wav	119.2936	X	0	1	Y	Y	BS	
466	469	Spectrogram 1	1	55624.079641942	55624.38114948	779.703	1410.891	0.3015	67145740.220516022332.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site15_67145740.220516022332.wav	120.1165	X	0	1	Y	Y	BS	
467	470	Spectrogram 1	1	55624.959038927	55625.279390686	660.891	1410.891	0.3204	67145740.220516022332.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site15_67145740.220516022332.wav	120.9959	X	0	1	Y	Y	BS	
468	471	Spectrogram 1	1	55626.70617235	55626.907177375	809.406	1366.337	0.201	67145740.220516022332.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site15_67145740.220516022332.wav	122.743	X	0	1	X	Y		
469	472	Spectrogram 1	1	55693.649225049	55693.856511481	1069.307	1410.891	0.2073	67145740.220516022332.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site15_67145740.220516022332.wav	189.6861	X	0	1	X	Y		
470	473	Spectrogram 1	1	55694.541184848	55694.654250175	1128.713	1470.297	0.1131	67145740.220516022332.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site15_67145740.220516022332.wav	190.578	X	0	1	X	Y		
471	474	Spectrogram 1	1	55696.186913491	55696.331385853	1069.307	1477.723	0.1445	67145740.220516022332.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site15_67145740.220516022332.wav	192.2237	X	0	1	X	Y		
472	475	Spectrogram 1	1	55697.116561733	55697.323848165	987.624	1440.594	0.2073	67145740.220516022332.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site15_67145740.220516022332.wav	193.1534	X	0	1	X	Y		
473	476	Spectrogram 1	1	55697.990057188	55703.699856182	794.554	1544.554	5.7098	67145740.220516022332.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site15_67145740.220516022332.wav	194.0269	X	0	8	X	Y		
474	477	Spectrogram 1	1	55705.056640102	55705.25136372	1165.842	1589.109	0.1947	67145740.220516022332.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site15_67145740.220516022332.wav	201.0935	X	0	1	X	Y		
475	478	Spectrogram 1	1	55775.815173701	55776.148088274	935.644	1685.644	0.3329	67145740.220516022332.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site15_67145740.220516022332.wav	271.852	X	0	1	X	Y		
476	479	Spectrogram 1	1	55778.558185489	55799.702266432	794.554	1507.426	21.1441	67145740.220516022332.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site15_67145740.220516022332.wav	274.595	X	0	26	X	Y		
477	480	Spectrogram 1	1	56508.473098061	56508.768324192	905.941	1559.406	0.2952	67145740.220516023832.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site15_67145740.220516023832.wav	104.4431	X	0	1	X	Y		
478	481	Spectrogram 1	1	56518.079642072	56518.789441067	74.257	2925.743	0.7098	67145740.220516023832.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site15_67145740.220516023832.wav	114.0496	Y	1	1	X	BY		
479	482	Spectrogram 1	1	56520.045722474	56520.472858152	66.832	1485.149	0.4271	67145740.220516023832.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site15_67145740.220516023832.wav	116.0157	Y	1	0	X	B		
480	483	Spectrogram 1	1	57310.59290105	57311.139383462	490.099	1849.01	0.5465	67145740.220516025332.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site15_67145740.220516025332.wav	6.5454	X	0	1	X	Y		
481	484	Spectrogram 1	1	57314.593849657	57314.807417496	586.634	965.347	0.2136	67145740.220516025332.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site15_67145740.220516025332.wav	10.5464	X	0	1	X	Y		
