Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Begin File	Delta Time (s)	Center Freq (Hz)	Peak Freq (Hz)	Delta Freq (Hz)	Species	Call type	Comments	WH	Quantity
1021	Spectrogram 1	1	200320.322288634	200320.322288634	1035.587	1035.587	67653638.220516234056.wav	0.0000	1031.250	1031.250	0.000	BS				
1022	Spectrogram 1	1	200506.480118892	200506.480118892	1067.616	1067.616	67653638.220516234556.wav	0.0000	1066.406	1066.406	0.000	BS				
1023	Spectrogram 1	1	200649.459622713	200649.459622713	1174.377	1174.377	67653638.220516234556.wav	0.0000	1171.875	1171.875	0.000	BS				
1024	Spectrogram 1	1	200790.917836861	200790.917836861	779.359	779.359	67653638.220516235056.wav	0.0000	785.156	785.156	0.000	BS				
1025	Spectrogram 1	1	200897.813970593	200897.813970593	1078.292	1078.292	67653638.220516235056.wav	0.0000	1078.125	1078.125	0.000	BS				
1026	Spectrogram 1	1	200959.185484575	200959.185484575	1003.559	1003.559	67653638.220516235056.wav	0.0000	1007.812	1007.812	0.000	BS				
1027	Spectrogram 1	1	201135.366087763	201135.366087763	1238.434	1238.434	67653638.220516235556.wav	0.0000	1242.188	1242.188	0.000	BS				
1028	Spectrogram 1	1	201309.800308178	201309.800308178	672.598	672.598	67653638.220516235556.wav	0.0000	667.969	667.969	0.000	BS				
1029	Spectrogram 1	1	201370.376586267	201370.376586267	896.797	896.797	67653638.220517000056.wav	0.0000	902.344	902.344	0.000	BS				
1030	Spectrogram 1	1	201498.536513946	201498.536513946	1024.911	1024.911	67653638.220517000056.wav	0.0000	1019.531	1019.531	0.000	BS				
1031	Spectrogram 1	1	201536.671038256	201536.671038256	1078.292	1078.292	67653638.220517000056.wav	0.0000	1078.125	1078.125	0.000	BS				
1032	Spectrogram 1	1	201591.687682946	201591.687682946	896.797	896.797	67653638.220517000056.wav	0.0000	902.344	902.344	0.000	BS				
1033	Spectrogram 1	1	201763.842175063	201763.842175063	1131.673	1131.673	67653638.220517000556.wav	0.0000	1136.719	1136.719	0.000	BS				
1034	Spectrogram 1	1	201920.197917900	201920.197917900	1281.139	1281.139	67653638.220517001056.wav	0.0000	1277.344	1277.344	0.000	BS				
1035	Spectrogram 1	1	202044.047117685	202044.047117685	1217.082	1217.082	67653638.220517001056.wav	0.0000	1218.750	1218.750	0.000	BS				
1036	Spectrogram 1	1	202178.086344301	202178.086344301	747.331	747.331	67653638.220517001056.wav	0.0000	750.000	750.000	0.000	BS				
1037	Spectrogram 1	1	202360.605178183	202360.605178183	1217.082	1217.082	67653638.220517001556.wav	0.0000	1218.750	1218.750	0.000	BS				
1038	Spectrogram 1	1	202412.175508539	202412.175508539	373.665	373.665	67653638.220517001556.wav	0.0000	375.000	375.000	0.000	BS				
1039	Spectrogram 1	1	202450.356443639	202450.356443639	608.541	608.541	67653638.220517001556.wav	0.0000	609.375	609.375	0.000	BS				
1040	Spectrogram 1	1	202529.379901974	202529.379901974	1078.292	1078.292	67653638.220517002056.wav	0.0000	1078.125	1078.125	0.000	BS				
1041	Spectrogram 1	1	202616.070240960	202616.070240960	1195.730	1195.730	67653638.220517002056.wav	0.0000	1195.312	1195.312	0.000	BS				
1042	Spectrogram 1	1	202680.134000914	202680.134000914	544.484	544.484	67653638.220517002056.wav	0.0000	539.062	539.062	0.000	BS				
1043	Spectrogram 1	1	202754.351017174	202754.351017174	1067.616	1067.616	67653638.220517002056.wav	0.0000	1066.406	1066.406	0.000	BS				
1044	Spectrogram 1	1	202819.475377837	202819.475377837	1206.406	1206.406	67653638.220517002556.wav	0.0000	1207.031	1207.031	0.000	BS				
1045	Spectrogram 1	1	202924.329129288	202924.329129288	875.445	875.445	67653638.220517002556.wav	0.0000	878.906	878.906	0.000	BS				
1046	Spectrogram 1	1	203066.191081088	203066.191081088	576.512	576.512	67653638.220517002556.wav	0.0000	574.219	574.219	0.000	BS				
1047	Spectrogram 1	1	203197.532843931	203197.532843931	1195.730	1195.730	67653638.220517003056.wav	0.0000	1195.312	1195.312	0.000	BS				
1048	Spectrogram 1	1	203372.891024951	203372.891024951	1163.701	1163.701	67653638.220517003056.wav	0.0000	1160.156	1160.156	0.000	BS				
1049	Spectrogram 1	1	203530.324924853	203530.324924853	1249.110	1249.110	67653638.220517003556.wav	0.0000	1253.906	1253.906	0.000	BS				
1050	Spectrogram 1	1	203544.688210995	203544.688210995	683.274	683.274	67653638.220517003556.wav	0.0000	679.688	679.688	0.000	BS				
1051	Spectrogram 1	1	203646.035199476	203646.035199476	928.826	928.826	67653638.220517003556.wav	0.0000	925.781	925.781	0.000	BS				
1052	Spectrogram 1	1	203805.054300990	203805.054300990	1120.996	1120.996	67653638.220517004056.wav	0.0000	1125.000	1125.000	0.000	BS				
1053	Spectrogram 1	1	203923.237854856	203923.237854856	725.979	725.979	67653638.220517004056.wav	0.0000	726.562	726.562	0.000	BS				
1054	Spectrogram 1	1	203970.585017790	203970.585017790	1046.263	1046.263	67653638.220517004056.wav	0.0000	1042.969	1042.969	0.000	BS				
1055	Spectrogram 1	1	204051.681525835	204051.681525835	886.121	886.121	67653638.220517004556.wav	0.0000	890.625	890.625	0.000	BS				
1056	Spectrogram 1	1	204159.765279697	204159.765279697	1366.548	1366.548	67653638.220517004556.wav	0.0000	1371.094	1371.094	0.000	BS				
1057	Spectrogram 1	1	204263.283395960	204263.283395960	715.302	715.302	67653638.220517004556.wav	0.0000	714.844	714.844	0.000	BS				
1058	Spectrogram 1	1	204312.995261119	204312.995261119	704.626	704.626	67653638.220517004556.wav	0.0000	703.125	703.125	0.000	BS				
1059	Spectrogram 1	1	204337.771044096	204337.771044096	661.922	661.922	67653638.220517005056.wav	0.0000	656.250	656.250	0.000	BS				
1060	Spectrogram 1	1	204436.613242411	204436.613242411	1078.292	1078.292	67653638.220517005056.wav	0.0000	1078.125	1078.125	0.000	BS				
1061	Spectrogram 1	1	204485.029774127	204485.029774127	1622.776	1622.776	67653638.220517005056.wav	0.0000	1617.188	1617.188	0.000	BS				
1062	Spectrogram 1	1	204534.689072500	204534.689072500	1078.292	1078.292	67653638.220517005056.wav	0.0000	1078.125	1078.125	0.000	BS				
1063	Spectrogram 1	1	204657.044127311	204657.044127311	1729.537	1729.537	67653638.220517005556.wav	0.0000	1734.375	1734.375	0.000	BS				
1064	Spectrogram 1	1	204738.977929448	204738.977929448	1056.940	1056.940	67653638.220517005556.wav	0.0000	1054.688	1054.688	0.000	BS				
1065	Spectrogram 1	1	204785.202308123	204785.202308123	758.007	758.007	67653638.220517005556.wav	0.0000	761.719	761.719	0.000	BS				
1066	Spectrogram 1	1	204888.878956289	204888.878956289	672.598	672.598	67653638.220517005556.wav	0.0000	667.969	667.969	0.000	BS				
1067	Spectrogram 1	1	204925.771585729	204925.771585729	1067.616	1067.616	67653638.220517010056.wav	0.0000	1066.406	1066.406	0.000	BS				
1068	Spectrogram 1	1	204985.753172061	204985.753172061	715.302	715.302	67653638.220517010056.wav	0.0000	714.844	714.844	0.000	BS				
1069	Spectrogram 1	1	205079.128562550	205079.128562550	1131.673	1131.673	67653638.220517010056.wav	0.0000	1136.719	1136.719	0.000	BS				
1070	Spectrogram 1	1	205163.591681124	205163.591681124	1185.053	1185.053	67653638.220517010056.wav	0.0000	1183.594	1183.594	0.000	BS				
1071	Spectrogram 1	1	205229.694318706	205229.694318706	608.541	608.541	67653638.220517010556.wav	0.0000	609.375	609.375	0.000	BS				
1072	Spectrogram 1	1	205255.418622225	205255.418622225	1217.082	1217.082	67653638.220517010556.wav	0.0000	1218.750	1218.750	0.000	BS				
1073	Spectrogram 1	1	205357.472407461	205357.472407461	2124.555	2124.555	67653638.220517010556.wav	0.0000	2121.094	2121.094	0.000	BS				
1074	Spectrogram 1	1	205428.519870170	205428.519870170	1185.053	1185.053	67653638.220517010556.wav	0.0000	1183.594	1183.594	0.000	BS				
1075	Spectrogram 1	1	205558.709041162	205558.709041162	1462.633	1462.633	67653638.220517011056.wav	0.0000	1464.844	1464.844	0.000	BS				
1076	Spectrogram 1	1	205641.596600524	205641.596600524	1238.434	1238.434	67653638.220517011056.wav	0.0000	1242.188	1242.188	0.000	BS				
1077	Spectrogram 1	1	205745.777719043	205745.777719043	608.541	608.541	67653638.220517011056.wav	0.0000	609.375	609.375	0.000	BS				
1078	Spectrogram 1	1	205839.248538168	205839.248538168	736.655	736.655	67653638.220517011556.wav	0.0000	738.281	738.281	0.000	BS				
1079	Spectrogram 1	1	205889.949190565	205889.949190565	1537.367	1537.367	67653638.220517011556.wav	0.0000	1535.156	1535.156	0.000	BS				
1080	Spectrogram 1	1	205948.177437767	205948.177437767	1174.377	1174.377	67653638.220517011556.wav	0.0000	1171.875	1171.875	0.000	BS				
1081	Spectrogram 1	1	206007.819225124	206007.819225124	501.779	501.779	67653638.220517011556.wav	0.0000	503.906	503.906	0.000	BS				
1082	Spectrogram 1	1	206038.923617410	206038.923617410	395.018	395.018	67653638.220517011556.wav	0.0000	398.438	398.438	0.000	BS			Yes	
1083	Spectrogram 1	1	206092.212289622	206092.212289622	1024.911	1024.911	67653638.220517011556.wav	0.0000	1019.531	1019.531	0.000	BS				
1084	Spectrogram 1	1	206176.033423290	206176.033423290	1580.071	1580.071	67653638.220517012056.wav	0.0000	1582.031	1582.031	0.000	BS				
1085	Spectrogram 1	1	206204.681205536	206204.681205536	1131.673	1131.673	67653638.220517012056.wav	0.0000	1136.719	1136.719	0.000	BS				
1086	Spectrogram 1	1	206335.382720068	206335.382720068	736.655	736.655	67653638.220517012056.wav	0.0000	738.281	738.281	0.000	BS				
1087	Spectrogram 1	1	206441.249762508	206441.249762508	907.473	907.473	67653638.220517012556.wav	0.0000	902.344	902.344	0.000	BS				
1088	Spectrogram 1	1	206571.383780797	206571.383780797	1099.644	1099.644	67653638.220517012556.wav	0.0000	1101.562	1101.562	0.000	BS				
1089	Spectrogram 1	1	206763.927108911	206763.927108911	822.581	822.581	67653638.220517013056.wav	0.0000	820.312	820.312	0.000	BS			Yes	
1090	Spectrogram 1	1	206812.090558982	206812.090558982	1067.616	1067.616	67653638.220517013056.wav	0.0000	1066.406	1066.406	0.000	BS				
1091	Spectrogram 1	1	206962.562605424	206962.562605424	1142.349	1142.349	67653638.220517013056.wav	0.0000	1136.719	1136.719	0.000	BS				
1092	Spectrogram 1	1	207181.792773958	207181.792773958	736.655	736.655	67653638.220517013556.wav	0.0000	738.281	738.281	0.000	BS				
1093	Spectrogram 1	1	207330.183018961	207330.183018961	725.979	725.979	67653638.220517014056.wav	0.0000	726.562	726.562	0.000	BS				
1094	Spectrogram 1	1	207443.760724949	207443.760724949	693.950	693.950	67653638.220517014056.wav	0.0000	691.406	691.406	0.000	BS				
1095	Spectrogram 1	1	207552.137850073	207552.137850073	1227.758	1227.758	67653638.220517014056.wav	0.0000	1230.469	1230.469	0.000	BS				
1096	Spectrogram 1	1	207701.551060575	207701.551060575	1270.463	1270.463	67653638.220517014556.wav	0.0000	1265.625	1265.625	0.000	BS				
1097	Spectrogram 1	1	207882.536346844	207882.536346844	1046.263	1046.263	67653638.220517014556.wav	0.0000	1042.969	1042.969	0.000	BS				
1098	Spectrogram 1	1	208085.878431446	208085.878431446	1110.320	1110.320	67653638.220517015056.wav	0.0000	1113.281	1113.281	0.000	BS				
1099	Spectrogram 1	1	208257.295482126	208257.295482126	1238.434	1238.434	67653638.220517015556.wav	0.0000	1242.188	1242.188	0.000	BS				
1100	Spectrogram 1	1	208271.085993365	208271.085993365	886.121	886.121	67653638.220517015556.wav	0.0000	890.625	890.625	0.000	BS				
1101	Spectrogram 1	1	208398.658252450	208398.658252450	1227.758	1227.758	67653638.220517015556.wav	0.0000	1230.469	1230.469	0.000	BS				
1102	Spectrogram 1	1	208561.264650320	208561.264650320	747.331	747.331	67653638.220517020056.wav	0.0000	750.000	750.000	0.000	BS				
1103	Spectrogram 1	1	208596.839202312	208596.839202312	619.217	619.217	67653638.220517020056.wav	0.0000	621.094	621.094	0.000	RS	BARK		RS bark	
1104	Spectrogram 1	1	208722.693980357	208722.693980357	1142.349	1142.349	67653638.220517020056.wav	0.0000	1136.719	1136.719	0.000	BS				
1105	Spectrogram 1	1	208866.899608773	208866.899608773	1153.025	1153.025	67653638.220517020556.wav	0.0000	1148.438	1148.438	0.000	BS				
1106	Spectrogram 1	1	208982.686980848	208982.686980848	683.274	683.274	67653638.220517020556.wav	0.0000	679.688	679.688	0.000	BS				
1107	Spectrogram 1	1	209061.331217585	209061.331217585	758.007	758.007	67653638.220517020556.wav	0.0000	761.719	761.719	0.000	BS				
1108	Spectrogram 1	1	209264.598877269	209264.598877269	1398.577	1398.577	67653638.220517021056.wav	0.0000	1394.531	1394.531	0.000	BS				
1109	Spectrogram 1	1	209516.812051156	209516.812051156	896.797	896.797	67653638.220517021556.wav	0.0000	902.344	902.344	0.000	BS				
1110	Spectrogram 1	1	209682.834998096	209682.834998096	1088.968	1088.968	67653638.220517021556.wav	0.0000	1089.844	1089.844	0.000	BS				
1111	Spectrogram 1	1	209811.029078050	209811.029078050	704.626	704.626	67653638.220517022056.wav	0.0000	703.125	703.125	0.000	BS				
1112	Spectrogram 1	1	209886.925901850	209886.925901850	1099.644	1099.644	67653638.220517022056.wav	0.0000	1101.562	1101.562	0.000	BS				
1113	Spectrogram 1	1	210084.023468533	210084.023468533	1142.349	1142.349	67653638.220517022556.wav	0.0000	1136.719	1136.719	0.000	BS				
1114	Spectrogram 1	1	210254.203006160	210254.203006160	1120.996	1120.996	67653638.220517022556.wav	0.0000	1125.000	1125.000	0.000	BS				
1115	Spectrogram 1	1	210428.978804176	210428.978804176	1110.320	1110.320	67653638.220517023056.wav	0.0000	1113.281	1113.281	0.000	BS				
1116	Spectrogram 1	1	210566.455593924	210566.455593924	501.779	501.779	67653638.220517023056.wav	0.0000	503.906	503.906	0.000	BS				
1117	Spectrogram 1	1	210629.789796599	210629.789796599	725.979	725.979	67653638.220517023556.wav	0.0000	726.562	726.562	0.000	BS				
1118	Spectrogram 1	1	210804.551573694	210804.551573694	1259.786	1259.786	67653638.220517023556.wav	0.0000	1265.625	1265.625	0.000	BS				
1119	Spectrogram 1	1	210843.998941834	210843.998941834	672.598	672.598	67653638.220517023556.wav	0.0000	667.969	667.969	0.000	BS				
1120	Spectrogram 1	1	210881.228764122	210881.228764122	555.160	555.160	67653638.220517023556.wav	0.0000	550.781	550.781	0.000	BS				
1121	Spectrogram 1	1	210952.405840481	210952.405840481	1313.167	1313.167	67653638.220517024056.wav	0.0000	1312.500	1312.500	0.000	BS				
1122	Spectrogram 1	1	211059.218775974	211059.218775974	928.826	928.826	67653638.220517024056.wav	0.0000	925.781	925.781	0.000	BS				
1123	Spectrogram 1	1	211093.037306661	211093.037306661	992.883	992.883	67653638.220517024056.wav	0.0000	996.094	996.094	0.000	BS				
1124	Spectrogram 1	1	211183.984935892	211183.984935892	672.598	672.598	67653638.220517024056.wav	0.0000	667.969	667.969	0.000	BS				
1125	Spectrogram 1	1	211261.111387436	211261.111387436	1419.929	1419.929	67653638.220517024556.wav	0.0000	1417.969	1417.969	0.000	BS				
1126	Spectrogram 1	1	211329.894024776	211329.894024776	1270.463	1270.463	67653638.220517024556.wav	0.0000	1265.625	1265.625	0.000	BS				
1127	Spectrogram 1	1	211464.290593090	211464.290593090	725.979	725.979	67653638.220517024556.wav	0.0000	726.562	726.562	0.000	BS				
1128	Spectrogram 1	1	211611.424067436	211611.424067436	1099.644	1099.644	67653638.220517025056.wav	0.0000	1101.562	1101.562	0.000	BS				
1129	Spectrogram 1	1	211696.922404827	211696.922404827	651.246	651.246	67653638.220517025056.wav	0.0000	656.250	656.250	0.000	BS				
1130	Spectrogram 1	1	211790.196179500	211790.196179500	1249.110	1249.110	67653638.220517025056.wav	0.0000	1253.906	1253.906	0.000	BS				
1131	Spectrogram 1	1	211871.868093002	211871.868093002	1195.730	1195.730	67653638.220517025556.wav	0.0000	1195.312	1195.312	0.000	BS				
1132	Spectrogram 1	1	211946.591343405	211946.591343405	1110.320	1110.320	67653638.220517025556.wav	0.0000	1113.281	1113.281	0.000	BS				
1133	Spectrogram 1	1	212016.312835267	212016.312835267	1270.463	1281.139	67653638.220517025556.wav	0.0000	1277.344	1277.344	10.676	BS				
1134	Spectrogram 1	1	212089.637390874	212089.637390874	1120.996	1120.996	67653638.220517025556.wav	0.0000	1125.000	1125.000	0.000	BS				
1135	Spectrogram 1	1	212163.522487924	212163.522487924	1153.025	1153.025	67653638.220517030056.wav	0.0000	1148.438	1148.438	0.000	BS				
1136	Spectrogram 1	1	212363.629340361	212363.629340361	373.665	373.665	67653638.220517030056.wav	0.0000	375.000	375.000	0.000	BS				
1137	Spectrogram 1	1	212431.624618511	212431.624618511	1206.406	1206.406	67653638.220517030556.wav	0.0000	1207.031	1207.031	0.000	BS				
1138	Spectrogram 1	1	212558.779994802	212558.779994802	811.388	811.388	67653638.220517030556.wav	0.0000	808.594	808.594	0.000	RS	MAYBE YELP		RS - unknown call	
1139	Spectrogram 1	1	212581.693808909	212581.693808909	512.195	512.195	67653638.220517030556.wav	0.0000	515.625	515.625	0.000	BS			Yes	
1140	Spectrogram 1	1	212635.021013477	212635.021013477	790.036	790.036	67653638.220517030556.wav	0.0000	785.156	785.156	0.000	BS				
1141	Spectrogram 1	1	212684.718844206	212684.718844206	1024.911	1024.911	67653638.220517030556.wav	0.0000	1019.531	1019.531	0.000	BS				
1142	Spectrogram 1	1	212807.602873066	212807.602873066	1207.469	1207.469	67653638.220517031056.wav	0.0000	1207.031	1207.031	0.000	BS				
1143	Spectrogram 1	1	212857.398833085	212857.398833085	1185.053	1185.053	67653638.220517031056.wav	0.0000	1183.594	1183.594	0.000	BS				
1144	Spectrogram 1	1	213017.843735754	213017.843735754	1430.605	1430.605	67653638.220517031556.wav	0.0000	1429.688	1429.688	0.000	BS				
1145	Spectrogram 1	1	213164.720603765	213164.720603765	1761.566	1761.566	67653638.220517031556.wav	0.0000	1757.812	1757.812	0.000	BS				
1146	Spectrogram 1	1	213365.052521585	213365.052521585	1419.929	1419.929	67653638.220517032056.wav	0.0000	1417.969	1417.969	0.000	BS				
1147	Spectrogram 1	1	213558.080214512	213558.080214512	886.121	886.121	67653638.220517032056.wav	0.0000	890.625	890.625	0.000	BS				
1148	Spectrogram 1	1	213710.693624276	213710.693624276	1302.491	1302.491	67653638.220517032556.wav	0.0000	1300.781	1300.781	0.000	BS				
1149	Spectrogram 1	1	213842.458386994	213842.458386994	747.331	747.331	67653638.220517032556.wav	0.0000	750.000	750.000	0.000	BS				
1150	Spectrogram 1	1	214060.798726410	214060.798726410	1281.139	1281.139	67653638.220517033056.wav	0.0000	1277.344	1277.344	0.000	BS				
1151	Spectrogram 1	1	214280.705000364	214280.705000364	1014.235	1014.235	67653638.220517033556.wav	0.0000	1019.531	1019.531	0.000	BS				
1152	Spectrogram 1	1	214525.683103804	214525.683103804	1217.082	1217.082	67653638.220517034056.wav	0.0000	1218.750	1218.750	0.000	BS				
1153	Spectrogram 1	1	214661.473976614	214661.473976614	747.331	747.331	67653638.220517034056.wav	0.0000	750.000	750.000	0.000	BS				
1154	Spectrogram 1	1	214854.244156017	214854.244156017	1024.911	1024.911	67653638.220517034556.wav	0.0000	1019.531	1019.531	0.000	BS				
1155	Spectrogram 1	1	215032.590630498	215032.590630498	1430.605	1430.605	67653638.220517034556.wav	0.0000	1429.688	1429.688	0.000	BS				
1156	Spectrogram 1	1	215247.962854578	215247.962854578	832.740	832.740	67653638.220517035056.wav	0.0000	832.031	832.031	0.000	BS				
1157	Spectrogram 1	1	215395.028008958	215395.028008958	758.007	758.007	67653638.220517035056.wav	0.0000	761.719	761.719	0.000	BS				
1158	Spectrogram 1	1	215509.432439818	215509.432439818	1067.616	1067.616	67653638.220517035556.wav	0.0000	1066.406	1066.406	0.000	BS				
1159	Spectrogram 1	1	215705.600778612	215705.600778612	1259.786	1259.786	67653638.220517035556.wav	0.0000	1265.625	1265.625	0.000	BS				
1160	Spectrogram 1	1	220193.393740419	220193.393740419	192.171	192.171	67653638.220517051056.wav	0.0000	187.500	187.500	0.000	RS	GROWL		RS growl	
1161	Spectrogram 1	1	220201.550157086	220201.550157086	192.171	192.171	67653638.220517051056.wav	0.0000	187.500	187.500	0.000	RS	GROWL		RS growl	
1162	Spectrogram 1	1	220208.913982902	220208.913982902	170.819	170.819	67653638.220517051056.wav	0.0000	175.781	175.781	0.000	RS	GROWL		RS growl	
1163	Spectrogram 1	1	220215.883654517	220215.883654517	651.246	651.246	67653638.220517051556.wav	0.0000	656.250	656.250	0.000	RS	YELP		RS yelp	
1164	Spectrogram 1	1	220239.675047484	220240.879286405	108.434	240.964	67653638.220517051556.wav	1.2042	164.062	164.062	132.530	RS	GROWL		RS growl	
1165	Spectrogram 1	1	220242.427716911	220242.427716911	651.246	651.246	67653638.220517051556.wav	0.0000	656.250	656.250	0.000	RS?	YELP		RS yelp	
1166	Spectrogram 1	1	220244.219624425	220244.219624425	234.875	234.875	67653638.220517051556.wav	0.0000	234.375	234.375	0.000	RS?	GROWL		RS growl	
1167	Spectrogram 1	1	220246.334706315	220247.192124426	96.386	216.867	67653638.220517051556.wav	0.8574	152.344	175.781	120.481	RS	GROWL		RS growl	
1168	Spectrogram 1	1	220249.918521344	220250.756671633	96.386	216.867	67653638.220517051556.wav	0.8382	175.781	175.781	120.481	RS	GROWL		RS growl	
1169	Spectrogram 1	1	220285.535104202	220285.535104202	138.790	138.790	67653638.220517051556.wav	0.0000	140.625	140.625	0.000	RS	MAYBE GROWL		RS - unknown call, maybe growl?	
1170	Spectrogram 1	1	220286.190210175	220286.190210175	256.228	256.228	67653638.220517051556.wav	0.0000	257.812	257.812	0.000	RS	GROWL		Growl	
1171	Spectrogram 1	1	220287.242913972	220287.242913972	213.523	213.523	67653638.220517051556.wav	0.0000	210.938	210.938	0.000	RS	BARK		Bark	
1172	Spectrogram 1	1	220287.782413008	220287.782413008	192.171	192.171	67653638.220517051556.wav	0.0000	187.500	187.500	0.000	RS	GROWL		Growl	
1173	Spectrogram 1	1	220288.659098943	220288.659098943	277.580	277.580	67653638.220517051556.wav	0.0000	281.250	281.250	0.000	RS	GROWL		Growl	
1174	Spectrogram 1	1	220290.123453470	220290.335399520	47.742	132.530	67653638.220517051556.wav	0.2119	93.750	82.031	84.788	RS	BARK			
1175	Spectrogram 1	1	220305.027116388	220305.027116388	790.036	790.036	67653638.220517051556.wav	0.0000	785.156	785.156	0.000	RS	YELP		RS yelp	
1176	Spectrogram 1	1	220478.477820316	220478.477820316	576.512	576.512	67653638.220517051556.wav	0.0000	574.219	574.219	0.000	RS	YELP		RS yelp	
1177	Spectrogram 1	1	220546.665776692	220546.665776692	1265.823	1265.823	67653638.220517052056.wav	0.0000	1265.625	1265.625	0.000	RS	YELP		Yelp	
1178	Spectrogram 1	1	220548.525121587	220548.525121587	1163.701	1163.701	67653638.220517052056.wav	0.0000	1160.156	1160.156	0.000	RS	YELP		Yelp	
1179	Spectrogram 1	1	220549.844967444	220549.844967444	886.121	886.121	67653638.220517052056.wav	0.0000	890.625	890.625	0.000	RS	YELP		Yelp	
1180	Spectrogram 1	1	220662.317381083	220662.317381083	138.790	138.790	67653638.220517052056.wav	0.0000	140.625	140.625	0.000	BH	MOAN		BH moan	
1181	Spectrogram 1	1	220667.991754878	220667.991754878	224.199	224.199	67653638.220517052056.wav	0.0000	222.656	222.656	0.000	BH	MOAN		BH moan	
1182	Spectrogram 1	1	220665.112093118	220665.112093118	149.466	149.466	67653638.220517052056.wav	0.0000	152.344	152.344	0.000	BH	MOAN		BH moan	
1183	Spectrogram 1	1	220672.889283567	220672.889283567	138.790	138.790	67653638.220517052056.wav	0.0000	140.625	140.625	0.000	BH	MOAN		BH moan	
1184	Spectrogram 1	1	220676.107009964	220676.107009964	138.790	138.790	67653638.220517052056.wav	0.0000	140.625	140.625	0.000	BH	MOAN		BH moan	
1185	Spectrogram 1	1	220679.045352932	220679.045352932	192.171	192.171	67653638.220517052056.wav	0.0000	187.500	187.500	0.000	BH	MOAN		BH moan	
1186	Spectrogram 1	1	220682.246440101	220682.246440101	181.495	181.495	67653638.220517052056.wav	0.0000	175.781	175.781	0.000	BH	MOAN		BH moan	
1187	Spectrogram 1	1	220686.141162939	220686.141162939	160.142	160.142	67653638.220517052056.wav	0.0000	164.062	164.062	0.000	BH	MOAN		BH moan	
1188	Spectrogram 1	1	220689.628638855	220689.628638855	192.171	192.171	67653638.220517052056.wav	0.0000	187.500	187.500	0.000	BH	MOAN		BH moan	
1189	Spectrogram 1	1	220694.034845973	220694.034845973	202.847	202.847	67653638.220517052056.wav	0.0000	199.219	199.219	0.000	BH	MOAN		BH moan	
1190	Spectrogram 1	1	220699.045353003	220699.045353003	181.495	181.495	67653638.220517052056.wav	0.0000	175.781	175.781	0.000	BH	MOAN		BH moan	
1191	Spectrogram 1	1	220715.122595671	220715.122595671	202.847	202.847	67653638.220517052056.wav	0.0000	199.219	199.219	0.000	BH	MOAN		BH moan	
1192	Spectrogram 1	1	220726.314575446	220726.314575446	160.142	160.142	67653638.220517052056.wav	0.0000	164.062	164.062	0.000	BH	MOAN		BH moan	
1193	Spectrogram 1	1	220729.561203577	220729.561203577	170.819	170.819	67653638.220517052056.wav	0.0000	175.781	175.781	0.000	BH	MOAN		BH moan	
1194	Spectrogram 1	1	220733.814133952	220733.814133952	181.495	181.495	67653638.220517052056.wav	0.0000	175.781	175.781	0.000	BH	MOAN		BH moan	
1195	Spectrogram 1	1	220738.968279194	220738.968279194	170.819	170.819	67653638.220517052056.wav	0.0000	175.781	175.781	0.000	BH	MOAN		BH moan	
1196	Spectrogram 1	1	220742.686968982	220742.686968982	234.875	234.875	67653638.220517052056.wav	0.0000	234.375	234.375	0.000	BH	MOAN		BH moan	
1197	Spectrogram 1	1	220765.980891663	220765.980891663	128.114	128.114	67653638.220517052056.wav	0.0000	128.906	128.906	0.000	BH	MOAN		BH moan	
1198	Spectrogram 1	1	220769.470113816	220769.470113816	149.466	149.466	67653638.220517052056.wav	0.0000	152.344	152.344	0.000	BH	MOAN		BH moan	
1199	Spectrogram 1	1	220777.829725608	220777.829725608	213.523	213.523	67653638.220517052056.wav	0.0000	210.938	210.938	0.000	BH	MOAN		BH moan	
1200	Spectrogram 1	1	220774.823945261	220774.823945261	234.875	234.875	67653638.220517052056.wav	0.0000	234.375	234.375	0.000	BH	MOAN		BH moan	
1201	Spectrogram 1	1	221655.097198382	221655.627063507	506.329	1696.203	67653638.220517053556.wav	0.5299	750.000	703.125	1189.874	RS	YELP	GOOD	Yelp	
1202	Spectrogram 1	1	221744.121550973	221747.204402611	594.937	1012.658	67653638.220517054056.wav	3.0829	785.156	902.344	417.721	RS	MAYBE YELP		RS - unknown call	
1203	Spectrogram 1	1	221757.516180250	221758.730053082	139.241	240.506	67653638.220517054056.wav	1.2139	187.500	187.500	101.265	RS	GROWL		RS growl	
1204	Spectrogram 1	1	221762.474150870	221762.474150870	747.331	747.331	67653638.220517054056.wav	0.0000	750.000	750.000	0.000	RS	YELP		Yelp	
1205	Spectrogram 1	1	221763.630220234	221763.630220234	181.495	181.495	67653638.220517054056.wav	0.0000	175.781	175.781	0.000	RS	GROWL		RS growl	
1206	Spectrogram 1	1	221768.562782855	221768.562782855	138.790	138.790	67653638.220517054056.wav	0.0000	140.625	140.625	0.000	RS	GROWL		RS growl	
1207	Spectrogram 1	1	221777.788557734	221777.788557734	106.762	106.762	67653638.220517054056.wav	0.0000	105.469	105.469	0.000	RS	GROWL		RS growl	
1208	Spectrogram 1	1	221771.960041356	221771.960041356	138.790	138.790	67653638.220517054056.wav	0.0000	140.625	140.625	0.000	RS	GROWL		RS growl	
