Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Begin File	Begin Hour	Begin Date	Species	Call type	Comments	Quantity	WH	KZ Done?
1821	Spectrogram 1	1	90021.281260000	90021.281260000	975.265	975.265	67145740.220518190840.wav	25		RS	YELP				Y
1823	Spectrogram 1	1	90126.253230000	90126.253230000	975.265	975.265	67145740.220518190840.wav	25		RS	YELP				Y
1825	Spectrogram 1	1	90137.749120000	90138.144110000	763.251	1452.297	67145740.220518190840.wav	25		RS	YELP				Y
1826	Spectrogram 1	1	90138.539100000	90138.539100000	1028.269	1028.269	67145740.220518190840.wav	25		RS	YELP				Y
1827	Spectrogram 1	1	90139.743340000	90139.743340000	742.049	742.049	67145740.220518190840.wav	25		RS	YELP				Y
1833	Spectrogram 1	1	90558.659090000	90558.659090000	1060.071	1060.071	67145740.220518191340.wav	25		RS	YELP				Y
1834	Spectrogram 1	1	90561.520370000	90561.520370000	1166.078	1166.078	67145740.220518191340.wav	25		RS	YELP				Y
1864	Spectrogram 1	1	93406.329440000	93406.329440000	1484.099	1484.099	67145740.220518200340.wav	25		RS	YELP				Y
1869	Spectrogram 1	1	93663.030270000	93663.030270000	901.060	901.060	67145740.220518200840.wav	26		RS	YELP				Y
1870	Spectrogram 1	1	93666.016780000	93666.016780000	1038.869	1038.869	67145740.220518200840.wav	26		RS	YELP				Y
1871	Spectrogram 1	1	93672.024840000	93672.024840000	879.859	879.859	67145740.220518200840.wav	26		RS	YELP				Y
1875	Spectrogram 1	1	93987.508280000	93987.508280000	1176.678	1176.678	67145740.220518201340.wav	26		RS	YELP				Y
1876	Spectrogram 1	1	93992.421580000	93992.421580000	1028.269	1028.269	67145740.220518201340.wav	26		RS	YELP				Y
1883	Spectrogram 1	1	94518.123980000	94518.123980000	901.060	901.060	67145740.220518202340.wav	26		RS	BARK				Y
1884	Spectrogram 1	1	94519.723210000	94519.723210000	954.064	954.064	67145740.220518202340.wav	26		RS	YELP				Y
1885	Spectrogram 1	1	94520.339780000	94520.339780000	742.049	742.049	67145740.220518202340.wav	26		RS	BARK				Y
1886	Spectrogram 1	1	94521.563290000	94521.563290000	795.053	795.053	67145740.220518202340.wav	26		RS	BARK				Y
1887	Spectrogram 1	1	94522.199120000	94522.199120000	1219.081	1219.081	67145740.220518202340.wav	26		RS	YELP				Y
1888	Spectrogram 1	1	94522.565210000	94522.565210000	826.855	826.855	67145740.220518202340.wav	26		RS	BARK				Y
1892	Spectrogram 1	1	94815.107690000	94815.107690000	795.053	795.053	67145740.220518202840.wav	26		RS	YELP				Y
1893	Spectrogram 1	1	94819.221370000	94819.221370000	901.060	901.060	67145740.220518202840.wav	26		RS	YELP				Y
1894	Spectrogram 1	1	94821.591310000	94821.591310000	742.049	742.049	67145740.220518202840.wav	26		RS	YELP				Y
1895	Spectrogram 1	1	94824.317710000	94824.317710000	826.855	826.855	67145740.220518202840.wav	26		RS	YELP				Y
1896	Spectrogram 1	1	94827.240290000	94827.240290000	636.042	636.042	67145740.220518202840.wav	26		RS	YELP				Y
1898	Spectrogram 1	1	94919.056720000	94926.002770000	720.848	1303.887	67145740.220518202840.wav	26		RS	YELP		7		Y
1900	Spectrogram 1	1	94928.610050000	94928.610050000	1113.074	1113.074	67145740.220518202840.wav	26		RS	YELP			RS yelp	Y
1901	Spectrogram 1	1	94930.565730000	94930.565730000	752.650	752.650	67145740.220518202840.wav	26		RS	BARK				Y
1902	Spectrogram 1	1	94931.692900000	94931.692900000	816.254	816.254	67145740.220518202840.wav	26		RS	BARK				Y
1903	Spectrogram 1	1	94930.960720000	94930.960720000	742.049	742.049	67145740.220518202840.wav	26		RS	BARK				Y
1904	Spectrogram 1	1	94931.172670000	94931.172670000	625.442	625.442	67145740.220518202840.wav	26		RS	BARK				Y
1910	Spectrogram 1	1	95455.528960000	95455.528960000	710.247	710.247	67145740.220518203840.wav	26		RS	YELP				Y
1914	Spectrogram 1	1	95764.435070000	95764.435070000	996.466	996.466	67145740.220518204340.wav	26		RS	YELP				Y
1917	Spectrogram 1	1	95885.449250000	95885.921310000	728.873	1235.915	67145740.220518204340.wav	26		RS	YELP		2		Y
1918	Spectrogram 1	1	95889.966670000	95889.966670000	327.465	327.465	67145740.220518204340.wav	26		RS	BARK				Y
1919	Spectrogram 1	1	95890.775920000	95893.165130000	95.070	443.662	67145740.220518204340.wav	26		RS	BARK		3		Y
1922	Spectrogram 1	1	96005.257460000	96005.257460000	845.070	845.070	67145740.220518204340.wav	26		RS	YELP				Y
1923	Spectrogram 1	1	96006.403890000	96006.403890000	940.141	940.141	67145740.220518204340.wav	26		RS	BARK				Y
1924	Spectrogram 1	1	96009.997340000	96009.997340000	855.634	855.634	67145740.220518204840.wav	26		RS	YELP				Y
1929	Spectrogram 1	1	96291.765600000	96291.765600000	1193.662	1193.662	67145740.220518204840.wav	26		RS	YELP				Y
1933	Spectrogram 1	1	96531.005380000	96531.005380000	971.831	971.831	67145740.220518205340.wav	26		RS	YELP				Y
1934	Spectrogram 1	1	96534.271270000	96534.271270000	919.014	919.014	67145740.220518205340.wav	26		RS	YELP				Y
1938	Spectrogram 1	1	96858.970880000	96858.970880000	1161.972	1161.972	67145740.220518205840.wav	26		RS	YELP				Y
1939	Spectrogram 1	1	96860.078780000	96860.078780000	1330.986	1330.986	67145740.220518205840.wav	26		RS	YELP				Y
1940	Spectrogram 1	1	96860.560480000	96860.560480000	633.803	633.803	67145740.220518205840.wav	26		RS	BARK				Y
1941	Spectrogram 1	1	96867.278830000	96867.278830000	1436.620	1436.620	67145740.220518205840.wav	26		RS	YELP				Y
1942	Spectrogram 1	1	96867.770160000	96867.770160000	507.042	507.042	67145740.220518205840.wav	26		RS	BARK				Y
1943	Spectrogram 1	1	96934.238010000	96934.584830000	908.451	1605.634	67145740.220518210340.wav	26		RS	YELP				Y
1944	Spectrogram 1	1	96934.816040000	96934.912380000	126.761	211.268	67145740.220518210340.wav	26		RS	BARK				Y
1945	Spectrogram 1	1	96937.850720000	96937.850720000	1288.732	1288.732	67145740.220518210340.wav	26		RS	YELP				Y
1946	Spectrogram 1	1	96938.823750000	96938.823750000	813.380	813.380	67145740.220518210340.wav	26		RS	BARK				Y
1948	Spectrogram 1	1	97059.812540000	97059.812540000	1246.479	1246.479	67145740.220518210340.wav	26		RS	YELP				Y
1949	Spectrogram 1	1	97060.573620000	97060.573620000	739.437	739.437	67145740.220518210340.wav	26		RS	BARK				Y
1950	Spectrogram 1	1	97062.249920000	97062.249920000	697.183	697.183	67145740.220518210340.wav	26		RS	BARK				Y
1951	Spectrogram 1	1	97062.750880000	97062.750880000	1056.338	1056.338	67145740.220518210340.wav	26		RS	YELP				Y
1952	Spectrogram 1	1	97063.165140000	97063.165140000	665.493	665.493	67145740.220518210340.wav	26		RS	BARK				Y
1953	Spectrogram 1	1	97118.102960000	97118.102960000	1014.085	1014.085	67145740.220518210340.wav	26		RS	YELP				Y
1954	Spectrogram 1	1	97125.589370000	97125.589370000	1024.648	1024.648	67145740.220518210340.wav	26		RS	YELP				Y
1955	Spectrogram 1	1	97126.562400000	97126.562400000	739.437	739.437	67145740.220518210340.wav	26		RS	YELP				Y
1956	Spectrogram 1	1	97133.903440000	97133.903440000	1140.845	1140.845	67145740.220518210340.wav	26		RS	YELP				Y
1958	Spectrogram 1	1	97135.909050000	97135.909050000	1468.310	1468.310	67145740.220518210340.wav	26		RS	YELP				Y
1959	Spectrogram 1	1	97137.305970000	97137.305970000	1309.859	1309.859	67145740.220518210340.wav	26		RS	YELP				Y
1961	Spectrogram 1	1	97156.300520000	97156.300520000	919.014	919.014	67145740.220518210340.wav	26		RS	YELP				Y
1962	Spectrogram 1	1	97157.331350000	97157.331350000	1035.211	1035.211	67145740.220518210340.wav	26		RS	YELP				Y
1964	Spectrogram 1	1	97172.121180000	97172.121180000	845.070	845.070	67145740.220518210340.wav	26		RS	YELP				Y
1965	Spectrogram 1	1	97174.288810000	97174.288810000	855.634	855.634	67145740.220518210340.wav	26		RS	YELP				Y
1966	Spectrogram 1	1	97175.146230000	97175.146230000	179.577	179.577	67145740.220518210340.wav	26		RS	GROWL				Y
1968	Spectrogram 1	1	97210.966860000	97210.966860000	1014.085	1014.085	67145740.220518210840.wav	27		RS	YELP				Y
1969	Spectrogram 1	1	97211.882080000	97211.882080000	1098.592	1098.592	67145740.220518210840.wav	27		RS	YELP				Y
1973	Spectrogram 1	1	97435.075260000	97435.075260000	919.014	919.014	67145740.220518210840.wav	27		RS	YELP				Y
1979	Spectrogram 1	1	97803.544370000	97803.544370000	1003.521	1003.521	67145740.220518211340.wav	27		RS	YELP				Y
1980	Spectrogram 1	1	97804.324720000	97804.324720000	992.958	992.958	67145740.220518211340.wav	27		RS	YELP				Y
2006	Spectrogram 1	1	98563.840370000	98563.840370000	1056.338	1056.338	67145740.220518212840.wav	27		RS	YELP				Y
2007	Spectrogram 1	1	98565.429970000	98565.429970000	1003.521	1003.521	67145740.220518212840.wav	27		RS	YELP				Y
2008	Spectrogram 1	1	98574.578700000	98574.578700000	760.563	760.563	67145740.220518212840.wav	27		RS	YELP				Y
2009	Spectrogram 1	1	98588.648600000	98588.648600000	1066.901	1066.901	67145740.220518212840.wav	27		RS	YELP				Y
2010	Spectrogram 1	1	98604.642630000	98606.723550000	549.296	1214.789	67145740.220518212840.wav	27		RS	YELP		4		Y
2011	Spectrogram 1	1	98610.717260000	98618.723040000	338.028	1140.845	67145740.220518212840.wav	27		RS	YELP		10		Y
2012	Spectrogram 1	1	98628.398090000	98628.398090000	715.302	715.302	67145740.220518212840.wav	27		RS	YELP				Y
2013	Spectrogram 1	1	98631.326800000	98631.326800000	790.036	790.036	67145740.220518212840.wav	27		RS	YELP				Y
2017	Spectrogram 1	1	98727.090530000	98727.456620000	1494.662	1718.861	67145740.220518213340.wav	27		RS	YELP				Y
2018	Spectrogram 1	1	98728.371840000	98728.371840000	1804.270	1804.270	67145740.220518213340.wav	27		RS	YELP				Y
2019	Spectrogram 1	1	98728.641590000	98728.795730000	138.790	202.847	67145740.220518213340.wav	27		RS	BARK				Y
2020	Spectrogram 1	1	98741.583430000	98741.872450000	1473.310	1911.032	67145740.220518213340.wav	27		RS	YELP				Y
2021	Spectrogram 1	1	98742.122930000	98742.122930000	469.751	469.751	67145740.220518213340.wav	27		RS	BARK				Y
2032	Spectrogram 1	1	99174.143410000	99174.143410000	886.121	886.121	67145740.220518213840.wav	27		RS	YELP				Y
2033	Spectrogram 1	1	99174.923760000	99174.923760000	277.580	277.580	67145740.220518213840.wav	27		RS	GROWL				Y
2034	Spectrogram 1	1	99176.388110000	99176.388110000	587.189	587.189	67145740.220518213840.wav	27		RS	YELP				Y
2035	Spectrogram 1	1	99177.004680000	99177.004680000	202.847	202.847	67145740.220518213840.wav	27		RS	GROWL				Y
2036	Spectrogram 1	1	99178.902560000	99178.902560000	683.274	683.274	67145740.220518213840.wav	27		RS	YELP				Y
2037	Spectrogram 1	1	99181.541370000	99181.541370000	822.064	822.064	67145740.220518213840.wav	27		RS	YELP				Y
2038	Spectrogram 1	1	99182.890120000	99182.890120000	245.552	245.552	67145740.220518213840.wav	27		RS	GROWL				Y
2039	Spectrogram 1	1	99184.682020000	99184.682020000	213.523	213.523	67145740.220518213840.wav	27		RS	GROWL				Y
2040	Spectrogram 1	1	99186.156010000	99186.156010000	790.036	790.036	67145740.220518213840.wav	27		RS	YELP				Y
2050	Spectrogram 1	1	99534.326460000	99534.326460000	1067.616	1067.616	67145740.220518214340.wav	27		RS	YELP				Y
2054	Spectrogram 1	1	99663.711640000	99663.711640000	1035.587	1035.587	67145740.220518214840.wav	27		RS	YELP				Y
2055	Spectrogram 1	1	99664.061970000	99664.630380000	128.114	864.769	67145740.220518214840.wav	27		RS	BARK		3		Y
2061	Spectrogram 1	1	99843.399860000	99843.534730000	693.950	939.502	67145740.220518214840.wav	27		RS	YELP				Y
2083	Spectrogram 1	1	100506.413500000	100511.953000000	10.676	1366.548	67145740.220518215840.wav	27		RS	BARK		14		Y
2085	Spectrogram 1	1	100539.551500000	100543.636300000	138.790	1398.577	67145740.220518220340.wav	27		RS	YELP		12		Y
2093	Spectrogram 1	1	100768.568900000	100768.568900000	950.178	950.178	67145740.220518220340.wav	27		RS	YELP				Y
2099	Spectrogram 1	1	100908.744000000	100908.744000000	1500.000	1500.000	67145740.220518220840.wav	28		RS	YELP				Y
2100	Spectrogram 1	1	100910.863500000	100910.863500000	1500.000	1500.000	67145740.220518220840.wav	28		RS	YELP				Y
2101	Spectrogram 1	1	100914.658400000	100914.658400000	1360.714	1360.714	67145740.220518220840.wav	28		RS	YELP				Y
2102	Spectrogram 1	1	100915.217200000	100915.217200000	514.286	514.286	67145740.220518220840.wav	28		RS	BARK				Y
2103	Spectrogram 1	1	100916.459900000	100916.835700000	1082.143	1489.286	67145740.220518220840.wav	28		RS	YELP				Y
2104	Spectrogram 1	1	100917.182500000	100917.182500000	632.143	632.143	67145740.220518220840.wav	28		RS	BARK				Y
2105	Spectrogram 1	1	100920.188300000	100920.188300000	1446.429	1446.429	67145740.220518220840.wav	28		RS	YELP				Y
2106	Spectrogram 1	1	100920.621800000	100920.621800000	996.429	996.429	67145740.220518220840.wav	28		RS	BARK				Y
2111	Spectrogram 1	1	101084.104900000	101084.326500000	1125.000	1864.286	67145740.220518220840.wav	28		RS	YELP				Y
2120	Spectrogram 1	1	101274.096100000	101274.096100000	1082.143	1082.143	67145740.220518221340.wav	28		RS	YELP				Y
2122	Spectrogram 1	1	101291.771700000	101291.771700000	964.286	964.286	67145740.220518221340.wav	28		RS	YELP				Y
2123	Spectrogram 1	1	101303.551400000	101303.551400000	728.571	728.571	67145740.220518221340.wav	28		RS	YELP				Y
2124	Spectrogram 1	1	101310.478200000	101310.478200000	600.000	600.000	67145740.220518221340.wav	28		RS	YELP				Y
2134	Spectrogram 1	1	101695.191800000	101695.191800000	750.000	750.000	67145740.220518221840.wav	28		RS	YELP				Y
2149	Spectrogram 1	1	102138.694100000	102138.906100000	1392.857	1746.429	67145740.220518222840.wav	28		RS	YELP				Y
2150	Spectrogram 1	1	102139.975400000	102139.975400000	1553.571	1553.571	67145740.220518222840.wav	28		RS	YELP				Y
2151	Spectrogram 1	1	102140.457100000	102140.620900000	107.143	267.857	67145740.220518222840.wav	28		RS	BARK				Y
2152	Spectrogram 1	1	102142.008200000	102142.008200000	1575.000	1575.000	67145740.220518222840.wav	28		RS	YELP				Y
2153	Spectrogram 1	1	102142.509200000	102142.509200000	846.429	846.429	67145740.220518222840.wav	28		RS	BARK				Y
2154	Spectrogram 1	1	102143.424400000	102143.424400000	1382.143	1382.143	67145740.220518222840.wav	28		RS	YELP				Y
2155	Spectrogram 1	1	102143.867500000	102143.867500000	267.857	267.857	67145740.220518222840.wav	28		RS	BARK				Y
2157	Spectrogram 1	1	102164.111000000	102164.351900000	1371.429	1757.143	67145740.220518222840.wav	28		RS	YELP				Y
2158	Spectrogram 1	1	102165.026200000	102165.228500000	128.571	246.429	67145740.220518222840.wav	28		RS	BARK				Y
2159	Spectrogram 1	1	102165.691000000	102165.691000000	1628.571	1628.571	67145740.220518222840.wav	28		RS	YELP				Y
2160	Spectrogram 1	1	102166.317200000	102166.317200000	546.429	546.429	67145740.220518222840.wav	28		RS	BARK				Y
2161	Spectrogram 1	1	102166.635100000	102167.039700000	1146.429	1671.429	67145740.220518222840.wav	28		RS	YELP				Y
2162	Spectrogram 1	1	102167.577500000	102167.577500000	525.000	525.000	67145740.220518222840.wav	28		RS	BARK				Y
2163	Spectrogram 1	1	102167.962800000	102167.962800000	439.286	439.286	67145740.220518222840.wav	28		RS	BARK				Y
2164	Spectrogram 1	1	102168.608300000	102168.608300000	1500.000	1500.000	67145740.220518222840.wav	28		RS	YELP				Y
2165	Spectrogram 1	1	102168.993600000	102169.186300000	117.857	203.571	67145740.220518222840.wav	28		RS	BARK				Y
2166	Spectrogram 1	1	102169.244100000	102169.244100000	1425.000	1425.000	67145740.220518222840.wav	28		RS	YELP				Y
2167	Spectrogram 1	1	102169.600600000	102169.600600000	492.857	492.857	67145740.220518222840.wav	28		RS	BARK				Y
2168	Spectrogram 1	1	102182.206100000	102182.437300000	1092.857	1725.000	67145740.220518222840.wav	28		RS	YELP				Y
2169	Spectrogram 1	1	102182.822700000	102182.996100000	139.286	225.000	67145740.220518222840.wav	28		RS	BARK				Y
2170	Spectrogram 1	1	102193.059100000	102193.232500000	1210.714	1596.429	67145740.220518222840.wav	28		RS	YELP				Y
2171	Spectrogram 1	1	102193.598600000	102193.598600000	750.000	750.000	67145740.220518222840.wav	28		RS	BARK				Y
2172	Spectrogram 1	1	102194.513900000	102194.716200000	1050.000	1660.714	67145740.220518222840.wav	28		RS	YELP				Y
2173	Spectrogram 1	1	102195.034100000	102195.217100000	139.286	235.714	67145740.220518222840.wav	28		RS	BARK				Y
2174	Spectrogram 1	1	102204.071600000	102204.071600000	1478.571	1478.571	67145740.220518222840.wav	28		RS	YELP				Y
2175	Spectrogram 1	1	102204.553300000	102204.553300000	621.429	621.429	67145740.220518222840.wav	28		RS	BARK				Y
2176	Spectrogram 1	1	102214.615500000	102214.615500000	1467.857	1467.857	67145740.220518222840.wav	28		RS	YELP				Y
2177	Spectrogram 1	1	102215.357300000	102215.472900000	139.286	225.000	67145740.220518222840.wav	28		RS	BARK				Y
2178	Spectrogram 1	1	102215.858300000	102216.474800000	1210.714	1832.143	67145740.220518222840.wav	28		RS	YELP				Y
2179	Spectrogram 1	1	102217.515300000	102217.515300000	1457.143	1457.143	67145740.220518222840.wav	28		RS	YELP				Y
2180	Spectrogram 1	1	102220.039400000	102220.241700000	1114.286	1564.286	67145740.220518222840.wav	28		RS	YELP				Y
2181	Spectrogram 1	1	102220.598100000	102220.598100000	578.571	578.571	67145740.220518222840.wav	28		RS	BARK				Y
2182	Spectrogram 1	1	102233.945500000	102233.946400000	1457.143	1457.143	67145740.220518222840.wav	28		RS	YELP				Y
2183	Spectrogram 1	1	102257.959300000	102257.959300000	1478.571	1478.571	67145740.220518222840.wav	28		RS	YELP				Y
2184	Spectrogram 1	1	102258.556600000	102258.816700000	139.286	246.429	67145740.220518222840.wav	28		RS	BARK				Y
2186	Spectrogram 1	1	102259.520000000	102259.520000000	1671.429	1671.429	67145740.220518222840.wav	28		RS	YELP				Y
2191	Spectrogram 1	1	102467.340100000	102467.542400000	1039.286	1489.286	67145740.220518223340.wav	28		RS	YELP				Y
2192	Spectrogram 1	1	102467.754400000	102467.754400000	760.714	760.714	67145740.220518223340.wav	28		RS	BARK				Y
2193	Spectrogram 1	1	102468.554000000	102468.554000000	1628.571	1628.571	67145740.220518223340.wav	28		RS	YELP				Y
2194	Spectrogram 1	1	102501.224300000	102501.551900000	1189.286	1939.286	67145740.220518223340.wav	28		RS	YELP				Y
2195	Spectrogram 1	1	102501.898700000	102502.139600000	160.714	246.429	67145740.220518223340.wav	28		RS	BARK				Y
2196	Spectrogram 1	1	102502.833200000	102503.083700000	1007.143	1360.714	67145740.220518223340.wav	28		RS	YELP				Y
2197	Spectrogram 1	1	102530.175100000	102530.175100000	1275.000	1275.000	67145740.220518223340.wav	28		RS	YELP				Y
2198	Spectrogram 1	1	102534.510400000	102534.510400000	1339.286	1339.286	67145740.220518223340.wav	28		RS	YELP				Y
2199	Spectrogram 1	1	102540.945000000	102540.945000000	1467.857	1467.857	67145740.220518223340.wav	28		RS	YELP				Y
2200	Spectrogram 1	1	102541.561500000	102541.773500000	117.857	246.429	67145740.220518223340.wav	28		RS	BARK				Y
2201	Spectrogram 1	1	102542.072100000	102542.235900000	1328.571	1585.714	67145740.220518223340.wav	28		RS	YELP				Y
2202	Spectrogram 1	1	102542.736900000	102542.736900000	975.000	975.000	67145740.220518223340.wav	28		RS	BARK				Y
2203	Spectrogram 1	1	102544.056700000	102544.056700000	514.286	514.286	67145740.220518223340.wav	28		RS	BARK				Y
2204	Spectrogram 1	1	102544.615500000	102544.615500000	782.143	782.143	67145740.220518223340.wav	28		RS	BARK				Y
2205	Spectrogram 1	1	102545.415100000	102545.415100000	964.286	964.286	67145740.220518223340.wav	28		RS	BARK				Y
2206	Spectrogram 1	1	102545.896800000	102546.272500000	1317.857	1842.857	67145740.220518223340.wav	28		RS	YELP				Y
2207	Spectrogram 1	1	102546.378500000	102546.542300000	160.714	246.429	67145740.220518223340.wav	28		RS	BARK				Y
2208	Spectrogram 1	1	102598.854400000	102598.854400000	1050.000	1050.000	67145740.220518223340.wav	28		RS	YELP				Y
2209	Spectrogram 1	1	102607.588000000	102607.771000000	857.143	1382.143	67145740.220518223840.wav	28		RS	YELP				Y
2210	Spectrogram 1	1	102607.780700000	102608.898200000	203.571	1414.286	67145740.220518223840.wav	28		RS	BARK		4		Y
