Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Begin Path	Begin File	File Offset (s)		KZ Keep? (Y/X/M)	Barks (KZ)	Yelps (KZ)	Overlap (Y/X) (KZ)	Call Type (KZ)	KZ Comment	Bill Check (KZ)
373	Spectrogram 1	1	63846.968910000	63847.213880000	1227.273	1795.455	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220518121204.wav	ST3_Site5_67371018.220518121204.wav	241.5962	363	X	0	1	X	Y		
374	Spectrogram 1	1	68924.670670000	68925.330220000	0.000	477.273	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220518133704.wav	ST3_Site5_67371018.220518133704.wav	218.8953	364	Y	1	0	X	G		
375	Spectrogram 1	1	68926.115400000	68926.372940000	916.667	1363.636	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220518133704.wav	ST3_Site5_67371018.220518133704.wav	220.3401	365	X	0	1	X	Y		
376	Spectrogram 1	1	69414.587070000	69414.832050000	1083.333	1356.061	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220518134704.wav	ST3_Site5_67371018.220518134704.wav	108.7909	366	X	0	1	X	Y		
377	Spectrogram 1	1	69609.771110000	69610.003520000	0.000	454.545	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220518135204.wav	ST3_Site5_67371018.220518135204.wav	3.9214	367	Y	1	0	X	B		
378	Spectrogram 1	1	69610.355280000	69611.686940000	0.000	712.121	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220518135204.wav	ST3_Site5_67371018.220518135204.wav	4.5056	368	Y	1	0	X	G		
379	Spectrogram 1	1	70210.262150000	70211.191800000	0.000	325.758	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220518140204.wav	ST3_Site5_67371018.220518140204.wav	4.3785	369	Y	1	0	X	G		
380	Spectrogram 1	1	70295.167190000	70295.770210000	0.000	1022.727	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220518140204.wav	ST3_Site5_67371018.220518140204.wav	89.2835	370	Y	1	1	X	BY		
381	Spectrogram 1	1	70296.687290000	70297.271460000	0.000	1015.152	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220518140204.wav	ST3_Site5_67371018.220518140204.wav	90.8036	371	Y	1	1	X	BY		
382	Spectrogram 1	1	70988.893450000	70989.860790000	15.152	719.697	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220518141204.wav	ST3_Site5_67371018.220518141204.wav	182.9493	372	Y	1	0	X	G		
383	Spectrogram 1	1	71228.342780000	71228.688260000	1136.364	1575.758	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220518141704.wav	ST3_Site5_67371018.220518141704.wav	122.4026	373	X	0	1	X	Y		
384	Spectrogram 1	1	73290.178820000	73290.662490000	666.667	848.485	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220518145204.wav	ST3_Site5_67371018.220518145204.wav	84.0110	374	X	0	1	X	Y		
385	Spectrogram 1	1	76868.482270000	76868.834030000	962.121	1704.545	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220518155204.wav	ST3_Site5_67371018.220518155204.wav	62.0021	375	X	0	1	X	Y		
386	Spectrogram 1	1	76869.430770000	76869.644330000	954.545	1272.727	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220518155204.wav	ST3_Site5_67371018.220518155204.wav	62.9506	376	X	0	1	X	Y		
387	Spectrogram 1	1	76869.914430000	76870.310160000	871.212	1439.394	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220518155204.wav	ST3_Site5_67371018.220518155204.wav	63.4343	377	X	0	1	X	Y		
388	Spectrogram 1	1	79648.878280000	79649.186070000	1189.394	1560.606	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220518163704.wav	ST3_Site5_67371018.220518163704.wav	142.1771	378	X	0	1	X	Y		
389	Spectrogram 1	1	81123.510050000	81124.207290000	0.000	1280.303	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220518170204.wav	ST3_Site5_67371018.220518170204.wav	116.6662	379	X	1	1	Y	BY		
390	Spectrogram 1	1	81201.349410000	81201.625790000	840.909	1265.152	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220518170204.wav	ST3_Site5_67371018.220518170204.wav	194.5056	380	X	0	1	Y	Y		
391	Spectrogram 1	1	81204.967500000	81205.250160000	916.667	1371.212	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220518170204.wav	ST3_Site5_67371018.220518170204.wav	198.1237	381	X	0	1	Y	Y		
392	Spectrogram 1	1	81769.745900000	81770.034850000	1098.485	1568.182	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220518171204.wav	ST3_Site5_67371018.220518171204.wav	162.8927	382	X	0	1	Y	Y		
393	Spectrogram 1	1	81915.746020000	81916.355320000	651.515	1113.636	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220518171704.wav	ST3_Site5_67371018.220518171704.wav	8.8717	383	X	0	1	X	Y		
394	Spectrogram 1	1	82292.744670000	82293.096430000	878.788	1136.364	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220518172204.wav	ST3_Site5_67371018.220518172204.wav	85.8012	384	X	0	1	Y	Y		
395	Spectrogram 1	1	83662.519760000	83662.758460000	590.909	916.667	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220518174204.wav	ST3_Site5_67371018.220518174204.wav	255.4578	385	X	0	1	Y	Y		
396	Spectrogram 1	1	83667.406870000	83669.944560000	0.000	1621.212	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220518174204.wav	ST3_Site5_67371018.220518174204.wav	260.3449	386	Y	1	0	Y	G		
397	Spectrogram 1	1	85338.172070000	85340.653220000	0.000	1204.545	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220518181204.wav	ST3_Site5_67371018.220518181204.wav	131.0077	387	Y	4	4	X	BY		
398	Spectrogram 1	1	85357.242410000	85357.901960000	0.000	583.333	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220518181204.wav	ST3_Site5_67371018.220518181204.wav	150.0781	388	Y	1	0	X	G		
399	Spectrogram 1	1	85358.391910000	85358.630610000	0.000	757.576	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220518181204.wav	ST3_Site5_67371018.220518181204.wav	151.2276	389	Y	1	0	X	B		
400	Spectrogram 1	1	85362.021130000	85362.178170000	7.576	371.212	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220518181204.wav	ST3_Site5_67371018.220518181204.wav	154.8568	390	Y	1	0	X	B		
401	Spectrogram 1	1	85364.301280000	85364.521130000	37.879	356.061	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220518181204.wav	ST3_Site5_67371018.220518181204.wav	157.1369	391	Y	1	0	Y	B		
402	Spectrogram 1	1	85366.217110000	85366.537460000	0.000	1159.091	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220518181204.wav	ST3_Site5_67371018.220518181204.wav	159.0528	392	Y	1	0	Y	B		
403	Spectrogram 1	1	85531.272400000	85531.906820000	227.273	1636.364	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220518181704.wav	ST3_Site5_67371018.220518181704.wav	24.0887	393	X	0	1	Y	Y		
404	Spectrogram 1	1	85533.546270000	85534.099040000	340.909	871.212	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220518181704.wav	ST3_Site5_67371018.220518181704.wav	26.3626	394	X	0	1	Y	Y		
405	Spectrogram 1	1	85577.603130000	85577.816690000	886.364	1272.727	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220518181704.wav	ST3_Site5_67371018.220518181704.wav	70.4195	395	X	0	1	X	Y		
406	Spectrogram 1	1	85581.126870000	85581.893200000	0.000	1787.879	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220518181704.wav	ST3_Site5_67371018.220518181704.wav	73.9432	396	Y	2	1	X	BY		
407	Spectrogram 1	1	85949.685250000	85952.122440000	30.303	1909.091	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220518182204.wav	ST3_Site5_67371018.220518182204.wav	142.4253	397	Y	7	6	X	BY		
408	Spectrogram 1	1	86230.490540000	86230.716670000	265.152	1242.424	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220518182704.wav	ST3_Site5_67371018.220518182704.wav	123.2409	398	X	1	0	X	B	WEIRD	
409	Spectrogram 1	1	86231.790790000	86232.287030000	159.091	1348.485	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220518182704.wav	ST3_Site5_67371018.220518182704.wav	124.5411	399	X	1	0	X	B	WEIRD	
410	Spectrogram 1	1	86233.884700000	86234.267860000	151.515	1992.424	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220518182704.wav	ST3_Site5_67371018.220518182704.wav	126.6350	400	X	1	0	X	B	WEIRD	
411	Spectrogram 1	1	86234.837280000	86235.226720000	113.636	1272.727	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220518182704.wav	ST3_Site5_67371018.220518182704.wav	127.5876	401	X	1	0	X	B	WEIRD	
412	Spectrogram 1	1	86409.526690000	86409.865890000	0.000	803.030	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220518183204.wav	ST3_Site5_67371018.220518183204.wav	2.2327	402	Y	1	0	X	G		
413	Spectrogram 1	1	86412.227700000	86412.529210000	45.455	886.364	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220518183204.wav	ST3_Site5_67371018.220518183204.wav	4.9337	403	Y	1	0	X	G		
414	Spectrogram 1	1	86708.606310000	86709.215610000	68.182	2098.485	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220518183704.wav	ST3_Site5_67371018.220518183704.wav	1.2755	404	Y	1	1	X	BY		
415	Spectrogram 1	1	86709.705560000	86710.019630000	409.091	962.121	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220518183704.wav	ST3_Site5_67371018.220518183704.wav	2.3747	405	X	0	1	X	Y		
416	Spectrogram 1	1	86714.466870000	86714.711840000	371.212	1810.606	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220518183704.wav	ST3_Site5_67371018.220518183704.wav	7.1360	406	X	0	1	X	Y		
417	Spectrogram 1	1	86717.857760000	86718.642940000	143.939	1545.455	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220518183704.wav	ST3_Site5_67371018.220518183704.wav	10.5269	407	X	1	2	Y	BY		
418	Spectrogram 1	1	87116.895920000	87117.385870000	568.182	1363.636	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220518184204.wav	ST3_Site5_67371018.220518184204.wav	109.5028	408	X	0	1	Y	Y		
419	Spectrogram 1	1	87122.915100000	87123.869880000	0.000	409.091	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220518184204.wav	ST3_Site5_67371018.220518184204.wav	115.5219	409	Y	1	0	Y	G		
420	Spectrogram 1	1	87137.830940000	87138.182700000	636.364	1295.455	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220518184204.wav	ST3_Site5_67371018.220518184204.wav	130.4378	410	X	0	1	Y	Y		
421	Spectrogram 1	1	87139.421340000	87139.641190000	83.333	1045.455	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220518184204.wav	ST3_Site5_67371018.220518184204.wav	132.0282	411	X	1	0	Y	B		
422	Spectrogram 1	1	87141.714050000	87141.933900000	30.303	1409.091	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220518184204.wav	ST3_Site5_67371018.220518184204.wav	134.3209	412	X	1	0	Y	B		
423	Spectrogram 1	1	87142.637420000	87143.259280000	68.182	2000.000	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220518184204.wav	ST3_Site5_67371018.220518184204.wav	135.2442	413	X	2	0	Y	B		
424	Spectrogram 1	1	87143.833610000	87144.373810000	0.000	1484.848	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220518184204.wav	ST3_Site5_67371018.220518184204.wav	136.4404	414	Y	1	1	Y	BY	FAINT OVERLAP	
425	Spectrogram 1	1	87145.516280000	87145.855470000	75.758	2007.576	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220518184204.wav	ST3_Site5_67371018.220518184204.wav	138.1231	415	Y	1	1	X	BY		
426	Spectrogram 1	1	87147.241850000	87149.157680000	0.000	1992.424	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220518184204.wav	ST3_Site5_67371018.220518184204.wav	139.8487	416	Y	3	4	X	BY		
427	Spectrogram 1	1	87149.452910000	87149.999390000	22.727	2075.758	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220518184204.wav	ST3_Site5_67371018.220518184204.wav	142.0597	417	Y	1	1	X	BY		
428	Spectrogram 1	1	87150.655380000	87150.837540000	0.000	1409.091	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220518184204.wav	ST3_Site5_67371018.220518184204.wav	143.2622	418	Y	1	0	X	B		
429	Spectrogram 1	1	87151.691660000	87156.377590000	0.000	2030.303	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220518184204.wav	ST3_Site5_67371018.220518184204.wav	144.2985	419	Y	10	5	X	BY		
430	Spectrogram 1	1	87157.863790000	87158.265800000	848.485	1348.485	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220518184204.wav	ST3_Site5_67371018.220518184204.wav	150.4706	420	X	0	1	X	Y		
431	Spectrogram 1	1	87168.044130000	87168.245130000	1189.394	1530.303	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220518184204.wav	ST3_Site5_67371018.220518184204.wav	160.6510	421	X	0	1	X	Y		
432	Spectrogram 1	1	87168.973770000	87170.399650000	15.152	1863.636	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220518184204.wav	ST3_Site5_67371018.220518184204.wav	161.5806	422	Y	3	2	X	BY		
433	Spectrogram 1	1	87171.505030000	87172.673370000	0.000	1856.061	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220518184204.wav	ST3_Site5_67371018.220518184204.wav	164.1119	423	Y	3	1	X	BY		
434	Spectrogram 1	1	87192.042440000	87192.224600000	704.545	1143.939	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220518184204.wav	ST3_Site5_67371018.220518184204.wav	184.6493	424	X	0	1	X	Y		
436	Spectrogram 1	1	87222.378290000	87222.623270000	0.000	1424.242	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220518184204.wav	ST3_Site5_67371018.220518184204.wav	214.9851	425	Y	1	0	X	B		
437	Spectrogram 1	1	89912.895470000	89913.121600000	931.818	1280.303	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220518192704.wav	ST3_Site5_67371018.220518192704.wav	205.3246	426	X	0	1	X	Y		
438	Spectrogram 1	1	89932.038210000	89932.264340000	954.545	1265.152	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220518192704.wav	ST3_Site5_67371018.220518192704.wav	224.4674	427	X	0	1	Y	Y		
439	Spectrogram 1	1	93111.609110000	93112.369160000	0.000	492.424	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220518202205.wav	ST3_Site5_67371018.220518202205.wav	103.7659	428	Y	1	0	X	G		
440	Spectrogram 1	1	93112.915640000	93113.675690000	0.000	492.424	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220518202205.wav	ST3_Site5_67371018.220518202205.wav	105.0725	429	Y	1	0	X	G		
441	Spectrogram 1	1	93265.221540000	93265.925060000	22.727	856.061	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220518202205.wav	ST3_Site5_67371018.220518202205.wav	257.3784	430	Y	1	0	X	G		
442	Spectrogram 1	1	93266.113500000	93267.457720000	0.000	643.939	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220518202205.wav	ST3_Site5_67371018.220518202205.wav	258.2703	431	Y	1	0	X	G		
443	Spectrogram 1	1	93267.564500000	93268.783100000	0.000	500.000	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220518202205.wav	ST3_Site5_67371018.220518202205.wav	259.7213	432	Y	1	0	X	G		
444	Spectrogram 1	1	94603.724950000	94603.863140000	689.394	984.848	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220518204705.wav	ST3_Site5_67371018.220518204705.wav	95.7459	433	X	0	1	X	Y		
445	Spectrogram 1	1	94604.843040000	94605.094290000	840.909	1166.667	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220518204705.wav	ST3_Site5_67371018.220518204705.wav	96.8640	434	X	0	1	X	Y		
446	Spectrogram 1	1	94608.454850000	94608.693540000	636.364	1000.000	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220518204705.wav	ST3_Site5_67371018.220518204705.wav	100.4759	435	X	0	1	X	Y		
447	Spectrogram 1	1	94887.400130000	94887.626260000	931.818	1287.879	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220518205205.wav	ST3_Site5_67371018.220518205205.wav	79.3903	436	X	0	1	X	Y		
448	Spectrogram 1	1	95131.447450000	95131.761520000	787.879	1250.000	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220518205705.wav	ST3_Site5_67371018.220518205705.wav	23.3864	437	X	0	1	Y	Y		
449	Spectrogram 1	1	95134.759490000	95134.991900000	757.576	1143.939	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220518205705.wav	ST3_Site5_67371018.220518205705.wav	26.6985	438	X	0	1	Y	Y		
450	Spectrogram 1	1	95468.761010000	95469.125330000	931.818	1590.909	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220518210205.wav	ST3_Site5_67371018.220518210205.wav	60.6622	439	X	0	1	Y	Y		
451	Spectrogram 1	1	95535.823280000	95536.087100000	1265.152	1689.394	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220518210205.wav	ST3_Site5_67371018.220518210205.wav	127.7244	440	X	0	1	X	Y		
452	Spectrogram 1	1	95572.955010000	95573.287920000	840.909	1159.091	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220518210205.wav	ST3_Site5_67371018.220518210205.wav	164.8562	441	X	0	1	X	Y		
453	Spectrogram 1	1	95811.220960000	95811.522470000	803.030	1310.606	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220518210705.wav	ST3_Site5_67371018.220518210705.wav	103.0845	442	X	0	1	X	Y		
454	Spectrogram 1	1	95812.056380000	95812.339050000	712.121	977.273	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220518210705.wav	ST3_Site5_67371018.220518210705.wav	103.9199	443	X	0	1	X	Y		
455	Spectrogram 1	1	96833.465540000	96833.716800000	45.455	1015.152	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220518212205.wav	ST3_Site5_67371018.220518212205.wav	225.3092	444	Y	1	0	X	B		
456	Spectrogram 1	1	97172.776430000	97173.266380000	492.424	1712.121	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220518212705.wav	ST3_Site5_67371018.220518212705.wav	264.5646	445	X	0	1	X	Y		
457	Spectrogram 1	1	97267.995130000	97268.441110000	833.333	1681.818	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220518213205.wav	ST3_Site5_67371018.220518213205.wav	59.7446	446	X	0	1	Y	Y		
458	Spectrogram 1	1	97328.698600000	97329.106900000	1500.000	1780.303	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220518213205.wav	ST3_Site5_67371018.220518213205.wav	120.4481	447	X	0	1	X	Y		
459	Spectrogram 1	1	97343.173070000	97343.499700000	1462.121	1787.879	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220518213205.wav	ST3_Site5_67371018.220518213205.wav	134.9226	448	X	0	1	X	Y		
460	Spectrogram 1	1	97784.055810000	97784.759330000	60.606	303.030	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220518213705.wav	ST3_Site5_67371018.220518213705.wav	275.7995	449	Y	1	0	X	G		
461	Spectrogram 1	1	98345.814740000	98347.114990000	0.000	378.788	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220518214705.wav	ST3_Site5_67371018.220518214705.wav	237.5064	450	Y	1	0	X	G		
462	Spectrogram 1	1	98512.987620000	98514.237620000	0.000	439.394	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220518215205.wav	ST3_Site5_67371018.220518215205.wav	104.6793	451	Y	1	0	X	G		
463	Spectrogram 1	1	98516.451560000	98517.085980000	0.000	325.758	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220518215205.wav	ST3_Site5_67371018.220518215205.wav	108.1432	452	Y	1	0	X	G		
464	Spectrogram 1	1	99890.485360000	99890.855960000	636.364	1318.182	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220518221205.wav	ST3_Site5_67371018.220518221205.wav	282.0789	453	X	0	1	Y	Y		
465	Spectrogram 1	1	99924.253280000	99924.523380000	507.576	1878.788	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220518221705.wav	ST3_Site5_67371018.220518221705.wav	15.7761	454	X	0	1	X	Y		
466	Spectrogram 1	1	99935.079610000	99935.318310000	401.515	1257.576	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220518221705.wav	ST3_Site5_67371018.220518221705.wav	26.6024	455	X	0	1	Y	Y		
467	Spectrogram 1	1	100740.809100000	100741.098100000	1227.273	1765.152	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220518222705.wav	ST3_Site5_67371018.220518222705.wav	232.3448	456	X	0	1	X	Y		
468	Spectrogram 1	1	100741.814100000	100742.436000000	1439.394	1712.121	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220518222705.wav	ST3_Site5_67371018.220518222705.wav	233.3498	457	X	0	1	X	Y		
469	Spectrogram 1	1	100745.451100000	100745.777700000	1348.485	1757.576	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220518222705.wav	ST3_Site5_67371018.220518222705.wav	236.9868	458	X	0	1	X	Y		
470	Spectrogram 1	1	100766.157200000	100766.552900000	1128.788	1810.606	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220518222705.wav	ST3_Site5_67371018.220518222705.wav	257.6929	459	X	0	1	X	Y		
471	Spectrogram 1	1	100767.620800000	100767.966300000	1401.515	1787.879	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220518222705.wav	ST3_Site5_67371018.220518222705.wav	259.1565	460	X	0	1	X	Y		
472	Spectrogram 1	1	100768.789100000	100769.266500000	1348.485	1840.909	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220518222705.wav	ST3_Site5_67371018.220518222705.wav	260.3248	461	X	0	1	X	Y		
473	Spectrogram 1	1	100817.939200000	100818.586200000	1363.636	1969.697	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220518223205.wav	ST3_Site5_67371018.220518223205.wav	9.4182	462	X	0	1	X	Y		
474	Spectrogram 1	1	100822.191300000	100822.354600000	1060.606	1363.636	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220518223205.wav	ST3_Site5_67371018.220518223205.wav	13.6703	463	X	0	1	X	Y		
475	Spectrogram 1	1	100859.954000000	100860.293200000	1318.182	1803.030	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220518223205.wav	ST3_Site5_67371018.220518223205.wav	51.4330	464	X	0	1	Y	Y		
476	Spectrogram 1	1	101103.389100000	101103.722100000	1128.788	1583.333	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220518223205.wav	ST3_Site5_67371018.220518223205.wav	294.8681	465	X	0	1	X	Y		
477	Spectrogram 1	1	101132.192900000	101132.469300000	969.697	1409.091	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220518223705.wav	ST3_Site5_67371018.220518223705.wav	23.6711	466	X	0	1	X	Y		
478	Spectrogram 1	1	101136.497800000	101136.736500000	1181.818	1598.485	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220518223705.wav	ST3_Site5_67371018.220518223705.wav	27.9760	467	X	0	1	X	Y		
479	Spectrogram 1	1	101142.920000000	101143.183800000	1250.000	1530.303	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220518223705.wav	ST3_Site5_67371018.220518223705.wav	34.3982	468	X	0	1	X	Y		
480	Spectrogram 1	1	101147.989300000	101148.196500000	1492.500	1755.000	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220518223705.wav	ST3_Site5_67371018.220518223705.wav	39.4675	469	X	0	1	X	Y		
481	Spectrogram 1	1	101197.911900000	101198.244800000	487.500	877.500	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220518223705.wav	ST3_Site5_67371018.220518223705.wav	89.3901	470	X	0	1	X	Y		
482	Spectrogram 1	1	101200.311400000	101200.581500000	892.500	1230.000	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220518223705.wav	ST3_Site5_67371018.220518223705.wav	91.7896	471	X	0	1	X	Y		
483	Spectrogram 1	1	101209.708900000	101209.916100000	847.500	1192.500	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220518223705.wav	ST3_Site5_67371018.220518223705.wav	101.1871	472	X	0	1	X	Y		
484	Spectrogram 1	1	102000.868300000	102001.100700000	1147.500	1440.000	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220518224705.wav	ST3_Site5_67371018.220518224705.wav	292.2806	473	X	0	1	X	Y		
485	Spectrogram 1	1	102004.838100000	102005.076800000	1222.500	1492.500	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220518224705.wav	ST3_Site5_67371018.220518224705.wav	296.2504	474	X	0	1	X	Y		
